N	2gram	Vygotskiy__2	Vladivir
1	и в	32	31
2	не только	12	24
3	а к	2	22
4	но и	10	19
5	то что	21	18
6	и не	10	17
7	и даже	5	15
8	в этом	13	14
9	том что	21	14
10	и с	4	14
11	что в	20	14
12	но в	3	12
13	в его	2	12
14	что он	13	12
15	по поводу	1	12
16	с его	2	11
17	же с	2	11
18	о том	6	11
19	в том	37	11
20	философии и	2	11
21	потому что	21	11
22	и то	3	10
23	также и	2	10
24	он не	6	10
25	так что	3	10
26	как мы	1	9
27	никогда не	9	9
28	в конце	3	9
29	только в	7	9
30	с а	1	9
31	а в	4	9
32	и по	4	8
33	в то	5	8
34	так как	12	8
35	кроме того	1	7
36	как это	4	7
37	и его	7	7
38	для него	1	7
39	об этом	3	7
40	о нем	1	7
41	как раз	5	7
42	сказать что	7	7
43	того же	2	6
44	то же	13	6
45	и к	3	6
46	свое время	1	6
47	это было	3	6
48	он и	1	6
49	в котором	1	6
50	и сам	4	6
51	так и	3	6
52	разного рода	1	6
53	и что	22	6
54	его жизни	2	6
55	можно сказать	1	6
56	в качестве	1	6
57	может быть	18	6
58	на этот	2	6
59	не может	17	6
60	к этому	1	6
61	но как	3	5
62	когда он	10	5
63	не очень	1	5
64	на то	11	5
65	и если	1	5
66	которой он	1	5
67	не в	8	5
68	что и	17	5
69	вовсе не	2	5
70	но он	3	5
71	не было	2	5
72	а с	2	5
73	что же	3	5
74	все это	5	5
75	и от	2	5
76	в свое	2	5
77	жизни и	4	5
78	в своих	9	5
79	из его	1	4
80	мы и	1	4
81	что его	5	4
82	в этой	6	4
83	в истории	1	4
84	и как	7	4
85	говорит что	7	4
86	в которой	2	4
87	в нашем	1	4
88	в себе	2	4
89	как он	2	4
90	в нем	4	4
91	главным образом	3	4
92	в россии	1	4
93	что у	5	4
94	же касается	1	4
95	этом смысле	1	4
96	как и	10	4
97	несмотря на	4	4
98	еще в	1	4
99	в своей	3	4
100	и вообще	2	4
101	дело в	1	4
102	в нас	3	4
103	же время	2	4
104	к ней	1	4
105	во всем	3	4
106	никак не	4	4
107	к нему	2	4
108	один из	3	4
109	и у	2	4
110	в особенности	2	4
111	что для	7	4
112	и все	4	4
113	такого рода	1	4
114	для нас	2	4
115	с в	2	3
116	и он	3	3
117	и на	5	3
118	но не	2	3
119	в общем	3	3
120	отношение к	2	3
121	за пределы	1	3
122	что они	7	3
123	отнюдь не	5	3
124	как в	9	3
125	все же	4	3
126	более или	1	3
127	в целом	4	3
128	он в	3	3
129	все эти	7	3
130	едва ли	4	3
131	и вот	3	3
132	на его	2	3
133	это конечно	1	3
134	здесь мы	2	3
135	то есть	21	3
136	из своего	1	3
137	всю жизнь	2	3
138	мы хотели	1	3
139	или менее	1	3
140	взгляд на	1	3
141	что касается	1	3
142	на свою	1	3
143	но это	2	3
144	что этот	2	3
145	и очень	1	3
146	в отношении	3	3
147	на него	2	3
148	но только	4	3
149	и всегда	2	3
150	ничего не	4	3
151	таким образом	21	3
152	к тому	7	3
153	в жизни	4	3
154	жизнь и	3	3
155	свидетельствует о	1	3
156	и здесь	2	3
157	и просто	1	3
158	конце концов	3	3
159	тот же	6	3
160	мы увидим	1	3
161	и так	3	3
162	уже не	1	3
163	только на	5	3
164	в виде	1	3
165	с этими	2	3
166	но что	2	3
167	и из	6	3
168	с другой	3	3
169	только к	1	3
170	под влиянием	1	3
171	в связи	1	3
172	вместе с	2	3
173	к своему	2	3
174	по своему	3	3
175	это можно	2	3
176	другой стороны	2	3
177	и т	10	2
178	одним из	1	2
179	это и	1	2
180	и до	4	2
181	и за	1	2
182	той же	8	2
183	и тут	1	2
184	хотя бы	3	2
185	но даже	2	2
186	еще не	2	2
187	он сам	1	2
188	знаем что	4	2
189	в чем	4	2
190	россии и	1	2
191	мы будем	2	2
192	ответ на	2	2
193	один и	1	2
194	то обстоятельство	1	2
195	взглядами и	1	2
196	его на	1	2
197	как к	3	2
198	всей этой	1	2
199	кто не	1	2
200	его к	1	2
201	конечно не	1	2
202	из этих	1	2
203	и тот	2	2
204	тому же	1	2
205	что она	16	2
206	при этом	13	2
207	т д	2	2
208	на этом	3	2
209	так например	1	2
210	что все	9	2
211	а по	1	2
212	на ту	1	2
213	было бы	11	2
214	ни в	2	2
215	в них	2	2
216	все было	1	2
217	на основании	1	2
218	с тем	11	2
219	нее в	1	2
220	точки зрения	17	2
221	и сейчас	3	2
222	место в	2	2
223	тем не	4	2
224	для нее	2	2
225	этой области	2	2
226	не менее	8	2
227	тем самым	1	2
228	что с	3	2
229	дело не	1	2
230	не по	1	2
231	с и	12	2
232	того чтобы	14	2
233	того и	2	2
234	именно с	1	2
235	он оказался	1	2
236	очень мало	1	2
237	уже и	1	2
238	что на	4	2
239	в каком	3	2
240	в детстве	1	2
241	обстоятельство что	1	2
242	после своего	1	2
243	со стороны	1	2
244	указывает на	3	2
245	для того	13	2
246	на это	3	2
247	для себя	1	2
248	и о	1	2
249	по учению	2	2
250	куда он	1	2
251	то время	3	2
252	не столько	1	2
253	то как	3	2
254	он так	1	2
255	ясно что	7	2
256	и постоянно	1	2
257	образом в	3	2
258	на все	5	2
259	но мы	1	2
260	на что	1	2
261	с того	2	2
262	которой мы	2	2
263	и мы	6	2
264	того что	8	2
265	с ними	1	2
266	всяком случае	2	2
267	по этому	1	2
268	том чтобы	3	2
269	и философии	1	2
270	и других	3	2
271	из них	4	2
272	мы знаем	7	2
273	и никогда	2	2
274	тем что	9	2
275	в очень	2	2
276	даже не	1	2
277	и затем	1	2
278	только что	1	2
279	именно так	1	2
280	с которым	1	2
281	что мы	1	2
282	жизнь в	1	2
283	к положительной	1	2
284	он говорит	5	2
285	он будет	1	2
286	в тех	1	2
287	по существу	3	2
288	о его	1	2
289	этом и	1	2
290	и для	4	2
291	указать на	1	2
292	в результате	1	2
293	того с	1	2
294	речи с	2	2
295	от него	1	2
296	которую он	1	2
297	тем более	2	2
298	мы должны	3	2
299	на такой	1	2
300	его точки	1	2
301	совершенно не	4	2
302	из этого	4	2
303	в самом	12	2
304	и это	4	2
