N	2gram	Tiupa_Disk_2	TeoriaLi
1	в мире	11	24
2	не только	10	18
3	в качестве	16	17
4	тогда как	11	16
5	и не	15	16
6	я в	5	16
7	а в	2	14
8	состоит в	16	13
9	и в	16	13
10	в частности	12	13
11	то есть	12	12
12	эстетического отношения	1	12
13	так и	9	12
14	может быть	16	12
15	в этом	16	11
16	представляет собой	11	11
17	при этом	17	11
18	в том	8	11
19	но не	7	10
20	и его	3	10
21	в тексте	3	10
22	а не	14	10
23	то же	6	9
24	в его	3	9
25	по отношению	4	8
26	такого рода	9	8
27	своего рода	10	8
28	сводится к	2	8
29	в миропорядке	1	8
30	но и	11	8
31	отношению к	4	8
32	от лат	2	8
33	что в	5	8
34	отличие от	12	7
35	в себе	19	7
36	эмоциональной рефлексии	1	7
37	том что	10	7
38	точки зрения	4	7
39	в отличие	12	7
40	в то	5	7
41	по своей	6	7
42	во второй	1	7
43	только в	3	7
44	себя в	6	7
45	как это	1	7
46	в данном	7	7
47	еще не	6	6
48	с его	6	6
49	но в	11	6
50	лишь в	1	6
51	место в	2	6
52	в русской	3	6
53	же время	5	6
54	картина мира	4	6
55	присутствия я	1	6
56	присутствия в	3	6
57	как бы	4	6
58	мы имеем	2	5
59	жизни как	2	5
60	данном случае	6	5
61	в рамках	7	5
62	в своем	5	5
63	в самом	1	5
64	роли в	1	5
65	он не	3	5
66	в принципе	2	5
67	того или	1	5
68	как и	16	5
69	не в	3	5
70	тем самым	6	5
71	коммуникативного события	5	5
72	в нем	7	5
73	в ее	1	5
74	в пределах	4	5
75	или иной	3	5
76	а также	8	5
77	между тем	2	5
78	речевая маска	2	5
79	не сводится	4	5
80	и одновременно	2	5
81	уже не	3	5
82	не случайно	1	5
83	с другой	5	5
84	как в	8	5
85	или иного	2	5
86	я с	2	5
87	в искусстве	1	5
88	между ними	1	5
89	по преимуществу	2	4
90	высказывания в	1	4
91	говорить о	2	4
92	как правило	1	4
93	конечном счете	1	4
94	отношение к	2	4
95	хотя и	1	4
96	то что	5	4
97	организации художественного	1	4
98	ни в	7	4
99	в ходе	2	4
100	в своей	6	4
101	не столько	3	4
102	художественного мира	1	4
103	не менее	7	4
104	личности в	2	4
105	в стихотворении	1	4
106	приводит к	3	4
107	читателя в	1	4
108	можно сказать	3	4
109	в конечном	1	4
110	в форме	1	4
111	и ее	3	4
112	второй строфе	1	4
113	и т.п	12	4
114	мира и	4	4
115	лирического героя	5	4
116	не знает	3	4
117	сказать что	1	4
118	не может	9	4
119	и то	4	3
120	на две	1	3
121	являет собой	2	3
122	например в	3	3
123	художественного произведения	1	3
124	совпадает с	2	3
125	я на	1	3
126	иного рода	1	3
127	в сторону	1	3
128	и т.д	1	3
129	перед нами	3	3
130	в противоположность	5	3
131	со своей	1	3
132	все эти	3	3
133	в нашем	1	3
134	в этой	4	3
135	он должен	1	3
136	в лирике	7	3
137	его в	3	3
138	художественного письма	7	3
139	по мысли	6	3
140	и сам	1	3
141	в этих	3	3
142	тем не	1	3
143	картины мира	7	3
144	никогда не	2	3
145	потому что	4	3
146	лирический герой	3	3
147	эстетического объекта	1	3
148	той или	3	3
149	рамках которого	1	3
150	другой стороны	2	3
151	так в	1	3
152	в другом	3	3
153	о ней	1	3
154	и что	1	3
155	входит в	2	3
156	того что	1	3
157	а с	5	3
158	человека с	1	3
159	для него	5	3
160	с ее	2	3
161	на почве	2	3
162	в финале	1	3
163	причастности к	2	3
164	именно в	2	3
165	и др	1	3
166	нового времени	5	3
167	прежде всего	7	3
168	в соответствии	2	3
169	художественного целого	4	3
170	по своему	1	3
171	лирического я	1	3
172	мира в	3	3
173	объекта и	2	3
174	таким образом	1	3
175	в основе	4	3
176	ни к	5	3
177	речи и	1	3
178	художественной целостности	2	3
179	я и	4	2
180	мире это	1	2
181	того же	2	2
182	и это	2	2
183	это и	1	2
184	на деле	1	2
185	перед лицом	2	2
186	к собственной	1	2
187	анекдот не	1	2
188	я как	2	2
189	такая возможность	1	2
190	но она	3	2
191	принадлежит к	3	2
192	я не	1	2
193	в совмещении	1	2
194	греческое слово	1	2
195	в целом	2	2
196	во мне	1	2
197	в сочетании	2	2
198	в чем	1	2
199	возможность иного	3	2
200	чем это	1	2
201	значении этого	2	2
202	и весьма	1	2
203	человеческих отношений	1	2
204	за пределы	1	2
205	форма авторства	1	2
206	одного текста	1	2
207	или субъектом	2	2
208	и как	3	2
209	видения мира	1	2
210	в которой	1	2
211	право на	1	2
212	рассказ о	2	2
213	коммуникативной природе	1	2
214	в притче	2	2
215	но на	1	2
216	однако при	3	2
217	к одному	1	2
218	быть субъектом	1	2
219	писал бахтин	1	2
220	и возможность	2	2
221	этом мире	2	2
222	в году	1	2
223	одно и	2	2
224	не следует	3	2
225	об этом	1	2
226	русской поэзии	1	2
227	это не	3	2
228	и иных	1	2
229	соответствии с	3	2
230	вовсе не	1	2
231	биографического дискурса	3	2
232	и того	3	2
233	иначе говоря	3	2
234	жанровой традиции	3	2
235	одного и	3	2
236	имени тебе	1	2
237	лирическое я	2	2
238	сочетании с	2	2
239	нас самих	1	2
240	с точки	2	2
241	лирических текстов	1	2
242	в имени	1	2
243	а.н веселовского	1	2
244	высказывания и	1	2
245	их в	2	2
246	в культуре	1	2
247	даже в	1	2
248	для меня	1	2
249	человеческого я	1	2
250	дело не	1	2
251	ситуации рассказывания	2	2
252	мышления и	1	2
253	имеем дело	1	2
254	своей природе	1	2
255	эстетическое завершение	1	2
256	с читателем	3	2
257	не принадлежит	1	2
258	как будто	3	2
259	личности к	1	2
260	этического выбора	2	2
261	и для	2	2
262	места для	1	2
263	следует признать	3	2
264	частной жизни	2	2
265	имеет место	1	2
266	моя жизнь	1	2
267	заданности и	1	2
268	в анекдоте	3	2
269	здесь не	2	2
270	в себя	2	2
271	роль в	4	2
272	однако эта	1	2
273	что может	1	2
274	в лирическом	2	2
275	не с	2	2
276	к его	4	2
277	мы в	1	2
278	стихотворении пушкина	1	2
279	коммуникативное событие	3	2
280	и здесь	1	2
281	о том	4	2
282	всех подобных	1	2
283	ядра личности	1	2
284	особого рода	1	2
285	времени в	4	2
286	восходит к	3	2
287	коммуникативную стратегию	1	2
288	во всех	1	2
289	русской литературе	2	2
290	во втором	1	2
291	жизнь личности	1	2
292	данного текста	1	2
293	существования в	1	2
294	известного рода	4	2
295	к числу	1	2
296	мире и	3	2
297	в сказании	3	2
298	с одной	4	2
299	оказывается в	1	2
300	в большинстве	2	2
301	а напротив	1	2
302	не слияние	1	2
303	жанровая форма	1	2
304	слова не	2	2
305	в прозе	1	2
306	коммуникативной стратегии	1	2
307	повесть о	1	2
308	внутреннего мира	1	2
309	и даже	1	2
310	со стороны	10	2
311	между которыми	1	2
312	в области	2	2
313	субъекта жизни	1	2
314	перед ним	1	2
315	себя и	1	2
316	равной степени	1	2
317	жизни то	1	2
318	одной стороны	4	2
319	и составляет	1	2
320	в рассказе	4	2
321	не на	2	2
322	человеческой жизни	2	2
323	о чем	2	2
324	и адресата	2	2
325	сближение но	1	2
326	на фоне	1	2
327	вместе с	2	2
328	жизни но	3	2
329	из которых	1	2
330	к жизни	3	2
331	художественное целое	2	2
332	в той	2	2
333	могут быть	3	2
334	с.с аверинцева	2	2
335	автором и	1	2
336	к тому	1	2
337	реализуется в	2	2
338	совершенно иной	1	2
339	в литературной	1	2
340	сверхличной заданности	2	2
341	в равной	1	2
342	жизни в	3	2
343	одной из	1	2
344	о своем	1	2
345	в романе	1	2
346	что он	2	2
347	такого дискурса	1	2
348	и состоит	2	2
349	а между	1	1
350	к субъекту	1	1
351	можно говорить	1	1
352	также и	3	1
353	жизненная позиция	1	1
354	межличностной соотносительности	1	1
355	переходит к	1	1
356	в элегии	1	1
357	образ становящегося	1	1
358	идет о	2	1
359	слова эта	1	1
360	и есть	1	1
361	слушателей с	1	1
362	не признает	1	1
363	анекдотическому дискурсу	1	1
364	непредсказуемое стечение	1	1
365	в иных	1	1
366	к другому	1	1
367	отношения между	2	1
368	принципиальное различие	1	1
369	на животе	1	1
370	опыт запечатлеваемый	1	1
371	и до	1	1
372	значения чьей-то	1	1
373	др в	1	1
374	в окказионально-авантюрном	1	1
375	маска биографа	1	1
376	одним из	1	1
377	элегического я	1	1
378	диаметрально противоположные	1	1
379	лирики как	1	1
380	той же	2	1
381	необыкновенное в	1	1
382	личностного самоопределения	1	1
383	же как	2	1
384	их поступки	1	1
385	несут в	1	1
386	и примеряя	1	1
387	преодолеваемая даль	1	1
388	вопрос о	1	1
389	я оказывается	1	1
390	чтобы не	1	1
391	героя но	1	1
392	завершенная и	1	1
393	от всего	1	1
394	миропорядка а	1	1
395	в каждый	1	1
396	целого это	1	1
397	это всегда	1	1
398	лирического текста	1	1
399	дай мне	1	1
400	не вполне	1	1
401	этом так	1	1
402	позиция лирического	1	1
403	посрамляющий умершее	1	1
404	и со	1	1
405	к чаадаеву	1	1
406	не знают	3	1
407	в эпических	1	1
408	вовлечение адресата	1	1
409	предстает как	1	1
410	жизни повествователя	1	1
411	пребывания в	1	1
412	живого голоса	1	1
413	момент в	2	1
414	собой в	1	1
415	принципиально недопустимая	1	1
416	и на	5	1
417	как субъекта	1	1
418	в архитектуру	1	1
419	на их	1	1
420	столь же	3	1
421	время в	2	1
422	и служит	1	1
423	бы то	1	1
424	события в	1	1
425	роман и	1	1
426	тем как	1	1
427	и лирическое	1	1
428	во внешнем	1	1
429	непосредственного присутствия	1	1
430	как система	1	1
431	иных случаях	1	1
432	уникальным жизненным	1	1
433	такая картина	1	1
434	сила так	1	1
435	лирических текстах	1	1
436	это бывает	1	1
437	стихотворения в	1	1
438	глазами анекдота	1	1
439	легко может	2	1
440	художественного внимания	1	1
441	здесь также	1	1
442	для обозначения	1	1
443	фон романного	1	1
444	если в	1	1
445	с совершенно	1	1
446	в лирических	1	1
447	следующей фразой	1	1
448	обладать собственным	1	1
449	противоположность характеру	1	1
