N	2gram	Ircho_Kome_3	Narrotol
1	не только	5	31
2	но и	4	27
3	и не	21	23
4	при этом	7	19
5	может быть	6	15
6	в качестве	2	14
7	в частности	3	14
8	как и	3	13
9	а не	4	13
10	а в	7	13
11	в этом	8	12
12	только в	1	12
13	и в	22	11
14	состоит в	2	10
15	и его	6	10
16	такого рода	1	10
17	времени и	1	9
18	во времени	1	9
19	то что	4	9
20	то же	7	8
21	представляет собой	3	8
22	не может	3	8
23	в том	12	8
24	со стороны	11	8
25	но в	5	7
26	том что	13	7
27	если бы	8	7
28	у него	4	7
29	и он	2	6
30	в самом	9	6
31	не в	4	6
32	в этой	3	6
33	в себе	4	6
34	тому же	6	6
35	об этом	7	6
36	не мог	2	6
37	к тому	6	6
38	одного из	3	6
39	во втором	1	6
40	в его	8	6
41	как бы	3	6
42	один из	3	6
43	как раз	6	6
44	или в	1	6
45	а также	2	6
46	жизни и	1	6
47	и на	2	5
48	перед нами	1	5
49	так и	4	5
50	точки зрения	4	5
51	в своей	5	5
52	потому что	10	5
53	можно сказать	1	5
54	действующих лиц	1	5
55	в соответствии	1	5
56	столь же	3	5
57	то в	1	4
58	в первом	1	4
59	на себя	4	4
60	еще не	6	4
61	с его	3	4
62	но не	1	4
63	как в	2	4
64	все же	4	4
65	хотя и	5	4
66	из этих	1	4
67	в нем	3	4
68	в мире	2	4
69	из них	5	4
70	и тем	1	4
71	соответствии с	1	4
72	в одном	2	4
73	вплоть до	2	4
74	в то	6	4
75	не по	7	4
76	того чтобы	6	4
77	никогда не	3	4
78	в сознании	1	4
79	что на	1	4
80	к себе	5	4
81	в ней	4	4
82	что у	1	4
83	о том	8	4
84	же время	5	4
85	к нему	5	4
86	прежде всего	5	4
87	из наиболее	1	4
88	о чем	7	4
89	этом и	1	4
90	однако и	1	4
91	речь идет	5	3
92	самом деле	6	3
93	идет о	3	3
94	едва ли	7	3
95	всего лишь	2	3
96	мы имеем	1	3
97	мы не	2	3
98	а для	1	3
99	он сам	1	3
100	но как	1	3
101	в своем	8	3
102	и как	1	3
103	в целом	3	3
104	в нашем	1	3
105	он не	5	3
106	для того	6	3
107	подобно тому	1	3
108	и с	4	3
109	в глазах	8	3
110	это не	2	3
111	в слове	1	3
112	не всегда	1	3
113	еще раз	1	3
114	себя внимание	1	3
115	и ее	2	3
116	стало быть	1	3
117	тем не	3	3
118	их в	3	3
119	однако в	4	3
120	не менее	5	3
121	картины мира	1	3
122	о них	1	3
123	обращает на	1	3
124	этом отношении	2	3
125	и о	2	3
126	но при	2	3
127	когда в	1	3
128	сводится к	1	3
129	обращается к	3	3
130	его жизни	1	3
131	в конечном	2	3
132	между тем	2	3
133	что он	8	3
134	по отношению	5	3
135	может служить	1	3
136	представляют собой	2	3
137	в финале	1	3
138	при всей	2	3
139	не было	2	3
140	как это	5	3
141	тому как	1	3
142	исходя из	2	3
143	быть не	1	3
144	в начале	3	3
145	не является	4	3
146	и все	2	3
147	жизни а	1	3
148	первом случае	1	3
149	отношению к	3	3
150	что в	5	3
151	а о	2	2
152	тем же	3	2
153	в зависимости	1	2
154	иным как	1	2
155	ситуации в	3	2
156	и для	4	2
157	в сущности	2	2
158	ему в	1	2
159	зависимости от	1	2
160	между собой	4	2
161	в чем	1	2
162	для обозначения	2	2
163	если в	1	2
164	отличие от	2	2
165	в е	1	2
166	во сне	1	2
167	отнюдь не	4	2
168	если она	1	2
169	из уст	1	2
170	что касается	2	2
171	раз в	2	2
172	роль в	2	2
173	на то	3	2
174	не могла	3	2
175	в случае	1	2
176	и еще	3	2
177	человека в	2	2
178	не будет	2	2
179	а по	5	2
180	это было	1	2
181	для них	1	2
182	все равно	3	2
183	этого не	1	2
184	он и	2	2
185	в этих	1	2
186	в город	1	2
187	в отличие	1	2
188	сих пор	9	2
189	каким он	2	2
190	с тематическим	1	2
191	говорит с	1	2
192	обмен репликами	1	2
193	того кто	2	2
194	она не	2	2
195	в обоих	1	2
196	в детстве	1	2
197	не имеет	3	2
198	дело не	2	2
199	не могло	1	2
200	ничего не	3	2
201	и после	2	2
202	связи с	5	2
203	к жизни	1	2
204	ли не	2	2
205	же самое	3	2
206	как мы	2	2
207	свою очередь	6	2
208	здесь не	2	2
209	другой стороны	2	2
210	в пределах	2	2
211	особенно в	1	2
212	она была	2	2
213	с ним	5	2
214	ситуации и	1	2
215	то они	1	2
216	со словами	1	2
217	за пределами	2	2
218	никак не	1	2
219	до сих	9	2
220	с другой	4	2
221	нас в	1	2
222	и только	1	2
223	не сводится	1	2
224	чем он	1	2
225	не владеет	2	2
226	с появлением	1	2
227	дело с	3	2
228	он уже	1	2
229	всяком случае	3	2
230	который в	3	2
231	только на	1	2
232	ее из	1	2
233	до конца	4	2
234	его и	1	2
235	в конце	7	2
236	к ним	3	2
237	не о	3	2
238	друг друга	4	2
239	мы можем	3	2
240	где в	1	2
241	и даже	3	2
242	в области	2	2
243	о своей	1	2
244	в результате	2	2
245	на ее	3	2
246	после смерти	1	2
247	было и	1	2
248	и притом	1	2
249	что не	3	2
250	детей а	1	2
251	а на	2	2
252	что мы	2	2
253	если не	3	2
254	вместе с	9	2
255	к его	1	2
256	в присутствии	2	2
257	по своему	3	2
258	вот я	1	2
259	да и	1	2
260	в первой	1	2
261	человека который	2	2
262	о его	2	2
263	в связи	4	2
264	и от	1	2
265	хотя бы	4	2
266	только что	7	2
267	из деревни	1	2
268	жизни в	1	2
269	между ними	2	2
270	сказать что	1	2
271	в свою	7	2
272	все что	3	2
273	в таком	2	2
274	во всяком	3	2
275	и наиболее	1	1
276	как все	1	1
277	и т	4	1
278	одним из	2	1
279	чтобы не	1	1
280	не знаем	1	1
281	в следующем	1	1
282	пределах этой	1	1
283	а из	1	1
284	в стороне	1	1
