N	3gram	Tiupa_Narr_1	FransuaR
1	то же время	4	8
2	в то же	4	8
3	как и все	1	5
4	и в то	1	4
5	более или менее	1	3
6	в том числе	1	3
7	но и в	2	3
8	для того чтобы	3	3
9	с другой стороны	1	3
10	подобно тому как	3	3
11	один и тот	1	2
12	с точки зрения	1	2
13	том числе и	1	2
14	с одной стороны	1	2
15	и тот же	1	2
16	не только в	6	2
17	и т.п в	1	2
18	о том что	2	2
19	как мы видели	1	2
20	можно сказать что	2	1
21	и того же	1	1
22	как она есть	1	1
23	что каждый из	1	1
24	дело в том	2	1
25	хотя они и	1	1
26	что один из	1	1
27	то же самое	2	1
28	в этой двойной	1	1
29	и т.п и	2	1
30	что у нее	2	1
31	до сих пор	2	1
32	и не может	1	1
33	том случае если	1	1
34	до известной степени	1	1
35	в той же	1	1
36	в этом отношении	3	1
37	и то что	1	1
38	как будто он	1	1
39	есть на самом	1	1
40	однако он и	1	1
41	в том случае	1	1
42	же время они	1	1
43	они и не	2	1
44	одно и то	2	1
45	как раз в	2	1
46	и со стороны	1	1
47	к нему в	1	1
48	в самом начале	1	1
49	в данном случае	8	1
50	в первый раз	1	1
51	на этот раз	1	1
52	и то же	2	1
53	может быть и	1	1
54	в отличие от	2	1
55	а с другой	1	1
56	и как бы	1	1
57	к одному из	1	1
58	в связи с	2	1
59	как мы увидим	1	1
60	быть и не	1	1
61	то же слово	1	1
62	не может быть	4	1
63	мы уже знаем	1	1
64	мужем об этом	1	1
65	в свою очередь	2	1
66	к этому времени	1	1
67	и в конечном	1	1
68	в конечном счете	1	1
69	она есть на	1	1
70	мы не знаем	1	1
71	не только внешней	1	1
72	одного и того	1	1
73	на самом деле	1	1
74	что одно и	2	1
75	в соответствии с	4	1
76	в том что	5	1
77	к тому же	5	1
