N	3gram	Bakhtin_fo_2	Analitik
1	не может быть	1	16
2	в том что	3	9
3	в то же	4	8
4	в отличие от	1	6
5	значении этого слова	1	6
6	то же время	4	6
7	той или иной	1	6
8	с точки зрения	8	4
9	времени и пространстве	1	4
10	о том что	1	3
11	в той или	1	3
12	в том числе	3	3
13	и т п	11	3
14	для того чтобы	7	3
15	с одной стороны	1	3
16	и того же	1	2
17	то же самое	2	2
18	сами по себе	2	2
19	но и в	3	2
20	в этом отношении	2	2
21	же самое время	1	2
22	на каждом из	1	2
23	в данном случае	1	2
24	но в то	1	2
25	с другой стороны	1	2
26	в широком смысле	1	2
27	в этом ряду	2	2
28	одного и того	1	2
29	том что он	1	2
30	и в сущности	1	1
31	а отнюдь не	1	1
32	а вовсе не	1	1
33	равно как и	2	1
34	имеем в виду	3	1
35	как и во	1	1
36	также и в	1	1
37	точки зрения в	1	1
38	о том как	3	1
39	выходит за пределы	1	1
40	только в том	1	1
41	до сих пор	2	1
42	более того в	1	1
43	как мы увидим	1	1
44	и та же	2	1
45	по своему содержанию	1	1
46	с ним в	1	1
47	между тем как	1	1
48	том числе и	2	1
49	но и как	1	1
50	с этой точки	1	1
51	вместе с тем	1	1
52	только для того	1	1
53	в эпосе в	1	1
54	одно и то	1	1
55	не только в	5	1
56	на первый взгляд	1	1
57	в себе в	1	1
58	и то же	1	1
59	в свою очередь	1	1
60	и должно быть	2	1
61	и как бы	1	1
62	или иной форме	1	1
63	прежде всего в	2	1
64	одна и та	2	1
65	первой из них	1	1
66	его жизни с	1	1
67	этой точки зрения	1	1
68	во всех своих	1	1
69	а вместе с	1	1
70	по аналогии с	1	1
71	и вместе с	1	1
72	мы имеем в	2	1
73	в связи с	7	1
74	к тому что	1	1
75	всего может быть	1	1
76	друг с другом	4	1
77	всех этих актов	1	1
78	себя в них	1	1
79	для того и	1	1
80	как и в	1	1
81	принимают участие в	1	1
82	форма в которой	1	1
83	в том же	4	1
84	при взгляде на	1	1
