N	2gram	Potebnia_M_3	Myshleni
1	в том	32	42
2	том что	18	35
3	в процессе	1	27
4	таким образом	14	25
5	в этом	10	24
6	точки зрения	2	24
7	и в	30	20
8	что в	17	19
9	заключается в	1	18
10	то же	23	16
11	мышления в	1	16
12	не только	21	15
13	в понятиях	1	15
14	то что	18	15
15	что они	2	14
16	как мы	7	13
17	в их	2	12
18	при этом	3	12
19	может быть	28	12
20	с другой	7	12
21	потому что	46	12
22	с точки	1	11
23	в его	4	11
24	так же	3	11
25	этого слова	11	11
26	в целом	3	11
27	мы должны	4	11
28	и то	8	10
29	в истории	1	10
30	в себе	16	10
31	своего развития	1	10
32	того что	18	10
33	мы видим	2	10
34	только в	21	10
35	если мы	1	10
36	так как	13	10
37	того же	1	9
38	могли бы	1	9
39	и как	5	9
40	как и	10	9
41	понятия и	2	9
42	между тем	9	9
43	мы могли	1	9
44	что и	13	9
45	тот же	1	9
46	с одной	7	9
47	слова в	7	9
48	одной стороны	3	9
49	другой стороны	4	9
50	но и	19	9
51	и тем	5	8
52	было бы	9	8
53	тогда когда	9	8
54	и что	10	8
55	вместе с	12	8
56	и не	15	8
57	в результате	1	8
58	самом деле	2	7
59	собственном смысле	2	7
60	один и	1	7
61	в образовании	1	7
62	и тот	2	7
63	то увидим	1	7
64	в своей	2	7
65	значение слова	5	7
66	и более	1	7
67	тем самым	7	7
68	с другом	1	7
69	могут быть	3	7
70	же самое	1	7
71	того чтобы	3	7
72	в собственном	2	7
73	тем что	7	7
74	этом отношении	2	7
75	а не	15	7
76	что мы	8	7
77	смысле этого	7	7
78	как бы	3	7
79	друг с	1	7
80	в самом	8	6
81	той же	2	6
82	и на	3	6
83	тому же	1	6
84	одно и	5	6
85	те же	6	6
86	с тем	7	6
87	мы видели	4	6
88	к одному	5	6
89	на каждом	1	6
90	к тому	7	6
91	в силу	3	6
92	его в	3	6
93	что он	6	6
94	каждом шагу	1	6
95	уже в	5	6
96	развития в	2	6
97	и между	4	6
98	не может	6	6
99	слово в	4	6
100	сказать что	5	6
101	мы уже	2	5
102	как в	10	5
103	с этим	6	5
104	все же	2	5
105	перед нами	2	5
106	целый ряд	2	5
107	в действительности	5	5
108	увидим что	1	5
109	все эти	1	5
110	на то	2	5
111	одной и	4	5
112	образования понятия	1	5
113	это не	1	5
114	только не	2	5
115	и его	4	5
116	не является	1	5
117	так и	11	5
118	если бы	12	5
119	о том	2	5
120	мы можем	3	5
121	для того	4	5
122	слова и	5	5
123	что такое	2	5
124	же словом	3	4
125	тем же	4	4
126	этот предмет	2	4
127	в сущности	1	4
128	в своем	5	4
129	его к	2	4
130	как он	1	4
131	и с	2	4
132	мышление как	1	4
133	с этой	2	4
134	на первый	1	4
135	и при	4	4
136	и той	2	4
137	которые в	1	4
138	не в	15	4
139	тому что	3	4
140	что с	2	4
141	понятия мы	2	4
142	представляется нам	1	4
143	сходство с	1	4
144	что оно	11	4
145	на том	1	4
146	по мере	4	4
147	с нашей	1	4
148	словом и	5	4
149	только что	8	4
150	в сознании	15	4
151	из них	6	4
152	друг друга	3	4
153	образом что	1	4
154	ребенка в	1	4
155	в области	2	4
156	в речи	2	4
157	по своему	2	4
158	в смысле	4	4
159	для нас	20	4
160	между ними	1	4
161	указывают на	1	4
162	к этому	3	4
163	во всяком	1	4
164	на деле	5	3
165	с таким	2	3
166	приходит к	1	3
167	в виду	1	3
168	столь же	4	3
169	со словами	1	3
170	в чем	3	3
171	понятий но	1	3
172	а только	3	3
173	себе и	1	3
174	в настоящем	1	3
175	когда он	1	3
176	но в	1	3
177	в которой	3	3
178	в этой	2	3
179	на его	2	3
180	это значение	1	3
181	что все	3	3
182	в совершенно	1	3
183	на все	2	3
184	знает что	1	3
185	ни в	2	3
186	в один	4	3
187	в этих	1	3
188	одним и	3	3
189	ребенком в	1	3
190	важную роль	1	3
191	слова к	1	3
192	не менее	5	3
193	что эта	2	3
194	во всем	1	3
195	связи с	2	3
196	не могут	5	3
197	и понятие	1	3
198	ничего общего	2	3
199	и когда	1	3
200	представлений и	1	3
201	должно быть	5	3
202	составные части	1	3
203	развития и	1	3
204	развития как	1	3
205	различие в	1	3
206	которые мы	1	3
207	один из	4	3
208	одной из	2	3
209	но не	7	3
210	в какой	2	3
211	себя в	1	3
212	так что	7	3
213	слова не	2	3
214	не означает	1	3
215	но что	2	3
216	от того	8	3
217	со стороны	3	3
218	нас в	1	3
219	на этот	1	3
220	именно в	3	3
221	значении слова	1	3
222	же слово	2	3
223	самое слово	2	3
224	мышления а	1	3
225	формы и	1	3
226	и от	4	3
227	не подлежит	2	3
228	к одной	3	3
229	бы в	2	3
230	по одному	1	3
231	в виде	2	3
232	точно так	12	3
233	на предмет	2	2
234	ли мы	1	2
235	говоря о	4	2
236	одним из	1	2
237	что слово	7	2
238	свое место	2	2
239	что эти	1	2
240	должна быть	1	2
241	едва ли	1	2
242	что если	1	2
243	со словом	4	2
244	происходит по	1	2
245	что уже	2	2
246	место в	3	2
247	исследования в	1	2
248	указывая на	1	2
249	между этими	1	2
250	в ней	8	2
251	он говорит	2	2
252	находит в	2	2
253	отличие от	1	2
254	которые не	1	2
255	по которому	5	2
256	стороны и	1	2
257	в мысли	2	2
258	из этих	9	2
259	во многих	1	2
260	и отношения	1	2
261	не есть	17	2
262	в наших	1	2
263	как оно	1	2
264	в нем	9	2
265	что всякое	1	2
266	именно то	2	2
267	слова необходимо	1	2
268	и понятий	1	2
269	том чтобы	2	2
270	свое время	1	2
271	мысли как	3	2
272	но вместе	4	2
273	из него	2	2
274	подобно тому	2	2
275	в каждом	3	2
276	здесь мы	1	2
277	мы его	1	2
278	входит в	2	2
279	может стать	2	2
280	понятиям в	1	2
281	далеко не	4	2
282	в слове	32	2
283	оно имеет	3	2
284	и тогда	3	2
285	нисколько не	1	2
286	таким же	1	2
287	целом и	1	2
288	мы называем	1	2
289	мысли и	2	2
290	в памяти	1	2
291	их в	2	2
292	том же	2	2
293	что этот	1	2
294	что те	1	2
295	не имеет	6	2
296	на котором	2	2
297	того как	4	2
298	или понятие	1	2
299	слово и	3	2
300	под этим	1	2
301	находятся в	1	2
302	речи не	1	2
303	в противоречие	1	2
304	это слово	4	2
305	уже и	1	2
306	что на	1	2
307	когда мы	2	2
308	отличается от	1	2
309	указывает на	6	2
310	он видит	1	2
311	что при	3	2
312	и он	1	2
313	и это	4	2
314	и которая	1	2
315	свою очередь	3	2
316	здесь не	1	2
317	указывать на	2	2
318	данном случае	1	2
319	представления и	3	2
320	никак не	3	2
321	ясно что	1	2
322	еще не	5	2
323	понятно что	1	2
324	даны в	1	2
325	и здесь	1	2
326	и т.д	1	2
327	другими словами	1	2
328	понятие и	1	2
329	к другой	3	2
330	связь между	2	2
331	к нему	3	2
332	когда оно	1	2
333	на одном	1	2
334	в языке	7	2
335	в другой	1	2
336	вслед за	3	2
337	языка мы	2	2
338	они обозначают	1	2
339	значит что	1	2
340	для ребенка	2	2
341	что здесь	1	2
342	как из	1	2
343	этих признаков	2	2
344	признаков которые	1	2
345	предметов что	1	2
346	образов и	2	2
347	которое мы	2	2
348	но как	2	2
349	от одной	2	2
350	к мысли	3	2
351	для него	9	2
352	представить себе	3	2
353	иначе как	1	2
354	тогда как	2	2
355	признаков и	3	2
356	у него	2	2
357	шагу в	1	2
358	только на	3	2
359	в каком	5	2
360	а с	2	2
361	показывает что	2	2
362	прежде всего	3	2
363	бы назвать	1	2
364	также с	1	2
365	понятие о	2	2
366	нашей точки	1	2
367	с которым	1	2
368	под влиянием	1	2
369	на слово	2	2
370	если не	4	2
371	в данном	1	2
372	что это	4	2
373	тому как	5	2
374	самого себя	3	2
375	а потом	1	2
376	языке и	1	2
377	это значит	1	2
378	том смысле	3	2
379	более сложных	1	2
380	даже в	2	2
381	в начале	3	2
382	для развития	2	2
383	из ряда	1	2
384	невозможно без	2	2
385	от той	1	2
386	том виде	1	2
387	которая в	1	2
388	и которое	1	2
389	в одинаковой	1	2
390	и т.п	1	2
391	а в	12	2
392	нам не	1	2
393	в свою	3	2
394	не знает	3	2
395	возможным только	1	2
396	в свое	2	2
397	это в	2	2
398	в таком	3	2
399	и наиболее	1	1
400	своей совокупности	1	1
401	что настоящее	1	1
402	в силе	1	1
403	слова которые	1	1
404	например в	6	1
405	в сфере	1	1
406	человека и	5	1
407	переходит к	1	1
408	себе этот	2	1
409	столько же	1	1
410	взрослый человек	1	1
411	на самом	1	1
412	он может	1	1
413	тех же	1	1
414	ряду предметов	1	1
415	силу не	1	1
416	понятий слово	1	1
417	в приведенном	2	1
418	и есть	3	1
419	явления и	1	1
420	отношения между	1	1
421	старались показать	1	1
422	оно было	1	1
423	во-первых потому	1	1
424	научного анализа	1	1
425	и должен	1	1
426	уже по	1	1
427	его не	1	1
428	а как	2	1
429	который в	1	1
430	понимать самого	2	1
431	предмета в	2	1
432	нуждаются в	1	1
433	мы не	9	1
434	понятия но	1	1
435	сознания говорящего	1	1
436	что между	1	1
437	которую мы	1	1
438	между его	2	1
439	та же	2	1
440	собаки и	1	1
441	образами в	1	1
442	вопрос о	1	1
443	его только	2	1
444	из сказанного	2	1
445	время как	1	1
446	говорить о	3	1
447	оно вообще	1	1
448	оно есть	3	1
449	ему в	2	1
450	группы и	1	1
451	и со	1	1
452	же что	6	1
453	произведение и	1	1
454	его представления	1	1
455	быть в	1	1
456	бы то	1	1
457	во всех	1	1
458	мысль что	1	1
459	именно тем	1	1
460	справедливым и	1	1
461	не исчерпываются	1	1
462	признаков но	1	1
463	совсем не	1	1
464	самым мы	1	1
465	то он	2	1
466	не то	3	1
467	не входит	1	1
468	только тогда	9	1
469	не все	4	1
470	если в	1	1
471	по отношению	5	1
472	мы назвали	2	1
473	друг от	1	1
474	и мыслью	1	1
475	средство понимать	4	1
476	из сосуда	1	1
477	относится к	4	1
478	и я	1	1
479	что хотя	2	1
480	так называемом	1	1
481	независимо от	5	1
482	общего с	1	1
483	что именно	4	1
484	совершенно другой	1	1
485	что первое	2	1
486	что касается	1	1
487	не сливается	1	1
488	может получить	1	1
489	с понятием	2	1
490	представление и	4	1
491	имеет в	1	1
492	следует сказать	1	1
493	может открыть	1	1
494	то в	1	1
495	но эта	1	1
496	словом не	1	1
497	случае они	1	1
498	в простом	3	1
499	бы не	4	1
500	к самому	1	1
501	при понимании	4	1
502	что к	1	1
503	отношение между	1	1
504	только один	2	1
505	но на	1	1
506	так сказать	2	1
507	что одна	1	1
508	в первых	1	1
509	ряд слов	1	1
510	он не	4	1
511	это третье	1	1
512	стороны нет	1	1
513	одно целое	1	1
514	при виде	1	1
515	себе не	4	1
516	он должен	1	1
517	действительности и	3	1
518	как увидим	1	1
519	переходит от	1	1
520	слова которое	1	1
521	принадлежащих к	1	1
522	в понятии	2	1
523	что одно	1	1
524	где каждая	1	1
525	тот способ	1	1
526	и по	4	1
527	прежде чем	2	1
528	заключает в	5	1
529	что она	3	1
530	но все	2	1
531	общего и	1	1
532	повторяет в	1	1
533	часть его	2	1
534	тем в	1	1
535	главным образом	1	1
536	и может	3	1
537	нам остается	1	1
538	том случае	1	1
539	слова или	1	1
540	с другими	5	1
541	подлежит сомнению	1	1
542	его личности	1	1
543	мы на	1	1
544	то все	1	1
545	и свойств	1	1
546	в сложном	1	1
547	должен был	1	1
548	связанным с	1	1
549	слов на	1	1
550	отношение слова	1	1
551	совокупность этих	1	1
552	оно существует	1	1
553	не всегда	2	1
554	которой он	1	1
555	одна и	1	1
556	нигде не	1	1
557	их логическое	1	1
558	и было	1	1
559	это нечто	1	1
560	что должно	2	1
561	звуком и	3	1
562	ребенку и	1	1
563	мы как	1	1
564	нужно чтобы	1	1
565	мыслью о	1	1
566	нас не	1	1
567	в такой	1	1
568	этих групп	1	1
569	то для	2	1
570	чем более	1	1
571	не столько	2	1
572	слова при	3	1
573	и понятия	3	1
574	не как	2	1
575	в которых	2	1
576	знаем что	1	1
577	бы мы	2	1
578	от его	1	1
579	всякий раз	1	1
580	в животном	3	1
581	вообще но	1	1
582	в одном	2	1
583	выше мы	2	1
584	образом и	3	1
585	но он	1	1
586	своих признаков	1	1
587	тем не	3	1
588	и ребенка	1	1
589	есть еще	3	1
590	имеет свою	1	1
591	и наоборот	4	1
592	относилось к	1	1
593	о значении	1	1
594	и таким	1	1
595	по себе	16	1
596	в известные	1	1
597	раз и	1	1
598	что есть	2	1
599	в таких	1	1
600	с которой	1	1
601	слово к	1	1
602	и другое	1	1
603	между звуком	1	1
604	в то	10	1
605	скажем ли	1	1
606	как о	2	1
607	остальных признаков	1	1
608	и притом	2	1
609	много общего	1	1
610	на него	3	1
611	с и	3	1
612	когда они	1	1
613	для целой	1	1
614	значение этого	1	1
615	первое слово	2	1
616	нам известно	1	1
617	на язык	1	1
618	приведенном выше	1	1
619	ничего не	1	1
620	в разных	2	1
621	больше чем	1	1
622	это то	1	1
623	есть такой	1	1
624	и относится	1	1
625	и после	2	1
626	ним но	1	1
627	так например	2	1
628	развития своего	1	1
629	здесь же	1	1
630	что самые	1	1
631	до того	4	1
632	что нельзя	1	1
633	ясно выступает	1	1
634	или лучше	2	1
635	содержания как	1	1
636	слова является	1	1
637	формы слова	3	1
638	становится для	1	1
639	уже о	1	1
640	и именно	1	1
641	встречается в	1	1
642	относиться к	1	1
643	говорящего и	3	1
644	особенностей которые	1	1
645	и другим	1	1
646	его с	2	1
647	как для	1	1
648	в поле	1	1
649	анализа в	1	1
650	слова с	3	1
651	предмета к	1	1
652	говоря словами	1	1
653	принять за	1	1
654	для себя	3	1
655	не станем	1	1
656	можем назвать	1	1
657	и самое	2	1
658	со значением	2	1
659	а предмет	1	1
660	значения и	1	1
661	от друга	1	1
662	происходит и	1	1
663	такое что	1	1
664	говоря уже	1	1
665	и та	2	1
666	без всякого	1	1
667	наших слов	1	1
668	относимых к	1	1
669	то время	4	1
670	слова нельзя	1	1
671	только относительно	1	1
672	только то	1	1
673	с самого	1	1
