N	4gram	Bakhtin_Pr_1	slovoVRo
1	в то же время	9	12
2	и в то же	2	5
3	но в то же	5	4
4	в большей или меньшей	1	3
5	большей или меньшей степени	1	3
6	из одного в другой	1	2
7	в то время как	1	2
8	является лишь одним из	2	1
9	мы имеем в виду	1	1
10	в истории европейского романа	1	1
11	то же время и	1	1
12	бы то ни было	1	1
13	как бы ни были	1	1
14	на мир и на	2	1
15	и в авторской речи	1	1
16	дело в том что	1	1
17	во всех сферах идеологической	1	1
18	она не входит в	1	1
19	переходил из одного в	1	1
20	но с другой стороны	2	1
21	всех сферах идеологической жизни	1	1
22	в неразрывной связи с	1	1
23	не значит конечно что	2	1
24	точка зрения на мир	2	1
25	в одной плоскости с	3	1
26	и не могут быть	1	1
27	мир и на события	1	1
28	бы оно ни было	1	1
29	с точки зрения которого	1	1
30	это не значит конечно	2	1
31	как и у него	1	1
32	можно прямо сказать что	1	1
33	лежит в одной плоскости	1	1
34	зрения на мир и	1	1
