N	2gram	Bakhtin_Fr_3	Vladivir
1	и в	40	31
2	в году	5	30
3	не только	13	24
4	но и	11	19
5	то что	5	18
6	и не	13	17
7	и даже	4	15
8	у него	8	15
9	в этом	15	14
10	том что	4	14
11	и с	8	14
12	он был	3	14
13	что в	12	14
14	там же	1	13
15	но в	8	12
16	в его	13	12
17	что он	2	12
18	с его	3	11
19	о том	4	11
20	в том	8	11
21	потому что	2	11
22	также и	4	10
23	он не	9	10
24	так что	1	10
25	как мы	10	9
26	никогда не	1	9
27	в конце	3	9
28	только в	3	9
29	даже и	2	9
30	в течение	2	9
31	а в	3	9
32	и по	1	8
33	в то	6	8
34	в дальнейшем	2	8
35	так как	4	8
36	тут же	2	7
37	кроме того	3	7
38	мы уже	13	7
39	как это	1	7
40	и его	17	7
41	для него	5	7
42	об этом	3	7
43	о нем	3	7
44	в эти	2	7
45	уже в	2	7
46	как раз	5	7
47	еще и	2	7
48	сказать что	3	7
49	того же	2	6
50	то же	7	6
51	и был	2	6
52	то он	1	6
53	и к	3	6
54	свое время	1	6
55	это было	1	6
56	он и	7	6
57	в котором	2	6
58	у нас	4	6
59	и сам	2	6
60	так и	3	6
61	и что	1	6
62	можно сказать	2	6
63	в качестве	1	6
64	может быть	9	6
65	и потому	4	6
66	не может	3	6
67	к этому	6	6
68	не был	2	5
69	но как	2	5
70	когда он	1	5
71	и если	2	5
72	не в	1	5
73	что и	3	5
74	вовсе не	12	5
75	но он	2	5
76	не было	5	5
77	все это	4	5
78	видно что	4	5
79	и от	3	5
80	а также	4	5
81	с ним	1	5
82	в свое	1	5
83	жизни и	4	5
84	в своих	5	5
85	из его	1	4
86	в этой	3	4
87	в истории	4	4
88	в своем	7	4
89	и как	3	4
90	говорит что	1	4
91	в этот	2	4
92	в которой	2	4
93	в нашем	4	4
94	в себе	3	4
95	как он	2	4
96	в нем	5	4
97	главным образом	1	4
98	как и	11	4
99	несмотря на	1	4
100	ни с	1	4
101	еще в	3	4
102	в своей	6	4
103	мысли и	1	4
104	и вообще	1	4
105	не раз	2	4
106	дело в	2	4
107	можно судить	1	4
108	же время	6	4
109	во всем	3	4
110	да и	1	4
111	никак не	3	4
112	к нему	2	4
113	по своей	1	4
114	один из	4	4
115	и у	2	4
116	в особенности	5	4
117	после смерти	1	4
118	что для	2	4
119	и все	9	4
120	и особенно	1	4
121	м с	1	4
122	такого рода	3	4
123	с в	2	3
124	и он	1	3
125	и на	8	3
126	но не	2	3
127	в в	1	3
128	в общем	1	3
129	отношение к	8	3
130	что они	1	3
131	отнюдь не	1	3
132	как в	3	3
133	все же	2	3
134	со своей	1	3
135	в целом	2	3
136	он в	2	3
137	все эти	8	3
138	но на	1	3
139	платона и	2	3
140	и вот	2	3
141	на его	2	3
142	это конечно	1	3
143	здесь мы	2	3
144	то есть	18	3
145	во время	8	3
146	но это	3	3
147	т ii	1	3
148	что этот	1	3
149	и очень	2	3
150	раз и	1	3
151	в отношении	1	3
152	и притом	1	3
153	но только	1	3
154	ничего не	1	3
155	вот что	1	3
156	таким образом	10	3
157	время он	1	3
158	здесь не	3	3
159	жизнь и	1	3
160	свидетельствует о	2	3
161	и здесь	4	3
162	это была	1	3
163	мы увидим	2	3
164	и так	2	3
165	только на	4	3
166	в виде	1	3
167	марта года	1	3
168	с этими	1	3
169	но что	1	3
170	и из	1	3
171	с другой	2	3
172	только к	1	3
173	под влиянием	1	3
174	в связи	5	3
175	вместе с	3	3
176	настоящей работы	1	3
177	к своему	1	3
178	в начале	3	3
179	другой стороны	1	3
180	но этот	1	3
181	и т	1	2
182	одним из	2	2
183	это и	2	2
184	и до	8	2
