N	2gram	Propp_Isto_4	PoTuStor
1	может быть	14	17
2	и в	26	16
3	и пр	11	12
4	в этом	7	9
5	таким образом	10	9
6	и только	5	9
7	мы можем	6	9
8	прежде всего	1	9
9	и с	5	8
10	точки зрения	1	8
11	и его	10	8
12	не может	6	8
13	не только	15	7
14	сказать что	2	7
15	конечно не	2	6
16	при этом	3	6
17	и это	1	6
18	к отцу	1	6
19	и к	1	6
20	еще не	6	5
21	в чем	1	5
22	отношение к	2	5
23	все эти	3	5
24	ни в	2	5
25	в него	1	5
26	как бы	3	5
27	и на	2	4
28	и наконец	1	4
29	но в	5	4
30	в этой	2	4
31	в нем	2	4
32	и может	1	4
33	его в	9	4
34	все это	2	4
35	как мы	5	4
36	с ее	1	4
37	так и	10	4
38	но мы	3	4
39	можно сказать	1	4
40	в его	5	4
41	с ними	5	4
42	только в	3	4
43	и их	2	4
44	так как	9	4
45	и даже	4	4
46	но и	12	4
47	и не	9	4
48	и все	2	4
49	хотя бы	2	4
50	все что	4	4
51	тех же	2	3
52	во всех	1	3
53	и есть	2	3
54	и как	5	3
55	и вот	2	3
56	их в	7	3
57	на этом	2	3
58	на этой	1	3
59	том что	3	3
60	во время	7	3
61	сих пор	5	3
62	в одном	5	3
63	в основе	1	3
64	до сих	5	3
65	к себе	3	3
66	те же	3	3
67	по сравнению	3	3
68	и она	1	3
69	в том	3	3
70	в большинстве	1	3
71	только на	1	3
72	большинстве случаев	1	3
73	мы знаем	8	3
74	в области	2	3
75	и др	5	3
76	вместе с	6	3
77	как это	3	3
78	сравнению с	3	3
79	могут быть	6	3
80	матери и	1	3
81	в основном	1	3
82	что в	14	3
83	в этих	7	3
84	а в	8	3
85	то что	16	3
86	между ними	3	3
87	только как	1	3
88	жизни и	1	3
89	же как	13	2
90	мы уже	5	2
91	мы не	1	2
92	на них	1	2
93	между собой	1	2
94	из этих	3	2
95	но как	1	2
96	друг на	1	2
97	с этим	2	2
98	в этот	4	2
99	что это	2	2
100	вообще не	1	2
101	он не	7	2
102	и по	5	2
103	то же	8	2
104	связанные с	3	2
105	связанных с	2	2
106	и мы	1	2
107	было бы	2	2
108	по всему	1	2
109	в них	1	2
110	как и	7	2
111	потому и	1	2
112	в своей	4	2
113	почти не	1	2
114	знаем что	7	2
115	находится на	1	2
116	не менее	2	2
117	никогда не	2	2
118	на два	1	2
119	здесь же	1	2
120	что на	2	2
121	не могут	2	2
122	на границе	1	2
123	как не	1	2
124	на основе	1	2
125	и этим	2	2
126	в пределах	1	2
127	как с	1	2
128	для этого	1	2
129	с ним	1	2
130	о том	4	2
131	другими словами	2	2
132	для нас	3	2
133	путь к	1	2
134	что и	9	2
135	один из	1	2
136	мы видим	6	2
137	что он	10	2
138	и действительно	3	2
139	и так	1	2
140	есть в	2	2
141	не можем	1	2
142	если мы	1	2
143	в начале	1	2
144	и других	3	2
145	цели и	1	2
146	к ним	2	2
147	при всей	1	2
148	у него	5	2
149	момент в	1	2
150	что не	1	2
151	а на	4	2
152	на друга	1	2
153	не на	3	2
154	в развитии	1	2
155	что мы	3	2
156	с помощью	2	2
157	в частности	2	2
158	так же	18	2
159	в мир	1	2
160	с этой	2	2
161	но это	3	2
162	в голову	1	2
163	не удается	1	2
164	не есть	2	2
165	не знает	1	2
166	есть и	2	2
167	к этому	5	2
168	они не	1	2
169	говоря о	1	1
170	мы здесь	2	1
171	и то	6	1
172	он может	2	1
173	дело обстоит	1	1
174	это и	5	1
175	полагают что	1	1
176	смерть в	1	1
177	что эти	1	1
178	не имеют	1	1
179	века в	1	1
180	и могут	1	1
181	полагает что	1	1
182	мы имеем	7	1
183	что между	1	1
184	что если	1	1
185	вопрос о	4	1
186	совершенно так	6	1
187	пока только	2	1
188	выходит из	1	1
189	так чтобы	1	1
190	взял его	1	1
191	но даже	1	1
192	не совсем	1	1
193	зависимости от	1	1
194	живое существо	2	1
195	в ней	1	1
196	было до	1	1
197	и самого	1	1
198	он был	1	1
199	же знакомых	1	1
200	иное как	3	1
201	думая что	1	1
202	здесь имеем	1	1
203	их так	1	1
204	чем это	1	1
205	но не	5	1
206	и три	1	1
207	роль их	1	1
208	вступают в	2	1
209	иногда и	2	1
210	право на	2	1
211	что они	6	1
212	словами на	1	1
213	в центре	1	1
214	в особом	1	1
215	общего с	1	1
216	дает нам	4	1
217	все же	9	1
218	однако не	1	1
219	всей этой	1	1
220	хотя и	2	1
221	когда он	6	1
222	что по	1	1
223	был связан	1	1
224	его к	3	1
225	это просто	1	1
226	увидим что	2	1
227	есть ли	1	1
228	к чему	1	1
229	уже не	5	1
230	та же	1	1
231	привести к	1	1
232	на некоторых	2	1
233	значение так	1	1
234	видим и	1	1
235	как он	6	1
236	имеем в	2	1
237	по мнению	1	1
238	на его	3	1
239	что она	3	1
240	не следует	1	1
241	что было	1	1
242	главным образом	2	1
243	объясняется его	1	1
244	по-видимому в	1	1
245	и социальной	1	1
246	есть та	1	1
247	именно и	1	1
248	образом и	1	1
249	в мифах	2	1
250	и связанные	1	1
251	но вместе	1	1
252	человеческое сознание	1	1
253	из него	1	1
254	подобно тому	1	1
255	человека в	1	1
256	по его	2	1
257	той же	1	1
258	по смыслу	1	1
259	на все	1	1
260	лишь в	2	1
261	по женской	1	1
262	или наконец	1	1
263	может стать	1	1
264	уже знаем	1	1
265	форму и	1	1
266	в свой	2	1
267	его состав	1	1
268	еще одно	1	1
269	мы считаем	2	1
270	поздно в	1	1
271	он является	1	1
272	служит в	1	1
273	в самую	2	1
274	с тем	2	1
275	б не	1	1
276	действительно не	1	1
277	но если	1	1
278	от своего	3	1
279	что есть	2	1
280	свой смысл	1	1
281	что я	2	1
282	происхождения из	1	1
283	но эта	4	1
284	выше мы	2	1
285	не будем	1	1
286	друг другу	1	1
287	однако в	2	1
288	можно указать	2	1
289	в эпоху	1	1
290	тогда когда	1	1
291	одна из	2	1
292	каждый день	1	1
293	что иное	3	1
294	не имеет	3	1
295	это мы	2	1
296	не лучше	1	1
297	ничего не	5	1
298	и вместо	1	1
299	быть речи	1	1
300	этих двух	1	1
301	помощи и	1	1
302	они являются	1	1
303	очень мало	1	1
304	в русском	1	1
305	что жизнь	1	1
306	во всем	3	1
307	к этим	2	1
308	связи с	3	1
309	более позднее	4	1
310	в виду	1	1
311	им а	1	1
312	отец не	1	1
313	и делает	1	1
314	мы и	1	1
315	от того	2	1
316	в образах	1	1
317	у меня	1	1
318	его за	1	1
319	же самое	2	1
320	должны быть	1	1
321	к тому	1	1
322	для его	1	1
323	что при	1	1
324	на это	2	1
325	она не	3	1
326	сыном в	1	1
327	ничего общего	1	1
328	и стали	2	1
329	говорит и	1	1
330	на другой	1	1
331	данном случае	3	1
332	только при	1	1
333	но во-первых	1	1
