N	4gram	Tiupa_Anal_1	Dialekti
1	не что иное как	4	8
2	в то же время	6	6
3	есть не что иное	3	5
4	одной и той же	1	3
5	не говоря уже о	1	3
6	с этой точки зрения	1	2
7	ни в коем случае	2	2
8	в коем случае не	2	2
9	коем случае не есть	1	2
10	но в то же	2	2
11	другой такой же точно	1	1
12	оригинальна не было и	1	1
13	никогда другой такой же	1	1
14	есть нечто остающееся совершенно	1	1
15	совершенно неизменным в течение	1	1
16	слово о личности слово	1	1
17	личности слово принадлежащее личности	1	1
18	о личности слово принадлежащее	1	1
19	и не может быть	4	1
20	не было и не	1	1
21	слово принадлежащее личности выражающее	1	1
22	есть слово о личности	1	1
23	неизменным в течение всего	1	1
24	и не в том	1	1
25	принадлежащее личности выражающее и	1	1
26	лишь в том случае	1	1
27	остающееся совершенно неизменным в	1	1
28	личности выражающее и выявляющее	1	1
29	исходя из того что	2	1
30	в том случае если	1	1
31	было и не будет	1	1
32	на самом же деле	1	1
33	не будет никогда другой	1	1
34	она есть нечто остающееся	1	1
35	абсолютно самородна оригинальна не	1	1
36	и не будет никогда	1	1
37	одна и та же	1	1
38	будет никогда другой такой	1	1
39	самородна оригинальна не было	1	1
40	оно и не может	1	1
41	такой же точно личности	1	1
42	нечто остающееся совершенно неизменным	1	1
43	в течение всего своего	1	1
44	выражающее и выявляющее личность	1	1
45	течение всего своего изменения	1	1
