N	2gram	Bakhtin_Pr_1	Hudozhes
1	том что	7	16
2	и в	29	14
3	так и	7	13
4	не только	15	12
5	при этом	2	12
6	о том	1	12
7	в том	8	12
8	а не	22	12
9	и т	4	11
10	в себе	7	11
11	в этом	22	11
12	прежде всего	7	11
13	в своей	8	10
14	для него	18	10
15	то же	14	9
16	как и	12	9
17	что он	8	9
18	в качестве	1	9
19	у него	5	9
20	по отношению	8	8
21	в этой	4	8
22	как в	6	8
23	то что	15	8
24	т п	3	8
25	же время	9	8
26	ничего не	5	8
27	в его	24	8
28	между тем	5	8
29	отношению к	8	8
30	в то	10	8
31	еще не	5	7
32	тогда как	1	7
33	это не	9	7
34	своего рода	1	7
35	не в	7	7
36	личности в	4	7
37	к тому	1	7
38	уже не	13	7
39	именно в	5	7
40	не может	12	7
41	как бы	19	7
42	а в	7	7
43	в первой	2	6
44	человека в	4	6
45	было бы	5	6
46	никогда не	3	6
47	что в	8	6
48	самом деле	6	5
49	с его	9	5
50	перед нами	5	5
51	но в	7	5
52	об этом	1	5
53	ни в	3	5
54	точки зрения	19	5
55	и его	14	5
56	потому что	8	5
57	к себе	2	5
58	и он	1	5
59	можно было	2	5
60	во второй	1	5
61	только в	10	5
62	друг друга	3	5
63	может быть	24	5
64	но и	14	5
65	в частности	1	5
66	в аспекте	1	5
67	героя и	10	5
68	жизни и	2	5
69	к другому	2	4
70	мы уже	2	4
71	и о	5	4
72	в ней	2	4
73	а только	1	4
74	в своем	8	4
75	и к	2	4
76	в действительности	1	4
77	то в	1	4
78	в самом	10	4
79	та же	1	4
80	что она	6	4
81	он не	5	4
82	и с	4	4
83	несмотря на	6	4
84	тому что	3	4
85	с ним	5	4
86	она не	7	4
87	в русской	1	4
88	связи с	2	4
89	как будто	3	4
90	в духе	3	4
91	и это	5	4
92	можно сказать	1	4
93	того что	1	4
94	один из	2	4
95	и быть	1	4
96	себя в	1	4
97	из них	1	4
98	в конце	6	4
99	как раз	6	4
100	не было	4	4
101	и все	1	4
102	бытия и	1	4
103	только что	1	4
104	т е	21	4
105	и от	2	4
106	по преимуществу	2	3
107	с точки	13	3
108	едва ли	1	3
109	на тех	1	3
110	в мире	6	3
111	и на	7	3
112	видения жизни	1	3
113	в ее	1	3
114	идет о	4	3
115	как к	3	3
116	все же	9	3
117	но он	2	3
118	в нем	19	3
119	т д	1	3
120	авторского видения	1	3
121	в творческом	1	3
122	и по	1	3
123	на этом	1	3
124	лишь в	1	3
125	его в	6	3
126	с этим	2	3
127	даже в	4	3
128	в своих	3	3
129	ничем не	1	3
130	такой же	1	3
131	все эти	9	3
132	себе самому	3	3
133	та или	1	3
134	или иная	1	3
135	тем что	4	3
136	этом отношении	3	3
137	для себя	2	3
138	как мы	4	3
139	того чтобы	1	3
140	в пределах	13	3
141	приводит к	3	3
142	и когда	1	3
143	что у	1	3
144	если бы	9	3
145	о нем	9	3
146	это в	1	3
147	романа в	3	3
148	же в	2	3
149	в литературе	4	3
150	но не	9	3
151	будто бы	1	3
152	как его	1	3
153	и даже	2	3
154	со стороны	1	3
155	превращается в	4	3
156	то и	2	3
157	художественного построения	3	3
158	в творчестве	5	3
159	такого рода	1	3
160	своего времени	2	3
161	и для	4	3
162	может и	1	3
163	в таком	1	3
164	к этой	1	3
165	например в	3	2
166	же как	1	2
167	личность же	1	2
168	на самом	5	2
169	сознания героя	1	2
170	в их	3	2
171	той же	5	2
172	для своего	2	2
173	мы не	1	2
174	вопрос о	2	2
175	не была	1	2
176	жизни как	1	2
177	героев в	3	2
178	к своему	1	2
179	которых может	1	2
180	но как	3	2
181	для других	2	2
182	к творчеству	1	2
183	себе и	3	2
184	в произведениях	3	2
185	в одной	6	2
186	в рамках	1	2
187	не согласиться	1	2
188	в художественном	3	2
189	как нам	1	2
190	хотя и	1	2
191	к художественному	1	2
192	лежит на	1	2
193	в литературном	1	2
194	в целом	6	2
195	как он	1	2
196	так сказать	4	2
197	на его	2	2
198	не следует	1	2
199	однако в	2	2
200	же касается	1	2
201	в другом	1	2
202	а его	2	2
203	того или	1	2
204	его личности	1	2
205	приходит в	1	2
206	по себе	8	2
207	его героев	6	2
208	авторской позиции	1	2
209	одной из	1	2
210	все равно	1	2
211	впервые в	1	2
212	должно быть	4	2
