N	3gram	Vygotskiy__1	Psycholo
1	в самом деле	2	18
2	на то что	3	12
3	в том что	15	11
4	с точки зрения	18	9
5	то же самое	3	8
6	для того чтобы	15	8
7	в сущности говоря	2	7
8	все то что	1	6
9	заключается в том	6	6
10	с самого начала	8	6
11	до сих пор	4	5
12	с одной стороны	8	5
13	с другой стороны	9	5
14	о которых мы	1	5
15	и т д	1	4
16	и в этом	1	3
17	мы могли бы	5	3
18	как если бы	2	3
19	и то что	1	3
20	указывает на то	2	3
21	о том что	6	3
22	речь идет о	2	3
23	которых мы говорили	1	2
24	в какой мере	2	2
25	самом деле стоит	1	2
26	на самом деле	1	2
27	должен был бы	1	2
28	как мы увидим	1	2
29	только то что	1	2
30	то что в	1	2
31	и все прочие	1	2
32	вместе с тем	5	2
33	указал на то	1	2
34	что в этой	1	2
35	одно и то	2	2
36	то время как	4	2
37	в данном случае	2	2
38	смысле этого слова	3	2
39	ничего не может	2	2
40	между тем в	1	2
41	и как бы	1	2
42	все больше и	1	2
43	и то же	2	2
44	все более и	2	2
45	во всяком случае	3	2
46	что у него	1	2
47	я не могу	2	2
48	потому что они	1	2
49	мы видели что	1	2
50	мы не можем	1	2
51	в то время	5	2
52	и вместе с	1	2
53	в свою очередь	3	2
54	больше и больше	1	2
55	своим собственным законам	1	2
56	более и более	2	2
57	к тому что	3	2
58	полагает что если	1	1
59	в том виде	1	1
60	но все же	1	1
61	таким образом если	1	1
62	такой же мере	3	1
63	потому что он	1	1
64	и до наших	1	1
65	таким образом что	3	1
66	какой мере не	1	1
67	и столь же	1	1
68	того что в	1	1
69	потому что в	1	1
70	сказать так как	1	1
71	мы должны были	1	1
72	было бы назвать	1	1
73	которые она себе	1	1
74	которые можно назвать	1	1
75	в силу того	1	1
76	в одной и	1	1
77	то что является	1	1
78	он прямо говорит	1	1
79	как и все	1	1
80	говорит он в	2	1
81	в зависимости от	2	1
82	что он не	1	1
83	в отличие от	1	1
84	между этими двумя	2	1
85	представить себе что	1	1
86	в этом отношении	4	1
87	что не только	1	1
88	с тем чтобы	1	1
89	они представляют собой	1	1
90	кроме того что	1	1
91	на каждом шагу	1	1
92	заключает в себе	1	1
93	того что оно	1	1
94	можно было бы	3	1
95	две части в	1	1
96	со всеми остальными	2	1
97	ни в какой	2	1
98	не то же	1	1
99	того чтобы с	1	1
100	с этой точки	1	1
101	полном согласии с	1	1
102	в одном и	1	1
103	но и это	1	1
104	которые могли бы	1	1
105	в сущности это	1	1
106	тот факт что	1	1
107	что оба эти	1	1
108	говорит один из	1	1
109	та и другая	1	1
110	состоит в том	1	1
111	так как они	1	1
112	и при этом	1	1
113	как мы постараемся	1	1
114	не иначе как	1	1
115	и к его	1	1
116	а с другой	2	1
117	сам собой напрашивается	1	1
118	не только как	1	1
119	в такой же	3	1
120	мы говорили выше	2	1
121	говорит что для	1	1
122	как правильно указывает	1	1
123	в целом ряде	1	1
124	и той же	2	1
125	с между тем	1	1
126	и эти два	1	1
127	с таким образом	3	1
128	мы подошли вплотную	1	1
129	этой точки зрения	1	1
130	в тех случаях	1	1
131	и все другие	1	1
132	тому что человек	1	1
133	на две части	2	1
134	по сравнению с	5	1
135	таким образом мы	1	1
136	в том чтобы	3	1
137	и что она	1	1
138	если бы мы	1	1
139	в целом мы	1	1
140	хотя бы в	1	1
141	не только не	1	1
142	что в действительности	1	1
143	можно сказать что	4	1
144	с тем и	1	1
145	или во всяком	1	1
146	мы можем легко	1	1
147	другую сторону так	1	1
148	на действительность и	2	1
149	таким образом и	2	1
150	в полном согласии	1	1
151	одной и той	2	1
152	она себе ставит	1	1
153	положение в котором	1	1
154	могли бы сказать	2	1
155	не может быть	5	1
156	постараемся показать ниже	1	1
157	прямо говорит что	2	1
158	части в первой	1	1
159	в высшей степени	4	1
160	она не может	1	1
161	только для того	1	1
162	при этом она	1	1
163	как раз в	1	1
164	но этого мало	1	1
