N	2gram	Tiupa_Hudo_1	Marksizm
1	может быть	5	28
2	и в	14	19
3	как бы	7	19
4	и не	2	19
5	не может	7	18
6	точки зрения	5	17
7	то же	9	16
8	и его	5	16
9	как мы	3	15
10	в этом	11	15
11	в сущности	1	14
12	так сказать	2	14
13	лишь в	3	14
14	не только	12	13
15	с точки	3	13
16	связи с	4	13
17	в нем	3	11
18	если бы	3	11
19	вовсе не	1	11
20	не в	7	10
21	так и	13	10
22	и т.п	1	10
23	но и	5	10
24	в пределах	3	10
25	том что	16	10
26	самом деле	5	9
27	при этом	12	9
28	как и	9	9
29	для него	10	9
30	в основе	1	9
31	и чужой	1	9
32	а не	12	9
33	с его	5	8
34	по отношению	8	8
35	в то	8	8
36	же время	8	8
37	только в	5	8
38	слова в	2	8
39	отнюдь не	3	8
40	отношению к	8	8
41	на самом	2	7
42	его в	3	7
43	и более	1	7
44	высказывания в	1	7
45	одна из	2	7
46	никогда не	6	7
47	в том	12	7
48	прежде всего	11	7
49	в связи	3	7
50	и для	3	7
51	но в	5	7
52	в таком	3	7
53	мы уже	4	6
54	во всех	1	6
55	и как	1	6
56	в самом	4	6
57	ни в	5	6
58	в смысле	1	6
59	того чтобы	3	6
60	к тому	7	6
61	же самое	1	6
62	между тем	8	6
63	и все	4	6
64	хотя бы	1	6
65	в свою	1	6
66	смысле слова	1	5
67	к другому	4	5
68	и на	3	5
69	все же	3	5
70	является не	1	5
71	то ни	1	5
72	на этой	1	5
73	в данном	1	5
74	в их	2	5
75	авторской и	1	5
76	самого начала	1	5
77	свою очередь	1	5
78	с самого	1	5
79	в его	8	5
80	в форме	2	5
81	в контексте	1	5
82	и того	1	5
83	тем более	1	5
84	как слово	1	5
85	а как	1	4
86	и ее	1	4
87	переживания и	1	4
88	только на	2	4
89	в себе	11	4
90	на то	4	4
91	в данной	2	4
92	это не	7	4
93	было бы	6	4
94	и тем	1	4
95	в слове	1	4
96	этой связи	4	4
97	тому что	4	4
98	в отношении	1	4
99	ничего не	8	4
100	и т.д	1	4
101	для себя	3	4
102	выражения и	1	4
103	того что	4	4
104	с ними	2	4
105	что он	9	4
106	речь в	2	4
107	как раз	4	4
108	влияние на	2	4
109	бы в	1	4
110	то что	8	4
111	сказать что	1	4
112	таком случае	1	3
113	и то	1	3
114	и до	1	3
115	исходит из	1	3
116	не имеют	3	3
117	высшей степени	1	3
118	внутренний мир	1	3
119	в становлении	1	3
120	в ней	4	3
121	еще не	7	3
122	столь же	4	3
123	в ее	3	3
124	для других	2	3
125	слова на	1	3
126	отличие от	1	3
127	относится к	1	3
128	чем же	1	3
129	с этим	3	3
130	перед нами	5	3
131	все эти	3	3
132	в этой	8	3
133	но ведь	1	3
134	он не	4	3
135	не как	1	3
136	в другом	2	3
137	той же	2	3
138	по себе	2	3
139	в этих	5	3
140	в своей	10	3
141	в отличие	1	3
142	мысли и	1	3
143	не имеет	2	3
144	для всего	2	3
145	могут быть	1	3
146	для его	1	3
147	и это	4	3
148	на основе	2	3
149	о том	12	3
150	это вполне	1	3
151	слов и	1	3
152	в двух	1	3
153	одной из	2	3
154	в какой	1	3
155	с одной	1	3
156	в качестве	9	3
157	его и	1	3
158	характерно что	1	3
159	на собеседника	1	3
160	так как	1	3
161	же деле	1	3
162	в высшей	1	3
163	до сих	2	3
164	с другой	1	3
165	к которым	1	3
166	связано с	1	3
167	не было	4	3
168	одной стороны	1	3
169	подхода к	1	3
170	да и	2	3
171	должно быть	2	3
172	самом же	1	3
173	и от	4	3
174	сих пор	2	3
175	что оно	1	3
176	только что	4	3
177	а в	7	3
178	во всяком	1	3
179	связана с	1	2
180	от своего	1	2
181	из всего	1	2
182	вопрос о	2	2
183	мы здесь	1	2
184	и он	5	2
185	но как	2	2
186	ответ на	1	2
187	что они	1	2
188	в одной	2	2
189	контексте и	1	2
190	это одно	1	2
191	стороны и	1	2
192	в своем	4	2
193	вступает в	1	2
194	более или	1	2
195	от этого	1	2
196	бы не	1	2
197	следующей главе	3	2
198	не следует	2	2
199	в узком	1	2
200	мы полагаем	1	2
201	знает ни	1	2
202	значительной степени	2	2
203	различие между	1	2
204	и с	4	2
205	может стать	1	2
206	уже знаем	2	2
207	в жизни	1	2
208	рядом с	1	2
209	далеко не	1	2
210	и потому	2	2
211	он и	1	2
212	мы не	2	2
213	высказывания его	1	2
214	или менее	1	2
215	первой главы	4	2
216	является для	1	2
217	установка на	1	2
218	место в	1	2
219	они уже	1	2
220	точку зрения	1	2
221	но они	1	2
222	как от	2	2
223	существует для	1	2
224	как о	1	2
225	в определении	1	2
226	слова как	2	2
227	или как	1	2
228	форма является	1	2
229	об одном	2	2
230	если же	1	2
231	что современная	1	2
232	и о	4	2
233	формы и	1	2
234	приводит к	3	2
235	ориентировано на	1	2
236	и даже	3	2
237	сводится к	1	2
238	в определенном	1	2
239	все его	1	2
240	в значительной	2	2
241	всяком случае	1	2
242	себя с	1	2
243	каждого человека	2	2
244	но не	3	2
245	себя в	4	2
246	и у	1	2
247	уже в	1	2
248	другой тип	1	2
249	особи в	1	2
250	но для	1	2
251	мы знаем	2	2
252	друг друга	5	2
253	у него	9	2
254	тем что	3	2
255	внутреннего мира	2	2
256	в особенности	1	2
257	именно в	7	2
258	ведь все	1	2
259	а с	2	2
260	что не	2	2
261	во внутренней	1	2
262	они не	2	2
263	до конца	2	2
264	не на	1	2
265	однако и	3	2
266	о чем	1	2
267	в речи	2	2
268	к его	1	2
269	xix века	1	2
270	установкой на	2	2
