N	2gram	Tiupa_Hudo_1	Formalny
1	и в	19	38
2	в этом	11	27
3	может быть	14	23
4	и его	12	21
5	и пр	1	21
6	таким образом	3	20
7	и не	15	20
8	в самом	5	16
9	не в	7	15
10	прежде всего	4	15
11	не может	7	14
12	в нем	5	13
13	связи с	1	13
14	но и	10	13
15	в пределах	3	12
16	в поэзии	1	12
17	с его	6	11
18	в том	18	11
19	вовсе не	2	11
20	с другими	4	10
21	в его	9	10
22	в связи	1	10
23	не только	16	9
24	при этом	13	9
25	как и	2	9
26	языка в	4	9
27	на почве	3	9
28	отнюдь не	2	8
29	точки зрения	10	8
30	так и	11	8
31	что и	2	8
32	тем что	1	8
33	в первом	1	7
34	как мы	1	7
35	лишь в	4	7
36	по себе	2	7
37	для него	4	7
38	в своей	5	7
39	с точки	3	7
40	во втором	4	7
41	уже не	4	7
42	не могут	1	7
43	слова и	2	7
44	что в	6	7
45	художественного произведения	3	6
46	и ее	3	6
47	в истории	1	6
48	все эти	2	6
49	в этой	2	6
50	то же	10	6
51	было бы	1	6
52	он не	4	6
53	в их	5	6
54	могут быть	4	6
55	для понимания	2	6
56	только в	5	6
57	как такового	1	6
58	то что	4	6
59	не было	1	6
60	вместе с	1	6
61	а не	9	6
62	как раз	3	6
63	в результате	1	6
64	истории литературы	2	6
65	художественной конструкции	1	6
66	а в	12	6
67	это и	1	5
68	по преимуществу	2	5
69	говорить о	3	5
70	во всех	3	5
71	звука и	1	5
72	в слове	3	5
73	в то	6	5
74	в основе	4	5
75	же время	5	5
76	если бы	3	5
77	сводится к	7	5
78	говорит в	2	5
79	что он	3	5
80	если мы	2	5
81	языка а	1	5
82	именно в	2	5
83	более того	1	5
84	и для	2	5
85	бы в	1	5
86	или иного	3	5
87	здесь и	1	4
88	в сущности	1	4
89	одним словом	1	4
90	в сторону	2	4
91	что они	1	4
92	как в	2	4
93	и к	3	4
94	не следует	4	4
95	в статье	1	4
96	не как	2	4
97	входит в	4	4
98	не столько	3	4
99	к тому	4	4
100	здесь не	2	4
101	в поэтической	1	4
102	того или	3	4
103	но в	7	4
104	и теперь	1	4
105	что не	1	4
106	из них	1	4
107	так как	1	4
108	лишь для	1	4
109	в особенности	1	4
110	и даже	1	4
111	другой стороны	5	4
112	на фоне	1	4
113	мы говорим	1	4
114	как бы	9	4
115	известной степени	3	4
116	оно не	1	4
117	они не	1	4
118	например в	3	3
119	же как	1	3
120	а как	1	3
121	из всего	1	3
122	между этими	1	3
123	и на	2	3
