N	3gram	Losev_Prob_2	Freidism
1	во всяком случае	10	7
2	не может быть	3	7
3	в самом деле	2	6
4	и прежде всего	2	5
5	в зависимости от	1	4
6	в то же	4	4
7	в данном случае	5	4
8	на самом деле	2	4
9	можно сказать что	3	4
10	как мы уже	1	4
11	для того чтобы	2	3
12	в таком случае	10	3
13	бы то ни	2	3
14	в собственном смысле	1	3
15	к тому чтобы	1	3
16	узком смысле слова	1	3
17	и тот же	2	3
18	и той же	2	3
19	один и тот	2	3
20	с самого начала	2	3
21	одной и той	2	3
22	то же самое	5	2
23	то или иное	2	2
24	до сих пор	4	2
25	не отличается от	1	2
26	и не может	1	2
27	по своему содержанию	1	2
28	это вовсе не	1	2
29	но если мы	2	2
30	может быть и	2	2
31	это прежде всего	1	2
32	так и в	1	2
33	а с другой	1	2
34	в этом отношении	1	2
35	это и есть	2	2
36	то ни было	1	2
37	в узком смысле	1	2
38	с одной стороны	5	2
39	тем не менее	12	2
40	в конце концов	7	2
41	том что в	2	1
42	все тот же	1	1
43	но как раз	1	1
44	как в отношении	1	1
45	или хотя бы	2	1
46	только потому что	1	1
47	то ни стало	1	1
48	а вовсе не	1	1
49	да и не	1	1
50	ни в каких	1	1
51	и нет ничего	1	1
52	что в данном	1	1
53	и в отношении	1	1
54	для того что	1	1
55	но даже и	1	1
56	самом деле если	1	1
57	нам кажется что	1	1
58	в этом случае	7	1
59	но тем не	1	1
60	и в данном	2	1
61	во что бы	1	1
62	как раз и	4	1
63	он не был	1	1
64	хотя бы и	3	1
65	того что мы	1	1
66	во всех отношениях	1	1
67	можно говорить о	2	1
68	нашего сознания и	2	1
69	на самом же	1	1
70	только то что	3	1
71	а во время	1	1
72	лежат в основе	1	1
73	не менее он	1	1
74	или по крайней	3	1
75	но когда мы	1	1
76	составляющих ее элементов	1	1
77	все они при	1	1
78	по крайней мере	6	1
79	и вовсе не	4	1
80	и тем не	1	1
81	ни в какой	1	1
82	даже и не	2	1
83	что бы то	1	1
84	и со стороны	1	1
85	тот же предмет	1	1
86	в этой работе	2	1
87	не чем иным	1	1
88	можем ли мы	1	1
89	того что он	1	1
90	очень важный момент	1	1
91	мы не знаем	1	1
92	на первый взгляд	1	1
93	о каких бы	1	1
94	только один из	1	1
95	но вместе с	1	1
96	как будто бы	5	1
97	содержания и формы	1	1
98	всяком случае не	2	1
99	в каком случае	3	1
100	ведь для того	1	1
101	только в его	1	1
102	а может быть	2	1
103	что же это	1	1
104	что же такое	4	1
105	и все другие	1	1
106	это было бы	1	1
107	и ни в	2	1
108	ни в каком	4	1
109	чем иным как	1	1
110	то обстоятельство что	1	1
111	мы не можем	1	1
112	или другими словами	1	1
113	от того что	1	1
114	имеем в виду	2	1
115	в то время	1	1
116	мы не будем	1	1
117	говорить о том	1	1
118	то что мы	7	1
119	имея в виду	2	1
120	другими словами пока	1	1
121	о том что	14	1
122	ничего общего с	2	1
123	к выводу что	1	1
124	не только не	2	1
125	ни о каком	1	1
126	той или иной	1	1
127	но все же	1	1
128	же это за	1	1
129	каком случае не	2	1
130	но и не	2	1
131	мы имеем в	1	1
132	относится и к	1	1
133	не может обойтись	1	1
134	тоже еще не	1	1
135	в этом смысле	5	1
136	мы говорим в	1	1
137	обратим внимание на	1	1
138	и т д	6	1
139	самом же деле	1	1
140	случае не может	1	1
141	в том что	4	1
142	может быть даже	1	1
143	и входит в	1	1
144	его от других	1	1
