N	4gram	Trubetskoy_1	Istorich
1	состоит в том что	1	2
2	в то время как	1	2
3	до сих пор не	2	1
4	отличаются друг от друга	3	1
5	одной и той же	1	1
6	и так или иначе	1	1
7	следить за тем чтобы	1	1
8	на все эти вопросы	1	1
9	образом мы видим что	1	1
10	которые не находят себе	1	1
11	с этой точки зрения	1	1
12	как мы видели выше	1	1
13	мы уже знаем что	1	1
14	это может быть и	1	1
15	выше мы видели что	1	1
16	но вместе с тем	1	1
17	таким образом мы видим	1	1
18	в этом случае мы	1	1
19	заключается в том что	2	1
20	что в данном случае	1	1
21	в тех случаях когда	1	1
