N	3gram	Bakhtin_Fr_4	Problema
1	с точки зрения	2	11
2	в нашем смысле	1	10
3	в том что	1	8
4	то же самое	1	6
5	с другой стороны	3	6
6	то есть в	2	6
7	в данном случае	1	5
8	здесь перед нами	1	5
9	но даже и	1	4
10	не только в	2	4
11	на самом деле	1	3
12	тех или иных	1	3
13	в связи с	1	3
14	о том что	2	3
15	и в других	2	2
16	все эти образы	1	2
17	то время как	1	2
18	а также и	1	2
19	здесь также и	1	2
20	для того чтобы	3	2
21	самом же деле	2	2
22	на самом же	2	2
23	более или менее	3	2
24	в то время	2	2
25	и независимо от	1	2
26	в то же	8	2
27	в буквальном смысле	1	2
28	и все они	1	2
29	к тому же	1	2
30	если бы он	1	1
31	а следовательно и	1	1
32	в чем не	1	1
33	он как и	1	1
34	и всякого рода	1	1
35	дело в том	1	1
36	так же и	1	1
37	между прочим и	1	1
38	далеко не все	1	1
39	и в нашем	1	1
40	но все это	1	1
41	и не может	1	1
42	как мы сказали	1	1
43	и в то	4	1
44	ни в чем	1	1
45	то что тот	1	1
46	том числе и	2	1
47	за то что	1	1
48	одно и то	1	1
49	до сих пор	1	1
50	и то что	1	1
51	на эту тему	1	1
52	само собой разумеется	1	1
53	мы не знаем	1	1
54	с одной стороны	2	1
55	на первый взгляд	1	1
56	в конце концов	4	1
57	говорить о том	1	1
58	и как бы	1	1
59	оказывается вовсе не	1	1
60	в самой жизни	1	1
61	это не значит	1	1
62	в том числе	3	1
63	что это и	1	1
64	и точном смысле	1	1
65	в этом же	1	1
66	так и в	1	1
67	в свою очередь	1	1
68	это и есть	3	1
69	с самого начала	3	1
70	что это не	1	1
71	конечно не только	1	1
72	и весь этот	1	1
73	в это время	1	1
74	в этой картине	1	1
