N	2gram	Vinokur_Ku_2	Russkaja
1	не может	9	22
2	и не	16	19
3	в том	19	17
4	в этом	18	17
5	и в	23	14
6	то что	9	13
7	то же	6	11
8	точки зрения	14	11
9	таким образом	5	11
10	в то	4	10
11	же время	3	10
12	но и	7	10
13	в себе	1	9
14	не только	20	9
15	том что	11	9
16	с точки	8	9
17	может быть	15	9
18	во всяком	5	9
19	того чтобы	11	8
20	прежде всего	8	8
21	русской интеллигенции	1	8
22	как на	1	8
23	самом деле	9	7
24	отнюдь не	4	7
25	и если	2	7
26	и с	7	7
27	в данном	4	7
28	к тому	4	7
29	не будет	1	7
30	о том	1	7
31	мы должны	2	7
32	ни к	15	7
33	в своем	2	6
34	и к	1	6
35	с тем	2	6
36	в своих	2	6
37	и при	1	6
38	признать что	1	6
39	если бы	12	6
40	все это	5	6
41	и для	2	6
42	для того	9	6
43	что он	5	6
44	всяком случае	5	6
45	для него	1	6
46	на самом	2	6
47	вопрос о	9	5
48	и на	6	5
49	на то	4	5
50	в нем	4	5
51	при этом	2	5
52	он не	3	5
53	он должен	1	5
54	было бы	15	5
55	в своей	2	5
56	никогда не	2	5
57	потому что	25	5
58	между тем	6	5
59	а потому	1	5
60	и только	1	5
61	только в	5	5
62	хотя бы	9	5
63	конечно не	2	5
64	в последние	1	5
65	или иной	1	5
66	до сих	1	5
67	из которых	3	5
68	по существу	5	5
69	сих пор	1	5
70	а в	3	5
71	и то	5	4
72	бы то	1	4
73	но не	6	4
74	себе и	1	4
75	все же	7	4
76	не в	8	4
77	в этой	6	4
78	в корне	2	4
79	тому чтобы	1	4
80	то ни	1	4
81	в совершенно	1	4
82	том случае	2	4
83	как и	2	4
84	в их	2	4
85	точку зрения	1	4
86	тогда когда	1	4
87	во всем	1	4
88	ли это	2	4
89	от того	4	4
90	не могут	5	4
91	приводит к	5	4
92	идет речь	1	4
93	можно было	9	4
94	в его	5	4
95	советской власти	1	4
96	так как	15	4
97	лишь к	1	4
98	со стороны	4	4
99	вместе с	5	4
100	все таки	1	4
101	что же	5	4
102	как бы	4	4
103	к вопросу	3	4
104	что в	10	4
105	к этой	3	4
106	вряд ли	4	3
107	и т	39	3
108	то в	1	3
109	говорить о	4	3
110	еще не	5	3
111	из этих	1	3
112	россии и	1	3
113	что они	2	3
114	в самом	12	3
115	что это	7	3
116	ни одна	1	3
117	главным образом	3	3
118	на том	2	3
119	и по	3	3
120	в другом	2	3
121	лишь в	5	3
122	о которых	3	3
123	несмотря на	5	3
124	должно быть	4	3
125	всех этих	3	3
126	и сейчас	2	3
127	таким же	2	3
128	знаем что	3	3
129	том чтобы	1	3
130	можно ли	4	3
131	одна из	1	3
132	связи с	3	3
133	что оно	3	3
134	приходит к	1	3
135	что все	5	3
136	данном случае	2	3
137	собой и	1	3
138	для этого	3	3
139	сводится к	3	3
140	при котором	1	3
141	в значительной	1	3
142	вопросу о	3	3
143	что и	3	3
144	а следовательно	2	3
145	в лучшем	3	3
146	того что	3	3
147	одной из	1	3
148	в качестве	8	3
149	в большинстве	1	3
150	в виде	1	3
151	в конце	4	3
152	тем что	3	3
153	именно в	3	3
154	что для	2	3
155	не было	4	3
156	и потому	2	3
157	да и	6	3
158	этом случае	2	3
159	лучшем случае	3	3
160	она может	1	3
161	или в	4	3
162	о котором	2	3
163	конце концов	3	3
164	и как	1	3
165	все они	2	3
166	не есть	1	3
167	случае если	2	3
168	речь идет	2	2
169	и есть	2	2
170	должна быть	5	2
171	к чему	1	2
172	из всех	1	2
173	но даже	2	2
174	в ней	3	2
175	время в	1	2
176	они будут	1	2
177	именно на	1	2
178	по отношению	1	2
179	не просто	2	2
180	сама по	1	2
181	с этим	3	2
182	последнее время	3	2
183	что действительно	1	2
184	бы речь	1	2
185	помнить что	1	2
186	целый ряд	5	2
187	но в	11	2
188	все эти	12	2
189	что ничего	2	2
190	другом случае	1	2
191	во многих	1	2
192	состоит в	2	2
193	дела не	1	2
194	и вот	5	2
195	для народа	1	2
196	мы уже	1	2
197	на этой	4	2
198	того или	2	2
199	в глазах	2	2
200	на почве	1	2
201	по себе	10	2
202	и тем	5	2
203	же образом	2	2
204	одному из	1	2
205	русской культуры	1	2
206	этого не	3	2
207	нисколько не	3	2
208	в этих	1	2
209	что такое	3	2
210	котором идет	1	2
211	в котором	1	2
212	место в	1	2
213	в силу	7	2
214	и более	2	2
215	их в	1	2
216	том и	1	2
217	том же	1	2
218	для нее	1	2
219	тому что	1	2
220	она не	2	2
221	только для	2	2
222	каждого отдельного	1	2
223	в таких	3	2
224	культурной жизни	1	2
225	для нас	4	2
226	у него	3	2
227	к такому	1	2
228	следовательно и	2	2
229	как будто	2	2
230	в области	11	2
231	свое собственное	1	2
232	в роде	1	2
233	всю свою	1	2
234	отличается от	3	2
235	понять что	2	2
236	указывает на	1	2
237	если же	1	2
238	и о	4	2
239	ясно что	5	2
240	это только	2	2
241	практически это	1	2
242	настоящее время	1	2
243	и что	8	2
244	к нему	2	2
245	это в	2	2
246	вся эта	2	2
247	за последнее	2	2
248	речь шла	1	2
249	отметить что	1	2
250	быть и	1	2
251	что только	1	2
252	этот вопрос	6	2
253	совершенно не	3	2
254	их не	2	2
255	так что	1	2
256	уже не	8	2
257	его и	1	2
258	не так	1	2
259	представить себе	2	2
260	ни в	4	2
261	мы можем	1	2
262	только с	1	2
263	при отсутствии	2	2
264	в других	1	2
265	даже и	2	2
266	и даже	2	2
267	у других	1	2
268	а не	10	2
269	большинстве случаев	2	2
270	в частности	2	2
271	так же	4	2
272	или иного	2	2
273	отношения к	2	2
274	но это	3	2
275	но для	3	2
276	если не	1	2
277	и от	2	2
278	в результате	4	2
279	в настоящее	1	2
280	чтобы понять	2	2
281	не должен	1	2
282	не играет	1	2
283	на это	3	2
284	тем самым	2	2
285	точно так	3	2
286	в сфере	3	1
287	должен быть	5	1
288	того же	3	1
289	он может	1	1
290	тех же	2	1
291	это и	3	1
292	идет о	1	1
293	на деле	1	1
294	показать что	1	1
295	не меняется	1	1
296	союз и	2	1
297	не хочет	2	1
298	ту же	6	1
299	без наличности	1	1
300	свое место	2	1
301	исходит из	1	1
302	противном случае	1	1
303	в зависимости	4	1
304	также и	5	1
305	есть не	1	1
306	мы не	1	1
307	же как	2	1
308	помощь требуется	1	1
309	на эти	1	1
310	in adjecto	1	1
311	в каждый	2	1
312	в сущности	9	1
313	оно есть	1	1
314	основании что	1	1
315	и средство	1	1
316	себе что	1	1
317	с большим	1	1
318	без всякого	1	1
319	разумеется не	1	1
320	он был	1	1
321	на них	1	1
322	не был	1	1
323	столь же	1	1
324	в область	1	1
325	к этому	4	1
326	отказ от	2	1
327	они имеют	2	1
328	но как	1	1
329	а только	3	1
330	русского языка	4	1
331	только тогда	1	1
332	в китае	1	1
333	есть по	1	1
334	в общем	1	1
335	очевидно что	2	1
336	себя вне	1	1
337	для борьбы	1	1
338	наблюдается у	1	1
339	с подобным	1	1
340	чтобы мы	1	1
341	данный момент	3	1
342	что касается	2	1
343	в противном	1	1
344	перед нами	4	1
345	кто не	1	1
346	когда он	1	1
347	что по	1	1
348	по пути	1	1
349	силы можно	1	1
350	вопрос приходится	1	1
351	этой цели	2	1
352	от этого	2	1
353	взаимодействия между	2	1
354	которых идет	1	1
355	в которой	1	1
356	привести к	1	1
357	сущности и	1	1
358	это единственная	1	1
359	что так	1	1
360	выражение в	3	1
361	но ведь	1	1
362	что к	1	1
363	то и	3	1
364	образом при	1	1
365	тому же	1	1
366	претендовать на	1	1
367	вообще не	1	1
368	как оно	1	1
369	не могла	1	1
370	не следует	5	1
371	что когда	3	1
372	тем не	6	1
373	а скорее	1	1
374	от которого	1	1
375	есть дело	1	1
376	они в	1	1
377	же это	1	1
378	в принципе	1	1
379	к одному	1	1
380	этого вопроса	3	1
381	мало того	2	1
382	языком и	1	1
383	же остается	1	1
384	лишь с	2	1
385	но дело	1	1
386	так например	1	1
387	поскольку она	1	1
388	но все	4	1
389	это конечно	2	1
390	значительной степени	1	1
391	в одну	2	1
392	здесь мы	2	1
393	является утверждение	1	1
394	могла бы	2	1
395	тем же	2	1
396	борьбы и	1	1
397	об этом	5	1
398	к другу	1	1
399	не трудно	1	1
400	а по	1	1
401	или даже	1	1
402	от степени	1	1
403	заключается в	2	1
404	те или	1	1
405	это не	6	1
406	она стала	2	1
407	за другой	1	1
408	чаще всего	1	1
409	этого слова	5	1
410	это положение	2	1
411	все равно	2	1
412	не всегда	2	1
413	как сказано	1	1
414	становится и	1	1
415	нет и	1	1
416	такой же	1	1
417	интеллигенция в	1	1
418	не сам	1	1
419	что значит	2	1
420	будет как	1	1
421	бы на	2	1
422	все элементы	1	1
423	что такая	1	1
424	в такой	1	1
425	данной формы	1	1
426	и без	1	1
427	что о	1	1
428	бы привести	2	1
429	бы к	1	1
430	просто в	1	1
431	на ряду	1	1
432	что вся	1	1
433	в которых	2	1
434	для всякого	1	1
435	результате этого	2	1
436	нельзя было	2	1
437	эта не	4	1
438	далее что	1	1
439	для данного	2	1
440	в политическом	1	1
441	по крайней	6	1
442	всякое явление	1	1
443	на такое	1	1
444	ни было	1	1
445	который мы	2	1
446	видеть что	1	1
447	вовсе не	9	1
448	даже в	1	1
449	это особенно	1	1
450	оно приводит	1	1
451	самого факта	1	1
452	и вся	1	1
453	если и	3	1
454	не менее	7	1
455	что эта	2	1
456	самого начала	1	1
457	хотелось бы	2	1
458	дело в	1	1
459	на себе	4	1
460	образом в	2	1
461	иметь в	2	1
462	но только	4	1
463	казалось бы	3	1
464	именно с	3	1
465	невозможно но	1	1
466	явление в	1	1
467	суть дела	1	1
468	этих задач	1	1
469	мы подходим	1	1
470	хочет быть	1	1
471	доказать что	2	1
472	этом отношении	3	1
473	что на	4	1
474	или иных	1	1
475	способен лишь	1	1
476	за отсутствием	1	1
477	только от	1	1
478	из предыдущего	2	1
479	выход из	1	1
480	могут быть	4	1
481	как только	1	1
482	который нельзя	1	1
483	слова но	1	1
484	должны быть	2	1
485	всего в	3	1
486	по возможности	1	1
487	осуществление этих	1	1
488	или больше	1	1
489	наконец что	1	1
490	а ее	1	1
491	но вряд	1	1
492	для образования	1	1
493	и это	3	1
494	как мы	3	1
495	с ее	1	1
496	как не	3	1
497	свою очередь	2	1
498	и говорить	1	1
499	всего этого	1	1
500	сравнению со	1	1
501	в ее	1	1
502	совершенно ясно	1	1
503	языка и	8	1
504	только то	1	1
505	в себя	1	1
506	с самого	1	1
507	ряду с	1	1
508	это для	1	1
509	роль в	2	1
510	являются лишь	1	1
511	и когда	1	1
512	что у	2	1
513	ином виде	1	1
514	так и	4	1
515	те же	3	1
516	мог бы	1	1
517	сказано выше	1	1
518	по сравнению	2	1
519	мы в	2	1
520	точно также	1	1
521	быть может	1	1
522	значит в	1	1
523	в эпоху	1	1
524	отрицать что	1	1
525	деятельности в	1	1
526	тем чем	1	1
527	ибо всякое	1	1
528	вот это	1	1
529	на фронте	1	1
530	иное как	1	1
531	прибегнуть к	1	1
532	сбросить с	2	1
533	то они	1	1
534	этой статьи	1	1
535	язык и	2	1
536	никак не	3	1
537	что наша	2	1
538	и экономические	1	1
539	одного из	2	1
540	современная русская	1	1
541	и просто	1	1
542	можно сказать	4	1
543	с другой	8	1
544	на точку	1	1
545	воздействия на	1	1
546	от них	1	1
547	переходит в	1	1
548	убедимся что	1	1
549	крайней мере	6	1
550	от этих	1	1
551	в русском	10	1
552	может иметь	1	1
553	совершенно ином	1	1
554	и следует	1	1
555	один из	5	1
556	оно и	1	1
557	обе эти	1	1
558	а если	2	1
559	и дело	1	1
560	с ними	2	1
561	зрения в	3	1
562	место такому	1	1
563	не идет	1	1
564	в тон	1	1
