N	4gram	Potebnia_M_4	Problemy
1	в то же время	3	9
2	бы он ни был	1	2
3	дело в том что	1	1
4	то же время и	1	1
5	не в том что	1	1
6	но на самом деле	1	1
7	по отношению к нему	1	1
8	в этом отношении не	1	1
9	иначе и быть не	1	1
10	и быть не может	1	1
11	то же самое слово	1	1
12	с точки зрения нашего	1	1
13	как бы он ни	1	1
14	то что я называю	1	1
15	а в том что	1	1
16	перестать быть самим собою	1	1
17	заключается в том что	1	1
18	по крайней мере для	1	1
19	в том и другом	1	1
20	и по отношению к	2	1
