N	3gram	Propp_Morf_1	Problema
1	и т д	39	13
2	тем не менее	4	10
3	в том что	3	9
4	в связи с	8	7
5	в данном случае	1	7
6	во всяком случае	2	6
7	в этом случае	8	5
8	с другой стороны	4	5
9	не может быть	9	5
10	что же касается	1	4
11	в таком случае	1	4
12	бы то ни	3	4
13	то время как	3	4
14	и то же	1	4
15	в то время	3	4
16	тех или иных	1	4
17	того или другого	1	3
18	точно так же	1	3
19	и тем не	1	3
20	может быть и	2	3
21	одно и то	1	3
22	то ни было	2	3
23	имеет ничего общего	1	3
24	не имеет ничего	1	3
25	это и не	2	3
26	о том что	1	3
27	что и в	1	3
28	это уже не	1	2
29	хотя и не	1	2
30	то это значит	1	2
31	а вовсе не	1	2
32	здесь перед нами	1	2
33	в настоящее время	3	2
34	о том как	1	2
35	с точки зрения	2	2
36	до сих пор	1	2
37	мы не будем	2	2
38	в таких случаях	2	2
39	в том или	1	2
40	на первый взгляд	3	2
41	теми или другими	1	2
42	на самом деле	4	2
43	это значит что	1	2
44	можно сказать что	1	2
45	с теми или	1	2
46	не значит что	2	2
47	дело не в	2	2
48	могло бы быть	1	2
49	то это не	1	2
50	таким образом что	1	1
51	и может быть	1	1
52	к другу и	2	1
53	в чем же	1	1
54	то ни стало	1	1
55	этот вопрос мы	1	1
56	иметь в виду	1	1
57	имеется и в	1	1
58	хотя бы только	1	1
59	это было бы	1	1
60	более или менее	2	1
61	во что бы	1	1
62	и по существу	1	1
63	может быть заменена	1	1
64	том что он	1	1
65	и есть то	1	1
66	тому что в	1	1
67	но если это	2	1
68	и действительно в	1	1
69	говорить о том	1	1
70	этого и не	1	1
71	в третий раз	1	1
72	нечто иное чем	1	1
73	к тому или	1	1
74	в собственном смысле	3	1
75	но это не	1	1
76	но если мы	1	1
77	мы приходим к	2	1
78	если это так	2	1
79	и не всегда	1	1
80	что бы то	1	1
81	который может быть	1	1
82	буквой а а	1	1
83	как и в	2	1
84	том или другом	1	1
85	с одной стороны	1	1
86	это так то	1	1
87	может быть заменен	2	1
88	этих случаях не	1	1
89	то мы не	1	1
90	может фигурировать и	1	1
91	во втором случае	1	1
92	возникает вопрос а	1	1
93	и в этой	1	1
94	и к целому	2	1
95	в одном случае	1	1
96	мы скажем что	1	1
97	это не значит	2	1
98	друг к другу	2	1
99	собственном смысле слова	3	1
100	но это и	1	1
101	т д можно	1	1
102	вовсе не с	1	1
103	бросается в глаза	1	1
104	как бы они	1	1
105	как то в	1	1
106	далеко не все	3	1
107	т д все	1	1
108	в тех случаях	2	1
109	если только он	1	1
110	мы не можем	1	1
111	указанием на то	1	1
112	но никто не	1	1
113	в первом случае	3	1
114	можно сказать о	1	1
115	и когда мы	1	1
116	а потому что	1	1
117	чем это было	1	1
118	на то что	2	1
119	которые могут быть	1	1
120	в этих случаях	11	1
121	тех случаях когда	2	1
122	иначе чем это	1	1
123	случае не является	1	1
124	к тому что	3	1
125	этом случае он	1	1
126	для того чтобы	2	1
127	т д в	2	1
