N	2gram	Losev_Dial_3	Vladivir
1	и в	24	30
2	в этом	8	20
3	то что	14	20
4	у него	2	19
5	и не	27	18
6	в том	5	18
7	и с	6	14
8	что он	13	13
9	не только	23	12
10	том что	8	12
11	что в	7	12
12	как мы	2	11
13	в его	2	11
14	а в	2	11
15	сказать что	4	11
16	и вообще	2	10
17	не было	3	10
18	и даже	13	10
19	все же	3	9
20	кроме того	6	9
21	было бы	5	9
22	не в	3	9
23	в то	5	9
24	не может	19	9
25	для него	4	9
26	потому что	7	9
27	в своем	3	8
28	но в	2	8
29	что же	11	8
30	не мог	1	8
31	связи с	1	8
32	но и	9	8
33	в связи	1	8
34	вместе с	1	8
35	то есть	1	7
36	ни в	9	7
37	точки зрения	25	7
38	никогда не	7	7
39	не менее	11	7
40	может быть	13	7
41	а не	26	7
42	как это	5	7
43	для нас	2	7
44	и все	6	7
45	также и	2	6
46	он был	1	6
47	хотя и	5	6
48	и к	5	6
49	в себе	2	6
50	об этом	6	6
51	тем не	10	6
52	и его	5	6
53	у нас	4	6
54	то время	4	6
55	всякого рода	1	6
56	только в	5	6
57	всяком случае	2	6
58	а именно	2	6
59	еще и	2	6
60	прежде всего	8	6
61	о чем	1	6
62	жизни и	5	6
63	во всяком	2	6
64	и то	4	5
65	и я	3	5
66	с этим	3	5
67	то в	2	5
68	все эти	3	5
69	при этом	2	5
70	как и	7	5
71	в котором	1	5
72	по себе	20	5
73	так как	6	5
74	для себя	2	5
75	так и	5	5
76	с ним	1	5
77	другими словами	7	5
78	и что	15	5
79	того что	12	5
80	тот же	1	5
81	так что	8	5
82	но что	7	5
83	в течение	1	5
84	как бы	3	5
85	все это	6	5
86	в результате	1	5
87	из этого	2	5
88	то же	6	4
89	той же	3	4
90	я не	6	4
91	то это	9	4
92	и он	2	4
93	в ней	2	4
94	и на	3	4
95	что его	5	4
96	с его	2	4
97	в которой	1	4
98	что это	12	4
99	и если	2	4
100	в нем	3	4
101	он не	5	4
102	содержит в	1	4
103	его в	1	4
104	это было	3	4
105	несмотря на	2	4
106	мы знаем	3	4
107	в этих	1	4
108	разного рода	2	4
109	по крайней	5	4
110	вот что	1	4
111	не есть	54	4
112	и о	3	4
113	здесь не	1	4
114	можно сказать	1	4
115	о том	6	4
116	конечно не	4	4
117	вовсе не	13	4
118	крайней мере	5	4
119	со стороны	2	4
120	именно в	2	4
121	так же	4	4
122	в это	1	4
123	с этой	5	4
124	но это	5	4
125	и наконец	1	4
126	отношения к	1	3
127	и больше	4	3
128	говоря о	1	3
129	едва ли	1	3
130	и вот	2	3
131	что можно	2	3
132	во всех	1	3
133	но не	2	3
134	не то	1	3
135	его на	2	3
136	и как	8	3
137	более или	1	3
138	так или	2	3
139	из этих	2	3
140	учение о	8	3
141	всех этих	1	3
142	таким образом	13	3
143	только одно	2	3
144	в них	5	3
145	должно быть	3	3
146	он сказал	1	3
147	или менее	1	3
148	в отношении	1	3
149	я его	1	3
150	с точки	14	3
151	но он	1	3
152	вплоть до	1	3
153	только и	2	3
154	же время	3	3
155	учения о	2	3
156	к ней	1	3
157	он и	3	3
158	когда мы	2	3
159	и это	4	3
160	никак не	2	3
161	с вами	1	3
162	что и	6	3
163	никак нельзя	1	3
164	уже не	5	3
165	в виде	8	3
166	а это	1	3
167	никакого отношения	3	3
168	само собой	1	3
169	даже и	7	3
170	или иначе	2	3
171	наконец в	1	3
172	не говоря	2	3
173	нет ничего	9	3
174	в данном	2	3
175	да и	1	3
176	по существу	2	3
177	и для	2	3
178	тем более	3	3
179	хотя бы	4	3
180	но вот	2	3
181	в таком	14	3
182	точно так	2	3
183	я и	2	2
184	сам по	5	2
185	но тем	1	2
186	и есть	16	2
187	очень много	1	2
188	в чисто	2	2
189	что эти	1	2
190	мы уже	3	2
191	его не	2	2
192	на первом	1	2
193	что если	2	2
194	есть нечто	23	2
195	время как	4	2
196	и бытия	1	2
197	не вполне	2	2
198	как я	2	2
199	но то	2	2
200	есть для	1	2
201	по своему	1	2
202	только тогда	3	2
203	в общем	1	2
204	себе и	1	2
205	за эти	1	2
206	как к	1	2
207	первых двух	2	2
208	я должен	4	2
209	это тоже	1	2
210	в самом	7	2
211	в последнее	1	2
212	но его	3	2
213	во многих	1	2
214	на то	3	2
215	есть вера	4	2
216	вера в	1	2
217	же это	1	2
218	о вселенском	1	2
219	и сам	1	2
220	и по	2	2
221	на этом	2	2
222	но все	1	2
223	это значит	24	2
224	и может	1	2
225	это не	4	2
226	на свои	3	2
227	этого не	2	2
228	которой он	1	2
229	мы не	5	2
230	нисколько не	1	2
231	на первый	4	2
232	и при	1	2
233	в их	2	2
234	он дает	2	2
235	всех вещей	1	2
236	где на	1	2
237	их в	2	2
238	даже в	1	2
239	и очень	1	2
240	то с	1	2
241	раз и	3	2
242	с которой	2	2
243	она не	3	2
244	иной раз	2	2
245	не имеет	11	2
246	на котором	2	2
247	тогда когда	5	2
248	того как	1	2
249	и притом	5	2
250	тогда и	2	2
251	само по	5	2
252	что вы	1	2
253	того и	2	2
254	казалось бы	1	2
255	по вопросу	1	2
256	не о	2	2
257	ровно ничего	3	2
258	меня и	2	2
259	и нужно	2	2
260	уже и	3	2
261	а мы	3	2
262	или сущность	1	2
263	уже о	2	2
264	исходить из	1	2
265	и часто	1	2
266	к тому	4	2
267	а что	4	2
268	которая есть	1	2
269	вы не	6	2
270	можно и	3	2
271	в виду	7	2
272	меня в	2	2
273	говоря уже	2	2
274	не могу	1	2
275	без всякого	1	2
276	данном случае	1	2
277	совершенно ничего	1	2
278	книги и	1	2
279	последнее время	1	2
280	имеет никакого	1	2
281	а пока	1	2
282	не мир	3	2
283	ничего не	17	2
284	первый план	4	2
285	со своей	1	2
286	вот это	3	2
287	о нем	4	2
288	в чем	4	2
289	в сущности	10	2
290	и во	2	2
291	нас в	2	2
292	к нему	3	2
293	и можно	2	2
294	и она	2	2
295	в каких	1	2
296	сущего и	1	2
297	и жизни	6	2
298	история и	6	2
299	себя в	2	2
300	в указанном	1	2
301	а то	1	2
302	же они	2	2
303	мы находим	1	2
304	друг друга	3	2
305	бытия и	2	2
306	для того	3	2
307	здесь в	1	2
308	тут же	1	2
309	и прежде	3	2
310	бытия в	2	2
311	что не	5	2
312	что для	5	2
313	церкви и	1	2
314	стремится к	1	2
315	не на	6	2
316	если не	3	2
317	уже давно	1	2
318	нет никаких	2	2
319	в частности	2	2
320	и потому	2	2
321	или по	1	2
322	бы его	2	2
323	с очень	1	2
324	у вас	1	2
325	есть просто	4	2
326	и от	3	2
327	собственно говоря	4	2
328	я хотел	1	2
329	к этой	2	2
330	же в	2	2
331	в сравнении	3	2
332	есть и	12	2
333	же и	2	2
334	не говорится	1	2
335	в своих	2	2
336	в объективном	1	1
337	от этой	1	1
338	и т	24	1
339	например в	2	1
340	в этот	1	1
341	бытия а	1	1
342	а из	2	1
343	было тем	1	1
344	мере в	3	1
345	основан на	1	1
346	есть сама	1	1
347	от самого	2	1
348	конечно с	1	1
349	из другого	1	1
350	культура не	1	1
351	по преимуществу	1	1
352	он всегда	1	1
353	высшей степени	1	1
354	с таким	1	1
355	признаки предмета	1	1
356	и за	1	1
357	по его	1	1
358	радость и	1	1
359	есть не	9	1
360	хорошо и	1	1
361	ответить на	1	1
362	пока только	1	1
363	за несколько	1	1
364	говорить о	4	1
365	но она	3	1
366	что иное	6	1
367	а для	2	1
368	вас не	1	1
369	оно есть	2	1
370	представление о	1	1
371	которое не	2	1
372	но даже	3	1
373	и ни	3	1
374	думаю что	1	1
375	и самого	1	1
376	верить в	2	1
377	иное как	6	1
378	бы то	2	1
379	истории в	1	1
380	самом деле	6	1
381	но тогда	11	1
382	то он	1	1
383	но как	2	1
384	а только	1	1
385	нельзя понимать	1	1
386	если действительно	1	1
387	не просто	18	1
388	нет и	4	1
389	во что	4	1
390	чем же	1	1
391	всего от	3	1
392	независимо от	1	1
393	что именно	3	1
394	природы и	2	1
395	оснований думать	1	1
396	о жизни	1	1
397	этой стороны	1	1
398	что нет	4	1
399	целый ряд	2	1
400	это вообще	1	1
401	духа и	1	1
402	себе не	1	1
403	мало ли	1	1
404	вы сами	2	1
405	как результат	1	1
406	нему с	1	1
407	идея и	1	1
408	к чему	1	1
409	та же	1	1
410	бы и	1	1
411	целое что	1	1
412	было ни	2	1
413	право на	1	1
414	думать что	2	1
415	что ничего	1	1
416	есть попросту	1	1
417	тому же	2	1
418	мы констатировали	1	1
419	говорю о	1	1
420	если предмет	1	1
421	если он	1	1
422	есть но	2	1
423	что вера	1	1
424	новых точек	1	1
425	что она	9	1
426	бы от	1	1
427	чтобы он	1	1
428	он ни	1	1
429	т д	23	1
430	после этого	1	1
431	одно что	1	1
432	они в	1	1
433	свою собственную	1	1
434	и совершенно	1	1
435	чем у	1	1
436	них нет	1	1
437	не к	1	1
438	мир как	8	1
439	его от	1	1
440	ней не	1	1
441	его можно	1	1
442	это конечно	1	1
443	от нее	1	1
444	раз из	1	1
445	то ни	1	1
446	уверены и	1	1
447	что все	14	1
448	как видите	1	1
449	что мир	7	1
450	им как	1	1
451	связанных с	1	1
452	и никакого	4	1
453	говорил что	2	1
454	воскресения и	1	1
455	а как	1	1
456	он есть	3	1
457	отца и	2	1
458	не знаете	2	1
459	в свой	1	1
460	либерализм и	1	1
461	о троичности	2	1
462	всего прочего	5	1
463	из нее	2	1
464	на которую	1	1
465	убежден в	1	1
466	что природа	1	1
467	все равно	2	1
468	далеко не	1	1
469	очень интересно	1	1
470	для своего	1	1
471	на основании	2	1
472	но лишь	1	1
473	мы имеем	1	1
474	во внимание	2	1
475	предмета от	1	1
476	между собою	1	1
477	же самый	2	1
478	и идею	1	1
479	существует то	1	1
480	чем в	1	1
481	даны не	1	1
482	что такого	1	1
483	бога и	1	1
484	такой же	1	1
485	лучше всего	1	1
486	и ко	1	1
487	но я	1	1
488	зрения можно	1	1
489	можно только	4	1
490	не так	1	1
491	во время	1	1
492	но если	6	1
493	вещей с	1	1
494	от своего	2	1
495	будет в	1	1
496	а главное	1	1
497	вещь есть	2	1
498	к истории	2	1
499	взгляд на	1	1
500	в такой	1	1
501	и без	3	1
502	то для	1	1
503	место в	1	1
504	ни малейшего	1	1
505	оказывается что	1	1
506	необходимое и	1	1
507	бы мы	1	1
508	вот эта	1	1
509	дает в	1	1
510	мир и	3	1
511	не можете	1	1
512	выше мы	1	1
513	же тут	4	1
514	если бы	6	1
515	без всяких	1	1
516	есть еще	3	1
517	материи но	3	1
518	уже сказали	1	1
519	вещей и	6	1
520	что этот	2	1
521	для нее	1	1
522	и необходимость	1	1
523	его внутреннего	1	1
524	быть или	2	1
525	вообще но	1	1
526	но они	2	1
527	всего была	1	1
528	что сущность	1	1
529	что с	1	1
530	природа и	1	1
531	в возможности	4	1
532	дело не	1	1
533	что их	2	1
534	что такое	21	1
535	своего существования	1	1
536	и сама	5	1
537	на него	1	1
538	как о	4	1
539	знания и	1	1
540	мы все	1	1
541	этих фактов	1	1
542	но только	4	1
543	бога не	2	1
544	может только	1	1
545	только не	10	1
546	каждый из	1	1
547	следовательно и	2	1
548	связанное с	1	1
549	жизни не	1	1
550	в самой	1	1
551	материя а	1	1
552	всего и	3	1
553	этих двух	1	1
554	очень мало	2	1
555	он хочет	1	1
556	идеей или	1	1
557	и является	2	1
558	во всем	3	1
559	невозможно в	1	1
560	и часть	1	1
561	которую можно	1	1
562	действительно существует	1	1
563	о материи	4	1
564	вопрос не	1	1
565	из пределов	1	1
566	в каком	3	1
567	если только	4	1
568	ну а	2	1
569	перед ним	1	1
570	бытия не	1	1
571	законами природы	1	1
572	у меня	2	1
573	даже о	2	1
574	и здесь	2	1
575	не столь	1	1
576	вопросу об	1	1
577	в т	1	1
578	сравнении с	3	1
579	должны быть	3	1
580	о теле	1	1
581	что является	1	1
582	за что	1	1
583	все еще	2	1
584	утверждать что	6	1
585	этого второго	1	1
586	больше ничего	6	1
587	тогда я	1	1
588	и которая	1	1
589	не забудем	2	1
590	не будет	3	1
591	говоря нет	1	1
592	которого мы	1	1
593	не хочу	1	1
594	ровно никаких	1	1
595	и человеческая	1	1
596	только при	1	1
597	совершенно ясно	1	1
598	мы перешли	1	1
599	чтобы быть	4	1
600	нет никакой	4	1
601	если о	1	1
602	только то	1	1
603	в себя	1	1
604	так в	2	1
605	никаких логических	1	1
606	есть все	1	1
607	и необходимости	2	1
608	от того	4	1
609	верит в	1	1
610	как с	2	1
611	ясно что	7	1
612	вечное и	1	1
613	с самим	1	1
614	столько же	1	1
615	в споре	1	1
616	во многом	1	1
617	еще не	2	1
618	ибо я	1	1
619	ступени его	1	1
620	быть может	3	1
621	для этого	2	1
622	ряд понятий	1	1
623	против этого	1	1
624	уже было	1	1
625	тех кто	1	1
626	на вопрос	1	1
627	и та	1	1
628	то как	2	1
629	не содержит	2	1
630	не имеем	1	1
631	от материи	1	1
632	и который	1	1
633	в вопросах	1	1
634	его пришлось	1	1
635	ничего то	1	1
636	мне о	1	1
637	под москвой	1	1
638	жизни он	1	1
639	не дал	1	1
640	об идее	1	1
641	я вижу	3	1
642	тотчас же	1	1
643	представления о	1	1
644	еще только	1	1
645	как объяснить	2	1
646	в него	1	1
647	в лице	1	1
648	а кроме	1	1
649	не зная	1	1
650	– то	1	1
651	но тут	1	1
652	значит что	24	1
653	но с	1	1
654	но тот	1	1
655	что только	1	1
656	этот вопрос	1	1
657	как нечто	1	1
658	о физическом	1	1
659	знание в	1	1
660	и глупо	1	1
661	и раньше	1	1
662	и ее	3	1
663	не мешает	2	1
664	и тем	2	1
665	со всеми	2	1
666	в качестве	1	1
667	же он	2	1
668	с какой	1	1
669	если мы	1	1
670	только на	7	1
671	ничего нельзя	2	1
672	ни одного	1	1
673	существу своему	1	1
674	мы тут	1	1
675	хочет понять	1	1
676	при помощи	3	1
677	уже с	1	1
678	я люблю	1	1
679	из них	3	1
680	и этот	1	1
681	она действительно	2	1
682	никто не	2	1
683	словами здесь	1	1
684	точка зрения	5	1
685	представлений о	1	1
686	в одном	1	1
687	выразить в	1	1
688	споре с	1	1
689	к ним	1	1
690	далек от	1	1
691	материя в	2	1
692	v –	1	1
693	заметить что	1	1
694	с моей	2	1
695	как раз	7	1
696	видения и	1	1
697	тем что	3	1
698	этом отношении	1	1
699	время может	1	1
700	без внимания	1	1
701	невозможно не	1	1
702	зрения с	1	1
703	это будет	4	1
704	и бытии	1	1
705	чему не	1	1
706	даже не	6	1
707	живой и	1	1
708	до сих	1	1
709	тот кто	1	1
710	говорить и	2	1
711	и красоту	1	1
712	в природе	2	1
713	на людей	1	1
714	если бог	1	1
715	получается что	2	1
716	при чем	1	1
717	обратиться к	1	1
718	больше и	1	1
719	надо применить	1	1
720	деле если	1	1
721	то и	3	1
722	мир а	1	1
723	ничем не	7	1
724	мы и	4	1
725	и светлая	1	1
726	забудем что	1	1
727	ни о	3	1
728	обычно не	2	1
729	что из	1	1
730	что мы	8	1
731	это кроме	1	1
732	если это	1	1
733	ни за	1	1
734	все то	1	1
735	можно утверждать	2	1
736	ни на	3	1
737	историю как	1	1
738	его как	3	1
739	узкое и	1	1
740	если она	1	1
741	никогда нельзя	1	1
742	о воплощении	1	1
743	характера и	1	1
744	вас в	1	1
745	не могут	4	1
746	она есть	10	1
747	есть только	12	1
748	перед нами	3	1
749	зрения совершенно	1	1
750	это есть	8	1
751	не что	6	1
752	и всей	1	1
753	вера и	2	1
754	существ и	1	1
755	для понимания	1	1
756	есть непосредственно	1	1
757	из отдельных	1	1
758	тех пор	2	1
759	первом плане	1	1
760	как например	2	1
761	будет и	1	1
762	сих пор	1	1
763	оба они	1	1
764	среди прочих	1	1
765	всяких признаков	1	1
766	но для	2	1
767	в смысле	2	1
768	тут тоже	1	1
769	сознании и	1	1
770	при всем	4	1
771	которых он	1	1
772	потому не	1	1
773	ему только	1	1
774	все будущее	2	1
775	мира и	3	1
776	и кроме	2	1
777	не с	1	1
778	христа и	1	1
779	от него	1	1
780	из себя	2	1
781	то о	1	1
782	ни к	3	1
783	от всего	6	1
784	конечно нельзя	1	1
785	прочего и	2	1
786	есть уже	1	1
787	личности и	5	1
788	от всякого	5	1
789	есть бытие	2	1
790	быть и	3	1
791	между ними	1	1
792	только как	5	1
793	а ведь	1	1
794	была бы	3	1
795	же самой	1	1
796	но когда	1	1
797	по одному	2	1
798	религии и	1	1
799	и солнце	1	1
800	уже есть	1	1
801	а может	1	1
802	бы даже	1	1
803	ее в	2	1
804	те которые	1	1
805	в машину	1	1
806	совершенно нет	1	1
807	они не	2	1
