N	2gram	Voloshinov_1	Literetu
1	и не	16	22
2	в мире	1	16
3	и в	15	16
4	при этом	7	15
5	в этом	13	14
6	не только	5	14
7	но и	4	14
8	в том	4	12
9	может быть	13	12
10	а не	2	12
11	то что	10	12
12	хх века	2	11
13	я и	6	10
14	не в	4	10
15	то же	7	9
16	так и	10	9
17	в то	6	9
18	того что	2	9
19	в этой	5	8
20	в жизни	5	8
21	том что	5	8
22	не может	13	8
23	к себе	3	8
24	как бы	11	8
25	в своей	9	7
26	же время	5	7
27	только в	6	7
28	себя в	2	7
29	со стороны	2	7
30	точки зрения	13	7
31	я в	1	7
32	еще не	7	6
33	с его	8	6
34	в себе	4	6
35	в другом	1	6
36	произведение искусства	1	6
37	о том	1	6
38	и его	15	6
39	в его	9	6
40	и т.п	2	6
41	с другой	1	6
42	к тому	4	6
43	в отличие	1	5
44	отличие от	1	5
45	как в	3	5
46	в целом	2	5
47	то есть	1	5
48	это не	2	5
49	как и	6	5
50	в основе	3	5
51	этом отношении	2	5
52	в ее	4	5
53	что он	8	5
54	в качестве	2	5
55	именно в	3	5
56	вместе с	4	5
57	особого рода	1	5
58	а в	6	5
59	одним из	3	4
60	но не	5	4
61	по отношению	11	4
62	пути в	1	4
63	хотя и	1	4
64	входит в	1	4
65	должно быть	2	4
66	однако в	1	4
67	даже в	1	4
68	не говоря	1	4
69	никогда не	7	4
70	данном случае	3	4
71	а также	1	4
72	с одной	1	4
73	в начале	1	4
74	из них	1	4
75	одно из	3	4
76	в одном	3	4
77	как будто	1	4
78	до конца	5	4
79	одной стороны	1	4
80	в данном	3	4
81	по существу	1	4
82	и для	2	4
83	я как	1	4
84	об искусстве	1	4
85	жизни в	3	4
86	отношению к	9	4
87	отношения к	2	3
88	например в	1	3
89	самом деле	7	3
90	той же	2	3
91	с ее	3	3
92	но уже	1	3
93	хх веке	1	3
94	отнюдь не	2	3
95	однако не	1	3
96	и как	1	3
97	и наконец	10	3
98	и к	7	3
99	но в	9	3
100	то в	1	3
101	бы и	2	3
102	а затем	1	3
103	и тем	1	3
104	в г	3	3
105	с точки	10	3
106	себе самому	1	3
107	потому что	4	3
108	в области	3	3
109	еще в	1	3
110	прежде всего	11	3
111	между тем	2	3
112	все время	4	3
113	совершенно не	2	3
114	уже не	5	3
115	в самом	6	3
116	наконец в	1	3
117	в хх	1	3
118	более того	2	3
119	мира в	1	3
120	как это	1	3
121	это как	3	3
122	жизни и	5	3
123	как на	3	3
124	совершенно новой	1	2
125	того же	1	2
126	в первом	2	2
127	жизни к	3	2
128	как мы	10	2
129	вопрос о	1	2
130	на себя	2	2
131	я не	3	2
132	жизни как	1	2
133	из того	2	2
134	мы и	4	2
135	то это	1	2
136	и на	3	2
137	время в	2	2
138	бы то	1	2
139	во всех	8	2
140	теперь как	1	2
141	с первой	1	2
142	отказ от	1	2
143	отношение к	7	2
144	все же	5	2
145	когда он	1	2
146	в противоположность	1	2
147	не знает	3	2
148	он в	1	2
149	объекта в	1	2
150	на то	1	2
151	вследствие этого	1	2
152	все они	2	2
153	с чувством	2	2
154	в нем	4	2
155	чтобы он	1	2
156	о которой	2	2
157	в первой	1	2
158	не как	1	2
159	и вот	6	2
160	художественное творчество	2	2
161	человека в	3	2
162	объект и	1	2
163	в работе	1	2
164	то ни	1	2
165	в совершенно	2	2
166	и с	7	2
167	в глубине	2	2
168	его в	8	2
169	было бы	6	2
170	и даже	2	2
171	далеко не	4	2
172	со своими	1	2
173	не всегда	4	2
174	он и	2	2
175	мы с	1	2
176	и тогда	1	2
177	и при	3	2
178	художественного творчества	1	2
179	и ее	3	2
180	и другого	1	2
181	быть может	1	2
182	по себе	2	2
183	нас к	1	2
184	не менее	3	2
185	в нас	2	2
186	того чтобы	2	2
187	как раз	2	2
188	целом и	2	2
189	у нас	3	2
190	он ищет	1	2
191	то она	1	2
192	сознания с	5	2
193	во второй	5	2
194	мира и	1	2
195	если бы	3	2
196	о нем	1	2
197	на страницах	1	2
198	одного из	1	2
199	можно сказать	4	2
200	во втором	3	2
201	что и	2	2
202	во всей	1	2
203	и только	4	2
204	и об	1	2
205	по собственному	1	2
206	с ними	4	2
207	со всеми	3	2
208	связи с	1	2
209	решающее значение	1	2
210	к своим	1	2
211	для него	5	2
212	тем что	1	2
213	для того	1	2
214	или иной	1	2
215	на свое	1	2
216	себя и	3	2
217	так же	1	2
218	и потому	8	2
219	и характерные	1	2
220	если это	1	2
221	быть не	1	2
222	один из	4	2
223	это последнее	1	2
224	читателя и	1	2
225	сознания и	5	2
226	что в	6	2
227	в каждой	1	2
228	в свою	2	2
229	жизни а	1	2
230	я это	1	2
231	оно не	2	2
232	ее в	2	2
233	в своих	4	2
234	к этому	7	2
235	русской литературы	1	2
236	была бы	1	1
237	и т	1	1
238	и хотя	1	1
239	начинается с	1	1
240	и то	2	1
241	на самом	2	1
242	тех же	1	1
243	исходя из	1	1
244	это и	1	1
245	и есть	2	1
246	не признает	1	1
247	человеком в	1	1
248	и принципиально	1	1
249	и до	3	1
250	оно было	1	1
251	все те	4	1
252	объекта на	1	1
253	с таким	1	1
254	трудный путь	1	1
255	века в	2	1
256	и за	2	1
257	мы уже	5	1
258	всей ее	1	1
259	полагает что	1	1
260	своего существования	1	1
261	из своих	1	1
262	тому кто	1	1
263	и совсем	1	1
264	память о	1	1
265	это означает	1	1
266	в последнем	1	1
267	работе над	1	1
268	и со	2	1
269	целого в	1	1
270	в ней	5	1
271	проявляется в	1	1
272	он был	3	1
273	этих на	1	1
274	он сам	4	1
275	мысли и	4	1
276	этой почве	1	1
277	в чем	4	1
278	конкурировать с	2	1
279	сознания а	1	1
280	во внешнем	8	1
281	о смерти	1	1
282	к которой	1	1
283	себе самой	1	1
284	конечном счете	1	1
285	высшей ценностью	1	1
286	его историческим	1	1
287	с собою	1	1
288	нет и	1	1
289	за пределы	2	1
290	вмешивается в	1	1
291	определяется не	1	1
292	к сожалению	1	1
293	в истории	3	1
294	в центре	3	1
295	первый взгляд	1	1
296	независимо от	1	1
297	данный момент	1	1
298	с этим	6	1
299	вспомним что	2	1
300	в своем	2	1
301	перед нами	1	1
302	что по	1	1
303	в этот	4	1
304	себя ведь	1	1
305	за собой	1	1
306	себе как	1	1
307	жизни еще	1	1
308	жизни так	3	1
309	в нашем	3	1
310	бы не	1	1
311	влечение к	7	1
312	уже в	1	1
313	мы чувствуем	1	1
314	как он	1	1
315	так сказать	3	1
316	мир но	1	1
317	вообще не	1	1
318	отцом и	3	1
319	к искусству	1	1
320	и забот	1	1
321	тем не	2	1
322	между субъективной	1	1
323	она становится	1	1
324	он не	4	1
325	при определенных	1	1
326	врача и	1	1
327	в корне	1	1
328	же остается	1	1
329	людей и	1	1
330	принес с	1	1
331	прежде чем	1	1
332	апеллирует к	1	1
333	не бывает	1	1
334	последнее слово	1	1
335	было его	2	1
336	здесь мы	1	1
337	слова и	2	1
338	выражение и	1	1
339	ни чувств	1	1
340	значение в	3	1
341	на все	2	1
342	с другими	5	1
343	искусства в	1	1
344	который и	1	1
345	всей остальной	1	1
346	матери и	2	1
347	своей основе	1	1
348	еще одно	1	1
349	кажется что	1	1
350	только одно	1	1
351	реальности и	2	1
352	о которых	1	1
353	как совокупность	1	1
354	жизни от	1	1
355	соотношения сил	1	1
356	в самую	1	1
357	этого не	2	1
358	место и	1	1
