N	4gram	Vinokur_Ku_2	Myshleni
1	в то время как	1	4
2	с этой точки зрения	2	4
3	заключается в том что	1	4
4	в той мере в	1	3
5	состоит в том что	1	3
6	той мере в какой	1	2
7	ответ на этот вопрос	1	2
8	потому что оно имеет	1	1
9	только в том что	1	1
10	устной и письменной речью	1	1
11	не что иное как	1	1
12	но не до конца	1	1
13	мере в какой они	1	1
14	в этом последнем случае	1	1
15	все более и более	1	1
16	одной и той же	1	1
17	и в другом отношении	1	1
18	и в другом случае	1	1
19	для того чтобы понять	1	1
20	есть не что иное	1	1
