N	2gram	Nazirov_Tv_1	Problema
1	и не	7	28
2	то есть	12	27
3	не только	7	24
4	только в	5	23
5	в виде	3	22
6	вовсе не	5	21
7	и в	21	20
8	в том	7	20
9	ни в	1	17
10	все эти	1	16
11	то что	8	15
12	потому что	5	15
13	у нас	1	14
14	было бы	1	14
15	но и	3	14
16	также и	1	13
17	перед нами	2	13
18	не в	2	13
19	даже и	1	13
20	в себе	2	12
21	том что	11	12
22	не есть	1	12
23	по себе	1	11
24	прежде всего	4	11
25	как будто	5	11
26	отнюдь не	5	10
27	тем не	2	10
28	и его	6	10
29	не менее	6	10
30	так и	2	10
31	в качестве	2	10
32	при помощи	2	10
33	это значит	1	10
34	в этом	6	9
35	может быть	5	9
36	и даже	3	9
37	все это	10	9
38	но в	7	8
39	таким образом	5	8
40	значит что	2	8
41	что он	6	8
42	и все	6	8
43	то же	13	7
44	в ней	2	7
45	еще не	1	7
46	и с	3	7
47	это не	4	7
48	хотя бы	5	7
49	и тем	2	7
50	с другой	3	7
51	именно в	2	7
52	сказать что	2	7
53	а не	5	7
54	тоже есть	1	7
55	есть не	2	6
56	мы имеем	1	6
57	при этом	7	6
58	всех этих	1	6
59	об этом	2	6
60	как и	12	6
61	в данном	2	6
62	но если	3	6
63	по крайней	2	6
64	же самое	1	6
65	в виду	2	6
66	крайней мере	2	6
67	так что	2	6
68	в одно	2	6
69	по своему	1	6
70	но это	5	6
71	и от	4	6
72	другой стороны	1	6
73	в таком	1	6
74	на самом	3	5
75	действительности и	2	5
76	но не	3	5
77	как в	8	5
78	хотя и	3	5
79	и если	1	5
80	в нем	3	5
81	да и	1	5
82	в них	1	5
83	в этих	2	5
84	и о	1	5
85	в ее	1	5
86	данном случае	2	5
87	каждый раз	1	5
88	о том	6	5
89	можно сказать	2	5
90	жизни и	3	5
91	уже не	3	5
92	если мы	1	5
93	так как	3	5
94	то и	1	5
95	не может	4	5
96	вместе с	2	5
97	так же	3	5
98	в смысле	1	5
99	не существует	3	5
100	или в	2	5
101	в целях	1	5
102	и т	3	4
103	это и	3	4
104	но даже	1	4
105	что его	2	4
106	человеческих отношений	3	4
107	кроме того	1	4
108	и есть	1	4
109	и наконец	2	4
110	нет никакой	1	4
111	уже в	3	4
112	тут и	3	4
113	в этой	5	4
114	что она	2	4
115	времени и	4	4
116	с тем	1	4
117	в своей	4	4
118	в одном	1	4
119	в отношении	1	4
120	тем самым	7	4
121	отличается от	1	4
122	не имеет	1	4
123	только не	1	4
124	в самой	1	4
125	нет ни	2	4
126	указывает на	1	4
127	жизнь и	1	4
128	с ним	3	4
129	никак не	1	4
130	во всех	1	4
131	тем более	1	4
132	разложения в	1	4
133	одной из	4	4
134	и ее	1	4
135	что не	2	4
136	с этим	1	4
137	как бы	17	4
138	в художественном	1	4
139	как раз	1	4
140	у достоевского	28	4
141	медный всадник	2	4
142	же в	1	4
143	а в	6	4
144	в то	15	4
145	в какой	1	4
146	самом деле	2	3
147	и этот	1	3
148	он как	1	3
149	но она	2	3
150	то это	1	3
151	и на	7	3
152	он был	1	3
153	в истории	1	3
154	же и	2	3
155	в своем	4	3
156	и к	1	3
157	бы и	1	3
158	учение о	1	3
159	сливаются в	1	3
160	имеем в	1	3
161	т д	1	3
162	но все	1	3
163	человека в	6	3
164	из них	2	3
165	здесь нет	2	3
166	в жизни	2	3
167	все равно	1	3
168	как это	1	3
169	в эпилоге	4	3
170	связи с	1	3
171	вплоть до	1	3
172	трактуется как	1	3
173	и другое	1	3
174	дело не	3	3
175	у пушкина	2	3
176	мы все	1	3
177	казалось бы	1	3
178	в области	1	3
179	к тому	2	3
180	к нему	1	3
181	том или	1	3
182	в его	13	3
183	что и	2	3
184	даже если	1	3
185	для всех	1	3
186	а это	1	3
187	здесь мы	2	3
188	не так	3	3
189	для него	6	3
190	гоголя и	2	3
191	тем что	1	3
192	само собой	1	3
193	не было	1	3
194	и стремление	1	3
195	в связи	1	3
196	ни на	3	3
197	к его	1	3
198	это произведение	1	3
199	а если	1	3
200	это есть	1	3
201	и более	1	3
202	только для	1	3
203	между прочим	1	3
204	это уже	5	3
205	и как	4	3
206	мы должны	1	3
207	все они	1	3
208	петербург достоевского	3	3
209	что в	12	3
210	точно так	2	3
211	для ее	1	2
212	чтобы не	1	2
213	нам кажется	1	2
214	за собой	1	2
215	по преимуществу	2	2
216	уже по	1	2
217	в которой	3	2
218	время как	1	2
219	говорить о	1	2
220	не вполне	1	2
221	разобраться в	1	2
222	и он	2	2
223	чем отличается	1	2
224	между собой	1	2
225	иное как	1	2
226	нам представляется	1	2
227	столь же	1	2
228	в чем	2	2
229	в петербурге	4	2
230	не то	2	2
231	все же	5	2
232	и где	1	2
233	говорит что	2	2
234	то в	2	2
235	со своей	1	2
236	что это	1	2
237	в известном	1	2
238	тому же	1	2
239	если он	1	2
240	на его	3	2
241	он не	8	2
242	перестает быть	1	2
243	не к	1	2
244	с ее	3	2
245	на земле	3	2
246	а вместе	1	2
247	не будет	2	2
248	на все	1	2
249	на этой	1	2
250	его в	1	2
