N	2gram	Propp_Russ_2	FransuaR
1	и в	29	45
2	и не	1	15
3	в этом	11	14
4	но в	5	14
5	не только	10	14
6	во всех	3	13
7	и его	1	13
8	в его	1	13
9	как бы	18	12
10	во время	12	12
11	что в	22	12
12	то же	4	11
13	в своем	1	11
14	в то	2	11
15	право на	2	10
16	в нем	1	10
17	и с	10	10
18	как и	11	10
19	в том	22	10
20	но и	8	10
21	прежде всего	2	10
22	в ней	1	8
23	таким образом	6	8
24	как мы	3	8
25	и др	1	8
26	так же	4	8
27	он был	1	7
28	мы видели	7	7
29	том что	22	7
30	не в	4	7
31	потому что	5	7
32	что и	2	7
33	в конце	1	7
34	и все	4	7
35	все это	10	7
36	здесь не	1	6
37	в этой	3	6
38	всех этих	1	6
39	в них	4	6
40	того чтобы	6	6
41	связи с	2	6
42	так и	1	6
43	что он	1	6
44	так как	13	6
45	для того	6	6
46	одним из	2	5
47	например в	1	5
48	на самом	2	5
49	это и	2	5
50	здесь и	1	5
51	и на	6	5
52	хотя и	1	5
53	и как	2	5
54	все эти	3	5
55	на этом	3	5
56	его в	8	5
57	с ним	1	5
58	этом отношении	1	5
59	и обновления	1	5
60	этого праздника	2	5
61	человека с	1	5
62	как раз	1	5
63	не может	5	5
64	но это	1	5
65	на части	9	5
66	есть и	1	5
67	же как	4	4
68	мы уже	1	4
69	мы не	6	4
70	и о	3	4
71	но не	5	4
72	эта связь	2	4
73	перед нами	1	4
74	кроме того	2	4
75	в самом	1	4
76	тому же	1	4
77	освобождение от	1	4
78	по своему	1	4
79	об этом	2	4
80	в их	2	4
81	своего рода	1	4
82	в основе	1	4
83	и это	1	4
84	можно было	2	4
85	ничего не	1	4
86	и здесь	1	4
87	о том	9	4
88	и во	1	4
89	связаны с	3	4
90	только в	1	4
91	с этим	2	4
92	и даже	1	4
93	здесь в	2	4
94	сказать что	1	4
95	а не	4	4
96	как это	4	4
97	и от	3	4
98	а также	4	4
99	а в	9	4
100	как на	1	4
101	такой же	1	4
102	в приведенном	1	3
103	хлеб и	1	3
104	но она	2	3
105	из этих	2	3
106	как в	7	3
107	в одной	1	3
108	как он	1	3
109	но на	1	3
110	вообще не	1	3
111	что она	3	3
112	связанные с	2	3
113	связанных с	1	3
114	здесь нет	1	3
115	здесь все	1	3
116	в своей	2	3
117	этой связи	1	3
118	в которых	4	3
119	не менее	2	3
120	мир и	1	3
121	но они	1	3
122	дело в	1	3
123	не имеет	3	3
124	что на	2	3
125	от их	1	3
126	с полной	1	3
127	то время	2	3
128	в другом	1	3
129	этот момент	1	3
130	это не	5	3
131	именно в	4	3
132	того что	3	3
133	в праздник	1	3
134	есть в	2	3
135	для него	1	3
136	в одном	1	3
137	но он	3	3
138	не было	2	3
139	на весь	1	3
140	о чем	4	3
141	там где	2	3
142	связь с	3	3
143	вместе с	6	3
144	в течение	2	3
145	по существу	4	3
146	и для	2	3
147	в году	3	3
148	в заключение	1	3
149	и другие	14	3
150	ту же	1	2
151	можно говорить	1	2
152	в этот	10	2
153	и есть	1	2
154	и до	1	2
155	и за	1	2
156	уверен что	1	2
157	из своих	1	2
158	представлением о	1	2
159	говорить о	1	2
160	это время	2	2
161	в народном	3	2
162	в различных	1	2
163	веселый характер	1	2
164	в данном	6	2
165	отличие от	3	2
166	нет и	1	2
167	относится к	1	2
168	независимо от	1	2
169	все же	2	2
170	когда он	1	2
171	и наконец	1	2
172	от этого	1	2
173	не будем	3	2
174	что это	3	2
175	он в	1	2
176	и если	1	2
177	при этом	6	2
178	он должен	1	2
179	так например	1	2
180	том же	4	2
181	г по	1	2
182	на все	1	2
183	этих форм	1	2
184	от земли	2	2
185	с которой	1	2
186	смеха и	1	2
187	было бы	3	2
188	смерть и	2	2
189	для них	2	2
190	рядом с	1	2
191	с тем	6	2
192	несмотря на	1	2
193	в церкви	2	2
194	когда в	1	2
195	одно из	2	2
196	в г	2	2
197	человеком и	1	2
198	не столько	2	2
199	но эта	1	2
200	эти дни	1	2
201	что эта	1	2
202	если в	1	2
203	на него	1	2
204	и притом	1	2
205	к ней	2	2
206	игры в	2	2
207	начиная с	2	2
208	в духе	1	2
209	что все	1	2
210	о таких	1	2
211	игра в	2	2
212	народа в	1	2
213	должен быть	2	2
214	говорит и	1	2
215	данном случае	7	2
216	так в	2	2
217	и что	5	2
218	еще в	2	2
219	том как	1	2
220	жизнь и	2	2
221	и вообще	1	2
222	другом месте	1	2
223	можно сказать	1	2
224	нас в	1	2
225	к нему	4	2
226	между тем	3	2
227	смертью и	1	2
228	в ту	1	2
229	в свете	3	2
230	и игры	1	2
231	первого мая	1	2
232	ли он	1	2
233	в эти	1	2
234	в качестве	3	2
235	в большинстве	1	2
236	значение и	1	2
237	на столе	1	2
238	может быть	13	2
239	заметить что	2	2
240	церкви и	2	2
241	в особенности	1	2
242	а именно	3	2
243	в ряде	1	2
244	в отличие	3	2
245	превращается в	1	2
246	один из	2	2
247	этой игры	1	2
248	на эту	2	2
249	него не	1	2
250	в одно	1	2
251	в пределах	1	2
252	во все	1	2
253	и там	3	2
254	ее также	1	2
255	только для	1	2
256	под названием	2	2
257	на улице	1	2
258	в эту	3	2
259	священные тексты	1	2
260	то что	5	2
261	жизни в	2	2
262	в период	1	2
263	их с	1	2
264	одновременно и	1	2
265	ко всему	1	2
266	к смеху	1	2
267	это в	2	2
268	к этому	5	2
269	вряд ли	2	1
270	женщины и	1	1
271	также что	2	1
272	принимает форму	1	1
273	и через	3	1
274	он может	1	1
275	они самым	1	1
276	из самых	1	1
277	с масленицей	1	1
278	празднеств и	1	1
279	по его	1	1
280	а как	1	1
281	полагает что	2	1
282	и была	1	1
283	почему во	1	1
284	та же	2	1
285	не была	1	1
286	обряд как	1	1
287	то это	1	1
288	не совсем	2	1
289	магии и	1	1
290	чем больше	1	1
291	тем как	1	1
292	землю и	1	1
293	видели что	4	1
294	же на	1	1
295	не все	4	1
296	не просто	1	1
297	и свои	1	1
298	истину можно	1	1
299	и чем	1	1
300	что они	1	1
301	есть смерть	1	1
302	нечто вроде	2	1
303	это самое	1	1
304	тем больше	1	1
305	масла и	1	1
306	другой день	2	1
307	если она	2	1
308	фигура его	1	1
309	собора и	1	1
310	все остальные	1	1
311	и где	1	1
312	в сопровождении	1	1
313	что по	4	1
314	в фольклоре	4	1
315	более древняя	1	1
316	обряда в	3	1
317	хотя она	1	1
318	сливается с	1	1
319	этого круга	1	1
320	идут в	2	1
321	тем он	1	1
322	ее как	1	1
323	на то	1	1
324	так сказать	1	1
325	и таких	1	1
326	о которой	1	1
327	и еще	2	1
328	была не	2	1
329	характер в	2	1
330	на земле	5	1
331	но вместе	2	1
332	мира мир	1	1
333	и по	3	1
334	сообщает что	8	1
335	в нее	1	1
336	именно это	1	1
337	но все	1	1
338	как оно	2	1
339	в одну	1	1
340	а затем	4	1
341	больше она	1	1
342	на всю	1	1
343	значение в	1	1
344	на этой	1	1
345	г в	1	1
346	дома и	1	1
347	известно что	1	1
348	новой жизни	1	1
349	что большинство	1	1
350	должен был	3	1
