N	2gram	Bakhtin_Pr_3	Psycholo
1	и в	53	38
2	то что	9	35
3	все время	1	30
4	в том	14	25
5	в самом	2	25
6	что в	2	20
7	может быть	12	19
8	и что	1	18
9	что она	1	16
10	точки зрения	4	16
11	в ней	7	15
12	то есть	48	15
13	том что	5	14
14	как бы	14	14
15	потому что	5	14
16	в этом	8	13
17	в этой	1	13
18	не только	4	12
19	таким образом	6	12
20	было бы	5	12
21	не в	2	12
22	мы видим	2	12
23	что он	4	11
24	то же	6	10
25	в сущности	10	10
26	что это	2	10
27	и не	15	10
28	же самое	1	10
29	и все	10	10
30	о которых	1	9
31	с точки	2	9
32	в двух	2	9
33	и то	1	8
34	с этим	2	8
35	как и	11	8
36	видим что	1	8
37	и это	3	8
38	но только	1	8
39	так что	1	8
40	вовсе не	3	8
41	для того	1	8
42	перед нами	5	8
43	мы уже	5	7
44	с другой	2	7
45	заключается в	1	7
46	мы можем	5	7
47	не может	2	7
48	все то	3	7
49	как мы	5	7
50	в ее	3	7
51	между тем	2	7
52	может служить	1	7
53	а не	11	7
54	а в	2	7
55	и на	18	6
56	как это	2	6
57	и если	3	6
58	он не	3	6
59	мы видели	2	6
60	в котором	1	6
61	самого начала	4	6
62	и его	10	6
63	с самого	3	6
64	и здесь	1	6
65	о том	2	6
66	второй план	1	6
67	один из	6	6
68	из них	4	6
69	так как	7	6
70	до сих	5	6
71	там где	1	6
72	мы не	4	5
73	я не	4	5
74	время в	1	5
75	в своем	1	5
76	могли бы	1	5
77	в которой	2	5
78	так сказать	5	5
79	на этом	1	5
80	несмотря на	2	5
81	в своей	3	5
82	казалось бы	3	5
83	в его	8	5
84	но и	7	5
85	вместе с	2	5
86	в той	2	5
87	сих пор	5	5
88	или в	1	5
89	другой стороны	1	5
90	рассказ и	1	4
91	что если	1	4
92	время как	1	4
93	во всех	12	4
94	не то	3	4
95	что они	1	4
96	как в	7	4
97	когда он	1	4
98	в целом	1	4
99	все эти	9	4
100	в тех	1	4
101	в себе	5	4
102	в нем	10	4
103	при этом	3	4
104	здесь мы	2	4
105	но если	1	4
106	одна из	7	4
107	из него	1	4
108	никогда не	2	4
109	в самой	1	4
110	как будто	2	4
111	мы все	2	4
112	что и	3	4
113	с той	1	4
114	только в	4	4
115	конечно не	4	4
116	не можем	1	4
117	у него	1	4
118	и даже	2	4
119	из которых	1	4
120	по своему	6	4
121	и для	4	4
122	этих героев	1	4
123	сказать что	10	4
124	ее в	3	4
125	в своих	2	4
