N	3gram	Vinokur_Vv_1	Dialekti
1	и т д	37	15
2	по крайней мере	4	9
3	с точки зрения	2	8
4	сама по себе	3	7
5	не потому что	1	6
6	в том что	12	6
7	потому что она	1	5
8	то или иное	1	4
9	одно и то	1	4
10	и то же	1	4
11	в связи с	2	4
12	только то что	1	4
13	то же время	5	4
14	о том что	12	4
15	с другой стороны	5	4
16	только тогда когда	1	4
17	что иное как	4	3
18	в самом деле	5	3
19	принять во внимание	2	3
20	как будто бы	2	3
21	в то же	5	3
22	может быть и	2	3
23	т е в	4	3
24	сам по себе	1	3
25	не что иное	4	3
26	по себе не	1	3
27	не может быть	8	3
28	вовсе не в	2	3
29	можно сказать что	3	3
30	не значит что	1	3
31	мы уже знаем	1	3
32	может быть в	2	3
33	потому что он	2	2
34	и говорить о	1	2
35	тогда когда оно	1	2
36	т д и	1	2
37	что это только	1	2
38	имеется в виду	1	2
39	как это было	1	2
40	до сих пор	5	2
41	в зависимости от	1	2
42	если принять во	1	2
43	и т п	5	2
44	говоря уже о	1	2
45	в тех или	1	2
46	в данном случае	4	2
47	не только в	4	2
48	тем не менее	8	2
49	не могут быть	2	2
50	так или иначе	4	2
51	вопрос об ее	1	2
52	по себе так	1	2
53	во всяком случае	3	2
54	есть не что	2	2
55	от того что	1	2
56	в широком смысле	7	2
57	само по себе	3	2
58	с самого начала	1	2
59	что в нем	2	2
60	но ведь это	1	2
61	и прежде всего	1	2
62	то же самое	2	2
63	не говоря уже	2	2
64	но уже и	1	1
65	много общего с	1	1
66	том что в	1	1
67	а потому что	1	1
68	и то что	2	1
69	что несмотря на	2	1
70	в обоих случаях	1	1
71	тех пор пока	1	1
72	мы говорим о	1	1
73	можно представить себе	2	1
74	сказать что он	1	1
75	только потому что	1	1
76	того что в	1	1
77	самого по себе	1	1
78	не только о	1	1
79	большей или меньшей	2	1
80	но зато она	1	1
81	на самом деле	1	1
82	но это только	1	1
83	том что обе	1	1
84	имея в виду	1	1
85	подобно тому как	1	1
86	в этом смысле	10	1
87	тему о том	1	1
88	и от того	1	1
89	одной стороны и	3	1
90	что в общем	1	1
91	в этом пункте	1	1
92	месте в системе	1	1
93	и даже прямо	1	1
94	это еще не	2	1
95	что в одном	1	1
96	бы то ни	1	1
97	но и в	1	1
98	бы оно было	1	1
99	в этом отношении	3	1
100	что не только	1	1
101	из них и	1	1
102	точно так же	2	1
103	себе не есть	1	1
104	самой своей природе	2	1
105	теснейшим образом связана	1	1
106	д все это	1	1
107	вместе с тем	3	1
108	но что такое	1	1
109	не то что	1	1
110	ту или иную	1	1
111	это может быть	1	1
112	как раз в	1	1
113	это не просто	1	1
114	бы и не	1	1
115	чтобы убедиться в	1	1
116	а потому принципиально	1	1
117	так же как	1	1
118	о котором уже	1	1
119	не в том	2	1
120	по самой своей	2	1
121	в подлинном смысле	1	1
122	в самом своем	2	1
123	с одной стороны	4	1
124	в конце концов	2	1
125	он мог бы	1	1
126	в виду их	1	1
127	отсюда следует что	1	1
128	в том как	1	1
129	то что можно	1	1
130	которые были бы	1	1
131	и в этом	3	1
132	а не самый	1	1
133	одно из двух	1	1
134	т д мы	1	1
135	уже само по	1	1
136	в разной мере	1	1
137	в нем не	1	1
138	на тему о	1	1
139	в одном месте	1	1
140	а в другом	1	1
141	в том отношении	3	1
142	о котором мы	1	1
143	когда мы говорим	1	1
144	и в том	3	1
145	а не только	1	1
146	в свое время	2	1
147	по глубине и	1	1
148	того или иного	1	1
149	все это не	1	1
150	т д все	2	1
151	по сравнению с	3	1
152	крайней мере не	1	1
153	заключается в том	3	1
154	говорить о том	1	1
155	образом связана с	1	1
156	и что такое	1	1
157	всего того что	1	1
158	но дело не	2	1
159	связи с этим	1	1
160	всего то что	2	1
161	к выводу что	5	1
162	вопрос о том	5	1
163	т е по	1	1
164	что обе эти	1	1
165	в разной степени	1	1
166	той или иной	1	1
167	нисколько не мешает	1	1
168	но все же	3	1
169	том отношении что	3	1
170	каждой из них	1	1
171	до тех пор	1	1
172	что тут нет	1	1
173	как мы уже	1	1
174	когда мы имеем	1	1
175	могут быть в	1	1
176	к тому что	1	1
177	т д однако	3	1
178	это не только	2	1
179	дело не в	1	1
180	но в силу	1	1
181	нечего и говорить	1	1
182	т д в	2	1
183	на задний план	1	1
184	не в этом	1	1
185	обратим внимание на	1	1
186	в своей природе	1	1
