N	2gram	Tiupa_Narr_2	Myslijsy
1	то есть	9	34
2	потому что	2	33
3	то что	8	29
4	может быть	10	26
5	таким образом	5	24
6	в этом	13	23
7	в том	14	23
8	и в	13	23
9	в слове	3	22
10	и не	14	18
11	что в	4	17
12	при этом	14	15
13	только в	11	15
14	то же	4	14
15	в себе	8	14
16	как и	4	14
17	того что	6	14
18	для нас	2	14
19	если бы	4	13
20	а не	17	12
21	том что	13	12
22	что я	3	11
23	не в	8	11
24	но и	15	11
25	не может	8	11
26	по отношению	5	10
27	не только	26	10
28	тем что	1	10
29	что мы	1	10
30	и потому	1	10
31	между тем	3	9
32	мы не	2	8
33	в своем	6	8
34	но в	6	8
35	было бы	2	8
36	стало быть	2	8
37	о том	5	8
38	другими словами	1	8
39	сказать что	3	8
40	отношению к	5	8
41	и т	2	7
42	очевидно что	1	7
43	как в	5	7
44	что это	4	7
45	на то	2	7
46	в нем	5	7
47	в силу	4	7
48	мысли и	1	7
49	это не	3	7
50	и что	2	7
51	что и	2	7
52	вовсе не	2	7
53	и к	6	6
54	в которой	1	6
55	мысль о	2	6
56	так и	9	6
57	что не	1	6
58	заметить что	1	6
59	для того	1	6
60	вместе с	1	6
61	тем и	1	6
62	говорить о	2	5
63	хотя и	5	5
64	бы и	1	5
65	как бы	6	5
66	так сказать	3	5
67	слово есть	1	5
68	должно быть	1	5
69	не менее	4	5
70	с ним	4	5
71	не имеет	2	5
72	есть только	1	5
73	внимание на	3	5
74	к нему	1	5
75	так что	1	5
76	есть в	1	5
77	не можем	1	5
78	в его	6	5
79	для него	4	5
80	что же	1	5
81	слова и	1	5
82	все это	1	5
83	тем более	2	5
84	а в	9	5
85	таким же	1	5
86	во всяком	1	5
87	а между	1	4
88	есть не	1	4
89	и о	1	4
90	предположить что	1	4
91	могли бы	2	4
92	что все	1	4
93	и с	1	4
94	и тем	5	4
95	мы имеем	3	4
96	точки зрения	5	4
97	в котором	5	4
98	сих пор	1	4
99	тем не	5	4
100	т п	2	4
101	видно что	2	4
102	и более	2	4
103	в то	5	4
104	на котором	1	4
105	того чтобы	3	4
106	со своим	2	4
107	в сознании	2	4
108	в каком	1	4
109	же самое	1	4
110	если же	1	4
111	быть может	2	4
112	можно сказать	6	4
113	что он	5	4
114	хотя бы	2	4
115	то и	3	4
116	в одном	1	4
117	тогда как	15	4
118	только на	2	4
119	до сих	1	4
120	а именно	1	4
121	как же	1	4
122	так же	2	4
123	в данном	10	4
124	в той	5	4
125	да и	3	4
126	и все	4	4
127	между ними	1	4
128	по поводу	2	4
129	тем самым	5	4
130	в таком	3	4
131	например в	1	3
132	самом деле	3	3
133	на самом	2	3
134	той же	2	3
135	еще не	2	3
136	в действительности	1	3
137	в самом	2	3
138	все эти	3	3
139	бы не	1	3
140	нашего времени	1	3
141	и по	3	3
142	в нее	1	3
143	на нее	1	3
144	мы его	2	3
145	не будет	2	3
146	но уже	1	3
147	к которым	1	3
148	не всегда	1	3
149	ведет к	2	3
150	с точки	2	3
151	но это	2	3
152	не от	1	3
153	в которых	1	3
154	их в	1	3
155	что есть	1	3
156	только не	2	3
157	никогда не	6	3
158	же время	3	3
159	связи с	1	3
160	а мы	1	3
161	к тому	9	3
162	языка и	1	3
163	что у	2	3
164	те же	2	3
165	было в	1	3
166	в виду	1	3
167	с ними	3	3
168	этот вопрос	1	3
169	то в	1	3
170	и так	1	3
171	с нею	2	3
172	уже не	4	3
173	и их	1	3
174	всяком случае	1	3
175	со стороны	6	3
176	что человек	1	3
177	именно в	2	3
178	в речи	1	3
179	более чем	2	3
180	в этих	1	3
181	только что	2	3
182	давно уже	2	3
183	и состоит	2	3
184	в процессе	2	3
185	таком случае	1	2
186	отношения между	2	2
187	а как	3	2
188	как мы	1	2
189	что иное	1	2
190	не вполне	2	2
191	я не	5	2
192	мы и	1	2
193	в ней	2	2
194	проявляется в	1	2
195	и говорить	1	2
196	и сами	1	2
197	иное как	1	2
198	столь же	2	2
199	без которого	1	2
200	же с	1	2
201	его к	1	2
202	имеет в	1	2
203	так или	1	2
204	в нашем	2	2
205	из этих	2	2
206	что она	2	2
207	не следует	3	2
208	он не	5	2
209	состоит в	12	2
210	не глядя	1	2
211	из виду	1	2
212	из него	1	2
213	подобно тому	2	2
214	здесь мы	1	2
215	в мире	4	2
216	об этом	4	2
217	это было	1	2
218	в других	2	2
219	но что	1	2
220	представить себе	3	2
221	и без	1	2
222	от его	2	2
223	признать что	1	2
224	вопрос о	1	2
225	и относительно	1	2
226	тому что	3	2
227	она не	1	2
228	что только	1	2
229	даже не	1	2
230	например что	1	2
231	дело не	1	2
232	иметь в	1	2
233	не имели	1	2
234	имеем дело	2	2
235	и притом	1	2
236	глядя на	1	2
237	к ней	3	2
238	и его	3	2
239	в области	2	2
240	у нас	2	2
241	настоящего времени	1	2
242	не могут	1	2
243	образом что	1	2
244	и вполне	1	2
245	уже было	1	2
246	оно не	2	2
247	не существует	1	2
248	не могу	2	2
249	в ее	4	2
250	данном случае	6	2
251	в глазах	4	2
252	на том	3	2
253	и когда	3	2
254	можно было	2	2
255	не с	1	2
256	к первому	1	2
257	и здесь	2	2
258	в самой	1	2
259	все содержание	1	2
260	но мы	1	2
261	в ряд	1	2
262	бы в	2	2
263	я вижу	1	2
264	в другой	1	2
265	еще более	1	2
266	о единстве	1	2
267	сложное и	1	2
268	может иметь	1	2
269	происходит в	1	2
270	природе как	1	2
271	быть и	1	2
272	один из	3	2
273	в двух	1	2
274	связь и	1	2
275	время когда	1	2
276	именно на	1	2
277	и у	4	2
278	в большинстве	1	2
279	в виде	2	2
280	большинстве случаев	1	2
281	этом в	1	2
282	никто не	1	2
283	отношение к	1	2
284	и даже	3	2
285	с другой	5	2
286	или иначе	2	2
287	на этот	1	2
288	в свою	2	2
289	и быть	1	2
290	превращается в	2	2
291	с которым	1	2
292	человеческой мысли	1	2
293	к его	3	2
294	который бы	1	2
295	по своему	2	2
296	в течение	2	2
297	тому как	2	2
298	том смысле	1	2
299	в это	1	2
300	и для	3	2
301	говорящего и	1	2
302	как теперь	1	2
303	большею частью	1	2
304	виде в	1	2
305	и как	1	2
306	мы должны	1	2
307	во время	2	2
308	я в	5	2
309	хотя в	1	2
310	сводятся к	2	2
311	мысли о	1	2
312	от ее	1	2
313	требует чтобы	1	2
314	не что	1	2
315	из этого	1	2
316	во сне	2	2
317	к другим	1	2
318	точно так	2	2
319	все что	4	2
320	в своих	2	2
321	можно назвать	2	2
322	одним из	1	1
323	с с	1	1
324	у гоголя	1	1
325	относится и	1	1
326	предполагает что	1	1
327	начинается с	1	1
328	отделен от	1	1
329	того же	1	1
330	все остальное	1	1
331	он может	2	1
