N	3gram	Berdyaev_M_1	Psycholo
1	для того чтобы	2	19
2	в том что	1	14
3	мы увидим что	3	6
4	в зависимости от	1	6
5	о том что	1	6
6	в самом деле	1	5
7	до сих пор	2	5
8	по сравнению с	1	4
9	заключает в себе	3	4
10	друг к другу	1	4
11	и т п	1	3
12	и когда мы	1	3
13	с тем что	3	3
14	вместе с тем	5	3
15	можно было бы	1	3
16	в конце концов	2	2
17	может быть и	1	2
18	потому что в	3	2
19	и мы увидим	1	2
20	как бы в	1	2
21	в отличие от	1	2
22	не что иное	1	2
23	не только в	2	2
24	и в самом	3	2
25	что иное как	1	2
26	потому что он	1	2
27	не может быть	17	2
28	в романах достоевского	1	1
29	в самом центре	2	1
30	в том случае	1	1
31	но во всех	1	1
32	и можно назвать	1	1
33	так как они	1	1
34	тем что он	2	1
35	и в том	1	1
36	когда мы говорим	1	1
37	один из самых	4	1
38	для него проблема	1	1
39	себе что он	1	1
40	берет человека в	1	1
41	но не только	1	1
42	что он не	2	1
43	что в конце	1	1
44	есть не только	3	1
45	себе и все	1	1
46	решить вопрос о	1	1
47	том смысле в	1	1
48	в то время	2	1
49	но она не	1	1
50	по отношению к	2	1
51	и в этой	4	1
52	всякий раз когда	1	1
53	не мог бы	1	1
54	что в то	1	1
55	в том смысле	2	1
56	но он не	2	1
57	как будто бы	2	1
58	она все же	1	1
59	от него и	1	1
60	из самой глубины	1	1
61	он никогда не	2	1
62	что он был	1	1
63	мы имеем в	1	1
64	не могут быть	2	1
65	он должен быть	1	1
66	потому что мы	1	1
67	с психологической точки	1	1
68	психологической точки зрения	1	1
69	в нем нет	1	1
70	и есть то	1	1
71	что ему удалось	1	1
72	когда говорил что	1	1
73	то время как	2	1
74	сам не знает	1	1
75	на том что	1	1
76	к тому чтобы	2	1
77	что в основе	1	1
78	отличает его от	1	1
