N	2gram	Tiupa_Anal_2	Problemy
1	и в	16	46
2	то есть	9	40
3	и не	12	27
4	может быть	6	23
5	не может	4	19
6	как бы	10	19
7	в нем	1	17
8	в этом	18	16
9	не только	16	14
10	и т.п	8	14
11	слова в	1	13
12	перед нами	1	12
13	как мы	3	12
14	но и	12	12
15	как и	14	12
16	и на	6	11
17	точки зрения	4	11
18	в одном	2	11
19	а не	10	11
20	в пределах	9	10
21	не в	4	10
22	и к	5	9
23	в самом	6	9
24	с точки	2	9
25	и все	3	9
26	в его	2	9
27	в том	12	9
28	вовсе не	2	9
29	прежде всего	3	9
30	или в	3	8
31	в сущности	4	7
32	еще не	2	7
33	в себе	7	7
34	голосов в	2	7
35	по себе	2	7
36	как раз	4	7
37	слова и	1	7
38	к чужому	1	7
39	то же	4	6
40	никогда не	3	6
41	и он	2	6
42	хотя и	4	6
43	но в	6	6
44	слово в	1	6
45	к одному	1	6
46	в каждом	1	6
47	ни в	1	6
48	на фоне	3	6
49	что я	1	6
50	но это	1	6
51	и его	4	6
52	о нем	1	6
53	только в	4	6
54	есть в	3	6
55	все это	4	6
56	в романе	1	6
57	к другому	1	5
58	в котором	2	5
59	ведь и	2	5
60	с его	1	5
61	во всех	4	5
62	по отношению	4	5
63	за пределы	4	5
64	так сказать	1	5
65	при этом	10	5
66	особенно в	7	5
67	это не	1	5
68	в жизни	1	5
69	в то	2	5
70	это слово	1	5
71	если же	1	5
72	и сам	3	5
73	с самим	3	5
74	о том	7	5
75	же время	2	5
76	к нему	1	5
77	так как	1	5
78	у него	4	5
79	с другом	1	5
80	о себе	2	5
81	друг с	1	5
82	речи и	2	5
83	отношению к	4	5
84	самом деле	1	4
85	в их	3	4
86	на себя	5	4
87	героя и	1	4
88	чужих слов	1	4
89	но не	4	4
90	как в	4	4
91	знаю что	2	4
92	все эти	1	4
93	он не	2	4
94	таким образом	2	4
95	и наконец	1	4
96	он и	2	4
97	том что	12	4
98	в этих	2	4
99	своего рода	12	4
100	том же	1	4
101	раз и	1	4
102	этих двух	1	4
103	потому что	1	4
104	в себя	4	4
105	приводит к	3	4
106	так и	15	4
107	в словах	3	4
108	в виду	1	4
109	и здесь	1	4
110	можно сказать	4	4
111	же и	1	4
112	уже не	4	4
113	уже в	1	4
114	к ним	1	4
115	еще и	1	4
116	превращается в	2	4
117	на границе	1	4
118	да и	1	4
119	то что	7	4
120	с оглядкой	1	4
121	не знает	3	4
122	совершенно не	1	4
123	что в	2	4
124	также и	1	3
125	и понимает	1	3
126	в приведенном	1	3
127	тем же	1	3
128	между двумя	4	3
129	здесь и	1	3
130	и до	2	3
131	мы уже	1	3
132	той же	2	3
133	мы имеем	3	3
134	словами в	1	3
135	и о	1	3
136	конечно и	1	3
137	самим собою	1	3
138	себе и	1	3
139	отличие от	2	3
140	в центре	3	3
141	в своем	4	3
142	более или	1	3
143	из этих	1	3
144	в этой	9	3
145	как он	1	3
146	на то	2	3
147	не к	1	3
148	на этом	4	3
149	в мире	6	3
150	было бы	3	3
151	далеко не	1	3
152	такой же	1	3
153	или менее	1	3
154	но если	1	3
155	и при	1	3
156	и их	2	3
157	в своей	2	3
158	в отличие	2	3
159	не как	1	3
160	в отношении	1	3
161	она не	2	3
162	слова как	1	3
163	по своей	1	3
164	на него	2	3
165	и несколько	1	3
166	своего прямого	1	3
167	у меня	1	3
168	с ее	2	3
169	но при	1	3
170	с собой	1	3
171	нам уже	1	3
172	если бы	3	3
173	и т.д	3	3
174	никак не	2	3
175	и что	1	3
176	и во	2	3
177	слов и	1	3
178	отличается от	1	3
179	между этими	1	3
180	себя в	2	3
181	только на	3	3
182	а то	2	3
183	ведь это	2	3
184	в диалоге	2	3
185	в конце	4	3
186	что и	3	3
187	тем что	3	3
188	и даже	9	3
189	с другой	6	3
190	себя и	1	3
191	более того	1	3
192	так же	2	3
193	к своему	2	3
194	жизнь и	1	3
195	что же	1	3
196	по существу	2	3
197	и для	2	3
198	в речи	3	3
199	бы в	3	3
200	еще более	2	3
201	диалога в	1	3
202	другой стороны	2	3
203	того же	4	3
204	а между	1	2
205	отношения к	2	2
206	и должны	1	2
207	в присутствии	1	2
208	он ничего	1	2
209	а как	2	2
210	из своих	2	2
211	стилизации и	1	2
212	там и	1	2
213	почти до	1	2
214	в общем	2	2
215	сама по	1	2
216	стороны и	1	2
217	в художественном	1	2
218	когда он	1	2
219	и как	1	2
220	его к	1	2
221	зрения как	1	2
222	себе как	1	2
223	бы и	1	2
224	бы не	1	2
225	и резко	1	2
226	но ведь	1	2
227	но на	1	2
228	время и	1	2
229	свое время	1	2
230	никому не	1	2
231	и по	1	2
232	сознания о	1	2
233	об этом	1	2
234	высказывания и	2	2
235	самим собой	1	2
236	лишь в	9	2
237	хотя бы	1	2
238	ко второму	1	2
239	этом смысле	2	2
240	и тем	4	2
241	все равно	1	2
242	себя внимание	3	2
243	автора и	3	2
244	почти нет	1	2
245	социальных диалектов	1	2
246	не менее	4	2
247	которые в	1	2
248	зрения и	1	2
249	одна из	1	2
250	того и	2	2
251	ничего не	9	2
252	только и	1	2
253	жизни не	1	2
254	его речи	1	2
255	языковых стилей	1	2
256	пути и	1	2
257	отношении к	1	2
258	и является	4	2
259	этих случаях	2	2
260	то и	1	2
261	у нас	1	2
262	языка в	1	2
263	могут быть	10	2
264	к тому	7	2
265	той или	3	2
266	указывает на	1	2
267	языка и	2	2
268	в произведении	2	2
269	в другом	1	2
270	можно было	3	2
271	те же	2	2
272	времени и	1	2
273	из одного	1	2
274	с ним	2	2
275	между тем	2	2
276	от них	1	2
277	тем как	1	2
278	здесь в	2	2
279	и одновременно	3	2
280	оглядкой на	1	2
281	этот вопрос	1	2
282	том или	2	2
283	реагирует на	1	2
284	так что	3	2
285	от автора	2	2
286	раз в	1	2
287	героя с	1	2
288	в поэзии	2	2
289	же явления	1	2
290	принадлежащих к	1	2
291	не принимает	1	2
292	для него	4	2
293	сами по	1	2
294	самой этой	1	2
295	а в	3	2
296	и речь	1	2
297	к самому	1	2
298	или иной	3	2
299	только к	1	2
300	на этот	2	2
301	в рассказе	1	2
302	его как	2	2
303	прямо на	1	2
304	вместе с	2	2
305	в данном	8	2
306	в первой	3	2
307	главного героя	3	2
308	этого слова	3	2
309	что ли?	1	2
310	так ли	1	2
311	остается в	1	2
312	оно и	1	2
313	себя на	1	2
314	речи как	1	2
315	в результате	3	2
316	для нас	1	2
317	в литературной	1	2
318	другая в	1	2
319	его жизнь	1	2
320	системе языка	1	2
321	в системе	1	2
322	сказать что	2	2
323	он ведь	1	2
324	остается на	1	2
325	и жизнь	1	2
326	в свое	1	2
327	выходят за	2	2
328	но автор	1	2
329	к другим	1	2
330	значение в	1	2
331	все что	2	2
332	смысла не	1	1
333	я и	3	1
334	слова которые	1	1
335	и то	3	1
336	получает в	1	1
337	так у	4	1
338	перед лицом	2	1
339	по преимуществу	4	1
340	смерть в	1	1
341	например он	1	1
342	жизни здесь	1	1
343	в несколько	1	1
344	побуждает его	1	1
345	входит в	1	1
346	изо всей	1	1
347	именно к	1	1
348	со смертью	3	1
349	словам того	1	1
350	высказывания в	3	1
351	совпадает с	4	1
352	на себе	3	1
353	не вполне	1	1
354	из того	1	1
355	самом наличии	1	1
356	и сами	1	1
357	внимание и	1	1
358	в последних	1	1
359	от себя	1	1
360	же самые	1	1
361	в сюжете	1	1
362	слово представляется	1	1
363	это имеет	1	1
364	в нашем	3	1
365	уж так	4	1
366	иного рода	2	1
367	как правило	4	1
368	не своему	1	1
369	с чужой	1	1
370	который мы	1	1
371	при условии	1	1
372	прозы в	1	1
373	на речь	1	1
374	и речи	1	1
375	диалогическим углом	2	1
376	один и	1	1
377	характер и	1	1
378	себя за	1	1
379	из уст	1	1
380	художественного мира	2	1
381	все остальные	1	1
382	однако не	1	1
383	переживания и	1	1
384	с пьяным	4	1
385	себе не	2	1
386	о самом	1	1
387	художественной концепции	1	1
388	со своей	1	1
389	времени как	2	1
390	текста при	1	1
391	в целом	8	1
392	античности в	1	1
393	бы с	1	1
394	первый момент	1	1
395	так или	1	1
396	что автор	1	1
397	еще один	1	1
398	рассказ о	1	1
399	с их	2	1
400	смеха в	1	1
401	и способами	1	1
402	другой голос	1	1
403	тому же	4	1
404	из его	2	1
405	в наших	1	1
406	и если	3	1
407	на его	3	1
408	что она	2	1
409	в ее	1	1
410	наш анализ	1	1
411	с верой	1	1
412	что же?	1	1
413	читателя в	4	1
414	первой части	1	1
415	или иному	1	1
416	свою собственную	1	1
417	первого лица	1	1
418	в силу	1	1
