N	2gram	Tiupa_Anal_1	DiskursI
1	в качестве	31	34
2	не только	15	28
3	в том	27	23
4	а не	17	22
5	то есть	11	20
6	тогда как	14	19
7	том что	12	19
8	представляет собой	16	17
9	может быть	29	17
10	как и	13	16
11	и в	18	16
12	в этом	13	15
13	еще не	3	14
14	коммуникативного события	14	14
15	но и	17	14
16	при этом	12	13
17	и т.п	5	12
18	речевого общения	1	12
19	по своей	6	11
20	но не	10	11
21	прежде всего	6	11
22	и не	21	11
23	как в	1	10
24	далеко не	6	10
25	с другой	4	10
26	по отношению	6	9
27	в нем	3	9
28	не может	22	9
29	состоит в	11	9
30	с одной	3	9
31	одной стороны	3	9
32	в частности	19	9
33	отношению к	5	9
34	отнюдь не	15	8
35	но в	8	8
36	своего рода	3	8
37	о том	5	8
38	так и	4	8
39	а также	3	8
40	не было	1	7
41	в себе	11	7
42	то же	9	7
43	художественного письма	2	7
44	не в	14	7
45	в основе	6	7
46	роль в	2	7
47	со стороны	2	7
48	в его	13	7
49	только в	6	7
50	высказывания в	1	6
51	и как	5	6
52	в составе	2	5
53	и на	5	5
54	во всех	1	5
55	отличие от	6	5
56	в рамках	3	5
57	природе своей	2	5
58	коммуникативной ситуации	1	5
59	тому же	4	5
60	в силу	3	5
61	художественного дискурса	1	5
62	в котором	3	5
63	в их	5	5
64	в отличие	6	5
65	в процессе	2	5
66	в себя	6	5
67	сводится к	5	5
68	по природе	3	5
69	коммуникативное событие	6	5
70	или иной	6	5
71	можно сказать	2	5
72	а с	3	5
73	в данном	2	5
74	как бы	5	5
75	к тому	7	5
76	а в	9	5
77	то что	6	5
78	в своей	6	5
79	и о	2	4
80	в которых	1	4
81	с его	3	4
82	в сторону	1	4
83	отношение к	2	4
84	и к	3	4
85	уже не	4	4
86	в целом	5	4
87	дискурса как	2	4
88	в притче	1	4
89	на его	2	4
90	и дискурс	1	4
91	не как	1	4
92	лишь в	5	4
93	литературного дискурса	1	4
94	в них	1	4
95	своей коммуникативной	1	4
96	потому что	2	4
97	могут быть	4	4
98	для себя	2	4
99	и т.д	1	4
100	внимание на	1	4
101	же время	6	4
102	между тем	5	4
103	во втором	1	4
104	генезиса литературных	1	4
105	как правило	4	4
106	что он	3	4
107	для него	2	4
108	в особенности	1	4
109	не обязательно	1	4
110	что не	3	4
111	связи с	1	4
112	и рецептивной	4	4
113	такого рода	5	4
114	не является	2	4
115	по рассуждению	2	4
116	не предполагает	2	4
117	что в	5	4
118	по бахтину	2	4
119	также и	2	3
120	того же	4	3
121	и потому	2	3
122	значении этого	7	3
123	в первом	2	3
124	столь же	4	3
125	той или	6	3
126	перед нами	1	3
127	в самом	6	3
128	человеческого сознания	1	3
129	от мифа	1	3
130	вследствие этого	3	3
131	заключается в	1	3
132	это не	6	3
133	по мысли	3	3
134	ведет к	3	3
135	и того	5	3
136	точки зрения	6	3
137	в ходе	3	3
138	самого рассказывания	2	3
139	в сказке	1	3
140	в своих	1	3
141	однако в	3	3
142	бы быть	3	3
143	нарративного дискурса	1	3
144	по себе	4	3
145	о событиях	1	3
146	в то	9	3
147	таким образом	3	3
148	как не	1	3
149	свою очередь	1	3
150	но при	1	3
151	в ее	1	3
152	в произведении	5	3
153	времени и	6	3
154	не с	4	3
155	еще в	2	3
156	и даже	1	3
157	по слову	1	3
158	что и	3	3
159	дискурс в	2	3
160	не сводится	2	3
161	в лингвистике	1	3
162	научного мышления	2	3
163	хотя бы	3	3
164	рассказывания в	1	3
165	являет собой	1	3
166	различного рода	2	3
167	в данной	1	3
168	из них	2	3
169	именно в	4	3
170	очевидным образом	1	3
171	при всей	2	3
172	имеет место	5	3
173	и составляет	2	3
174	креативной и	1	3
175	мира в	2	3
176	целого высказывания	1	3
177	в акте	2	3
178	неотделимо от	2	3
179	ван дейк	2	3
180	по своему	1	3
181	для обозначения	1	3
182	тому как	3	3
183	и.п смирнов	2	3
184	того что	4	3
185	один из	2	3
186	все же	4	3
187	литературного произведения	41	3
188	эстетической деятельности	4	3
189	как уже	2	3
190	мог быть	1	3
191	в свою	1	3
192	другой стороны	2	3
193	в действительности	1	3
194	это понятие	1	3
195	отношения к	2	2
196	одним из	3	2
197	например в	1	2
198	е годы	1	2
199	и есть	3	2
200	к сыну	1	2
201	он всегда	1	2
202	едва ли	2	2
203	в году	1	2
204	мифологические тексты	1	2
205	мы имеем	6	2
206	преданий о	1	2
207	в сущности	6	2
208	совпадает с	2	2
209	на себя	2	2
210	в виду	1	2
211	нельзя как	1	2
212	в е	1	2
213	между собой	2	2
214	текст не	1	2
215	в различных	1	2
216	события в	2	2
217	служит для	1	2
218	действующее лицо	1	2
219	но как	1	2
220	в новом	2	2
221	за пределы	2	2
222	себя в	6	2
223	определяется не	1	2
224	как к	2	2
225	что касается	1	2
226	хотя и	1	2
227	сознания в	4	2
228	таковыми не	1	2
229	дискурса а	1	2
230	данной сфере	1	2
231	более или	1	2
232	как иногда	1	2
233	в противоположность	2	2
234	текста не	2	2
235	не приходится	1	2
236	точкой зрения	1	2
237	поскольку в	1	2
238	в этой	5	2
239	социального взаимодействия	1	2
240	не следует	4	2
241	ей в	1	2
242	в принципе	8	2
243	силу своей	2	2
244	том чтобы	7	2
245	подобно тому	3	2
246	и по	2	2
247	на этом	2	2
248	исходя из	4	2
249	могла бы	3	2
250	ни чисто	2	2
251	с позиций	2	2
252	того или	3	2
253	прибавить ни	1	2
254	и тем	1	2
255	соответствии с	2	2
256	не всегда	4	2
257	иначе говоря	9	2
258	одного и	2	2
259	или менее	1	2
260	при встрече	3	2
261	о литературе	3	2
262	не от	1	2
263	начале х	2	2
264	речевой акт	1	2
265	по крайней	1	2
266	текст и	2	2
267	я героя	2	2
268	возможно только	1	2
269	в историческом	1	2
270	по мере	1	2
271	не менее	1	2
272	дело не	3	2
273	текста и	8	2
274	в науке	1	2
275	внутренней речи	5	2
276	коммуникативным событием	1	2
277	а о	1	2
278	нельзя не	1	2
279	имеем дело	4	2
280	своей природе	1	2
281	а ван	1	2
282	х годов	2	2
283	в тексте	5	2
284	текста к	2	2
285	и его	5	2
286	науке о	2	2
287	крайней мере	1	2
288	уже о	1	2
289	к себе	1	2
290	этой причине	1	2
291	до сего	1	2
292	отличается от	2	2
293	же самое	2	2
294	числе и	1	2
295	но одновременно	1	2
296	не есть	8	2
297	оно не	1	2
298	как мы	2	2
299	говоря уже	1	2
300	говорит и	2	2
301	данном случае	2	2
302	языка и	1	2
303	в пределах	2	2
304	на том	1	2
305	же касается	1	2
306	по этой	1	2
307	в другом	4	2
308	разного рода	3	2
309	строго говоря	1	2
310	но отнюдь	1	2
311	о нем	3	2
312	во всяком	1	2
313	ни убавить	1	2
314	и что	1	2
315	одного из	2	2
316	основе своей	2	2
317	времени в	1	2
318	эстетической специфики	1	2
319	и во	1	2
320	в литературе	4	2
321	большей или	4	2
322	пространство общения	1	2
323	и одновременно	3	2
324	и представляет	3	2
325	дело с	4	2
326	в какой	2	2
327	в разные	1	2
328	и ее	1	2
329	в литературоведении	2	2
330	есть в	1	2
331	свидетельствует о	2	2
332	в равной	3	2
333	или даже	1	2
334	по выражению	2	2
335	к мысли	1	2
336	и слушающих	1	2
337	текста в	12	2
338	слова в	1	2
339	как их	1	2
340	в одном	1	2
341	сами по	2	2
342	адресата и	1	2
343	дискурса это	3	2
344	никогда не	2	2
345	для художественного	2	2
346	дискурсивной практики	1	2
347	здесь в	1	2
348	говорящий или	1	2
349	или пишущий	1	2
350	ни прибавить	1	2
351	и др	1	2
352	более того	3	2
353	в соответствии	1	2
354	событие самого	1	2
355	воспринимающего сознания	5	2
356	в рассказе	1	2
357	однако и	1	2
358	его как	1	2
359	одну из	1	2
360	о чем	1	2
361	произведение в	2	2
362	н.д тамарченко	1	2
363	и адресата	2	2
364	более чем	4	2
365	к его	1	2
366	сего времени	1	2
367	что же	2	2
368	за рамки	1	2
369	в ряду	2	2
370	жизни в	1	2
371	смысл в	1	2
372	высказывания и	1	2
373	в культуре	3	2
374	в начале	2	2
375	перформативный дискурс	1	2
376	к другим	1	2
377	говорящего и	1	2
378	не имея	1	2
379	или в	1	2
380	на небесах	1	2
381	о котором	1	2
382	своей собственной	1	2
383	особого рода	7	2
384	и все	3	2
385	не более	4	2
386	будто бы	3	2
387	или меньшей	4	2
388	хотя в	1	2
389	может и	1	2
390	участников коммуникативного	1	2
391	не говоря	2	2
392	эстетического субъекта	3	2
393	что даже	1	2
394	героя в	2	2
395	они не	1	2
396	том числе	3	2
397	события событие	1	1
398	как известно	3	1
399	вопрос зачем	1	1
400	речь идет	1	1
401	таком случае	3	1
402	случайно напоминает	1	1
403	не остается	2	1
404	сам по	1	1
405	однако здесь	2	1
406	и то	2	1
407	мир оправдан	1	1
408	героя другого	1	1
409	от текста	2	1
410	самом деле	2	1
411	лучшую одежду	1	1
412	на самом	2	1
413	науки о	2	1
414	и должны	1	1
415	слушающего читателя	1	1
416	данность чьего-то	1	1
417	от своей	1	1
418	определено в	1	1
419	и до	2	1
420	формах внутренней	1	1
421	множества преданий	1	1
422	определенного типа	1	1
423	видеть в	1	1
424	обойтись без	1	1
425	той же	2	1
426	говоря мы	1	1
427	к зятю	1	1
428	к предмету	2	1
429	текста как	1	1
430	разграничение этих	1	1
431	и оденьте	1	1
432	к текстам	1	1
433	таком взгляде	1	1
434	последнем мы	1	1
435	с текстом	3	1
436	не сделав	1	1
437	ивана петровича	1	1
438	участвуем как	1	1
439	фигура адресата	1	1
440	принадлежит к	1	1
441	в полной	3	1
442	я не	1	1
443	цепь событий	2	1
444	из того	4	1
445	которое не	1	1
446	событий и	1	1
447	мы и	1	1
448	степени как	1	1
449	явлениях а	1	1
450	полноте влэ	1	1
451	со времен	1	1
452	существованием человека	1	1
453	знаковую данность	1	1
454	меньшей степени	1	1
455	субъекта объекта	1	1
456	родину чтобы	1	1
457	трактует последний	1	1
458	встречи сознаний	1	1
459	вещь в	1	1
460	он сам	1	1
461	смещения в	1	1
462	упускать из	1	1
463	необходимой предпосылкой	1	1
464	взгляде на	2	1
465	я на	1	1
466	не могу	2	1
467	ряду всех	1	1
468	иного рода	2	1
469	структуры текста	2	1
470	выявляется в	1	1
471	вокруг я	1	1
472	чьего-то высказывания	1	1
473	вневременных бесконечно	1	1
474	они имеют	1	1
475	внутренним субъективным	1	1
476	а только	1	1
477	оно в	1	1
478	в противовес	2	1
479	области литературы	1	1
480	конечном счете	4	1
481	герой не	1	1
482	говорящий не	1	1
483	тут же	1	1
484	нет и	2	1
485	своей жанровой	1	1
486	исходном значении	1	1
487	теории высказывания	1	1
488	в чужой	1	1
489	как говорит	2	1
490	вследствие чего	1	1
491	новом качестве	1	1
492	независимо от	1	1
493	сделав хуже	1	1
494	из возможных	2	1
495	его на	1	1
496	личностные и	1	1
497	человеческого бытия	2	1
498	кто говорит	1	1
499	о жизни	1	1
500	этот аспект	1	1
501	в противном	1	1
502	своей реализации	1	1
503	бы я	1	1
504	выражению бахтина	2	1
505	был фундаментально	1	1
506	мира эст	1	1
507	я к	1	1
508	литературы не	1	1
509	к числу	1	1
510	при-общения раз-общения	1	1
511	есть его	1	1
512	петровича белкина	1	1
513	со своей	1	1
514	на руку	1	1
515	всего лишь	4	1
516	объект коммуникации	1	1
517	из мифа	1	1
518	ситуации в	1	1
519	в которой	2	1
520	что это	1	1
521	он в	1	1
522	в нашем	3	1
523	из этих	2	1
524	это впрочем	1	1
525	и те	1	1
526	учение о	1	1
527	по преимуществу	1	1
528	рассказ о	2	1
529	мифа и	1	1
530	говорящего автора	1	1
531	сознания с	1	1
532	состава актантов	1	1
533	использован для	1	1
534	художественной реальности	14	1
535	но его	1	1
536	и событие	1	1
537	о невозможности	1	1
538	наиболее очевидным	1	1
539	к эстетическому	1	1
540	в случае	6	1
541	этот процесс	1	1
542	взаимодействия трех	1	1
543	противном случае	1	1
544	является сверхсложным	1	1
545	он не	3	1
546	к некоторому	1	1
547	литературных произведений	1	1
548	всех этих	1	1
549	не к	2	1
550	собой не	2	1
551	уже говорилось	1	1
552	в понятии	1	1
553	из виду	2	1
554	в человеческой	1	1
555	войти в	1	1
556	эстетического переживания	2	1
557	свое время	2	1
558	в коммуникативном	1	1
559	любой из	1	1
560	картины мира	1	1
561	как от	2	1
562	что ни	1	1
563	волшебная сказка	1	1
564	включающего в	1	1
565	рассказано в	1	1
566	или иных	2	1
567	дистанции между	1	1
568	дискурса не	1	1
569	одно и	1	1
570	и заключается	2	1
571	но все	1	1
572	которые уже	1	1
573	всех речевых	1	1
574	не будет	3	1
575	из ключевых	1	1
576	и может	1	1
577	в мире	8	1
578	изменить ничего	1	1
579	к тексту	2	1
580	различных речевых	1	1
581	самим собой	2	1
582	на все	2	1
583	для своей	1	1
584	как писал	1	1
585	говорить не	1	1
586	однако могут	1	1
587	с целью	2	1
588	все их	1	1
589	при помощи	2	1
590	к художественной	1	1
591	с другими	4	1
592	искусства в	4	1
593	участки текста	2	1
594	человека только	1	1
595	отца к	1	1
596	этом смысле	1	1
597	в молчание	1	1
598	образ автора	1	1
599	к словесному	1	1
600	включая в	1	1
601	произведении и	1	1
602	который по	1	1
603	от отца	1	1
604	только лишь	1	1
605	для них	1	1
606	объективным ни	1	1
607	современной передаче	1	1
608	бахтиным в	1	1
609	с некоторым	1	1
610	ю.м лотмана	2	1
611	и аномалий	1	1
612	с этой	1	1
613	с тем	1	1
614	социального или	1	1
615	окружал человека	1	1
616	оденьте его	1	1
617	текста может	2	1
618	выготским и	1	1
619	обозначить как	2	1
620	его событийной	1	1
621	мы не	1	1
622	приобретают вид	1	1
623	продукт социального	1	1
624	автора и	3	1
625	несет в	1	1
626	эстетического отношения	8	1
627	дискурсивной практике	1	1
628	в этих	1	1
629	письма и	1	1
630	о ком	2	1
631	во время	1	1
632	трех говорящего	1	1
633	и при	1	1
634	котором рассказано	1	1
635	она сама	1	1
636	таким же	1	1
637	художественного творчества	2	1
638	от тестя	1	1
639	круге феноменов	1	1
640	нами два	1	1
641	а как	2	1
642	не становится	2	1
643	специфику художественного	1	1
644	внезакономерных явлениях	1	1
645	с точки	4	1
646	руку его	1	1
647	системное единство	1	1
648	этого текста	2	1
649	не столько	2	1
650	равной мере	1	1
651	как совокупность	2	1
652	и устройству	1	1
653	произведение есть	1	1
654	качестве своих	1	1
655	вплоть до	1	1
656	процесса и	1	1
657	со-общения при-общения	1	1
658	данный текст	2	1
659	размежевания и	1	1
660	перстень на	1	1
661	об однократных	1	1
662	которые в	2	1
663	не привносит	1	1
664	нам только	1	1
665	его к	2	1
666	и эти	1	1
667	и более	4	1
668	том и	2	1
669	не должно	1	1
670	внешним объективным	1	1
671	литературного текста	1	1
672	как ценностного	1	1
673	мере и	1	1
674	это также	1	1
675	между двумя	3	1
676	раз и	1	1
677	если и	1	1
678	рода в	1	1
679	с миром	1	1
680	литературы как	2	1
681	тем самым	7	1
682	даже не	1	1
683	в цепи	1	1
684	любого дискурса	1	1
685	наиболее существенные	1	1
686	чисто внутренним	1	1
687	какой он	1	1
688	на эпизоды	1	1
689	которого и	1	1
690	адресат в	1	1
691	образом в	1	1
692	в придании	1	1
693	жизненной позиции	2	1
694	норме и	1	1
695	царских детях	1	1
696	не вполне	1	1
697	для всех	1	1
698	социальные характеристики	1	1
699	их личностные	1	1
700	при наличии	3	1
701	такова что	1	1
702	этих двух	1	1
703	и приводит	1	1
704	молчание бахтин	1	1
705	те свойства	1	1
706	не все	2	1
707	типов высказывания	1	1
708	к концу	1	1
709	чисто внешним	1	1
710	субъекта высказывания	2	1
711	и является	2	1
712	во всем	1	1
713	литературного развития	1	1
714	быть ни	1	1
715	одной лишь	1	1
716	на него	1	1
717	являлись они	1	1
718	тестя к	1	1
719	дайте перстень	1	1
720	входят в	1	1
721	как будто	3	1
722	этом отношении	2	1
723	в каком	1	1
