N	2gram	Medvedev_F_1	KulturaY
1	и т	12	54
2	т п	4	41
3	т е	34	32
4	и в	24	23
5	точки зрения	16	23
6	в том	6	22
7	не только	7	17
8	в этом	15	16
9	было бы	6	16
10	с точки	13	16
11	самом деле	6	14
12	может быть	14	14
13	в области	3	14
14	в самом	5	13
15	что в	4	13
16	не менее	11	12
17	потому что	1	12
18	вопрос о	2	11
19	том что	1	11
20	того чтобы	1	11
21	в его	23	11
22	того что	5	11
23	а не	10	11
24	можно говорить	1	10
25	у нас	5	10
26	и не	20	10
27	еще не	6	9
28	таким образом	13	9
29	тем не	1	9
30	хотя бы	5	9
31	так как	1	9
32	прежде всего	22	9
33	т д	8	8
34	лишь в	8	8
35	зависимости от	3	8
36	если бы	4	8
37	уже не	2	8
38	до сих	6	8
39	сих пор	6	8
40	между прочим	1	8
41	как на	4	8
42	как это	6	7
43	в зависимости	2	7
44	все эти	6	7
45	в нашем	2	7
46	должно быть	11	7
47	если мы	2	7
48	и что	2	7
49	с другой	5	7
50	в языке	1	7
51	или иной	1	7
52	на фоне	3	7
53	в данном	1	7
54	сказать что	1	7
55	то же	10	6
56	говорить о	1	6
57	в общем	3	6
58	с помощью	3	6
59	в силу	1	6
60	только в	2	6
61	так и	18	6
62	при этом	5	6
63	и тем	1	6
64	с тем	2	6
65	в их	11	6
66	ничего не	2	6
67	связи с	3	6
68	не может	16	6
69	могут быть	1	6
70	по себе	5	6
71	что и	2	6
72	что он	3	6
73	для этого	4	6
74	также и	1	5
75	и есть	1	5
76	в первом	1	5
77	как мы	5	5
78	в чем	1	5
79	независимо от	4	5
80	все же	3	5
81	хотя и	1	5
82	из этих	1	5
83	как бы	6	5
84	как и	11	5
85	не значит	1	5
86	не в	8	5
87	вовсе не	10	5
88	от того	2	5
89	не могут	1	5
90	и должно	2	5
91	далеко не	1	5
92	в связи	4	5
93	что же	1	5
94	тем более	1	5
95	но это	3	5
96	а в	6	5
97	совершенно не	1	5
98	тех же	2	4
99	точка зрения	2	4
100	как в	8	4
101	в своем	11	4
102	целый ряд	3	4
103	в целом	6	4
104	лишь с	1	4
105	ясно что	3	4
106	этого слова	3	4
107	в своей	11	4
108	что такое	2	4
109	не столько	1	4
110	том чтобы	2	4
111	тому что	1	4
112	тем самым	3	4
113	учения о	2	4
114	как раз	2	4
115	и о	1	4
116	в ее	8	4
117	данном случае	1	4
118	для нас	1	4
119	а также	1	4
120	заключается в	1	4
121	между тем	2	4
122	тех пор	1	4
123	один из	3	4
124	с одной	4	4
125	что не	1	4
126	слова в	1	4
127	не было	3	4
128	одной стороны	4	4
129	в той	1	4
130	до тех	1	4
131	то что	8	4
132	только как	2	4
133	в слове	1	4
134	е как	2	3
135	на самом	7	3
136	это и	3	3
137	то в	1	3
138	по преимуществу	1	3
139	той же	1	3
140	мы не	3	3
141	в ней	10	3
142	время в	3	3
143	но не	3	3
144	внутренняя форма	1	3
145	по отношению	4	3
146	отношение к	3	3
147	отнюдь не	6	3
148	что как	1	3
149	и к	4	3
150	бы и	1	3
151	он не	3	3
152	и вот	2	3
153	и с	8	3
154	с этой	4	3
155	мы видели	2	3
156	форма и	1	3
157	не так	2	3
158	установка на	1	3
159	не понимает	1	3
160	и более	2	3
161	как проблема	4	3
162	в отношении	3	3
163	она не	6	3
164	в то	9	3
165	как о	4	3
166	не имеет	1	3
167	на него	2	3
168	в процессе	9	3
169	в структуре	1	3
170	должна быть	7	3
171	п в	1	3
172	не по	3	3
173	был бы	1	3
174	что на	1	3
175	не есть	2	3
176	поэзии как	1	3
177	всего этого	2	3
178	в результате	2	3
179	и содержание	2	3
180	этого языка	1	3
181	но и	7	3
182	связь между	1	3
183	это не	2	3
184	и действительно	1	3
185	а лишь	2	3
186	в данной	1	3
187	ни в	2	3
188	могло бы	2	3
189	именно в	8	3
190	а именно	1	3
191	а с	1	3
192	и пр	17	3
193	в ряду	2	3
194	xix века	1	3
195	по существу	2	3
196	там где	1	3
197	того или	2	3
198	но для	3	3
199	это уже	1	3
200	поэтикой и	1	3
201	к тому	3	3
202	формы и	5	3
203	другой стороны	1	3
204	или иного	3	3
205	по поводу	1	3
206	они не	3	3
207	смысле слова	1	2
208	также что	1	2
209	чтобы не	2	2
210	и через	1	2
211	было как	1	2
212	отношению к	4	2
213	на западе	4	2
214	бы уже	1	2
215	на материале	1	2
216	смысле можно	1	2
217	содержания в	1	2
218	на себя	1	2
219	здесь не	3	2
220	в различных	2	2
221	чем это	1	2
222	отличие от	1	2
223	или иное	1	2
224	за пределы	2	2
