N	2gram	Vinokur_Ku_2	Myshleni
1	с помощью	7	42
2	в процессе	3	27
3	и в	23	25
4	в том	19	23
5	на основе	1	22
6	том что	11	20
7	таким образом	5	17
8	так же	4	17
9	что в	10	17
10	с тем	2	16
11	как и	2	15
12	в его	5	15
13	то что	9	15
14	в этом	18	14
15	вместе с	5	14
16	может быть	15	13
17	в понятиях	1	13
18	в целом	1	13
19	так как	15	12
20	в качестве	8	12
21	могли бы	2	11
22	по своему	1	11
23	что они	2	10
24	перед нами	4	10
25	и что	8	10
26	что и	3	10
27	было бы	15	10
28	того что	3	10
29	только в	5	10
30	как бы	4	10
31	и не	16	10
32	мы не	1	9
33	связи с	3	9
34	мы могли	2	9
35	заключается в	2	9
36	этого процесса	1	9
37	ни в	4	9
38	как в	3	9
39	как мы	3	8
40	того чтобы	11	8
41	тем что	3	8
42	речи и	5	8
43	столь же	1	7
44	все эти	12	7
45	по себе	10	7
46	в области	11	7
47	уже в	3	7
48	мы можем	1	7
49	для того	9	7
50	что мы	6	7
51	как это	5	7
52	же как	2	6
53	того же	3	6
54	совпадает с	1	6
55	зависимости от	5	6
56	и на	6	6
57	но не	6	6
58	потому что	25	6
59	от этого	2	6
60	не только	20	6
61	в силу	7	6
62	не может	9	6
63	мы видели	2	6
64	точки зрения	14	6
65	в отличие	2	6
66	не в	8	6
67	в отношении	2	6
68	не менее	7	6
69	самого начала	1	6
70	приходит к	1	6
71	с самого	1	6
72	можно было	9	6
73	один из	5	6
74	что он	5	6
75	отличие от	2	6
76	и у	2	6
77	с другой	8	6
78	в связи	4	6
79	слова и	5	6
80	все это	5	6
81	все же	7	6
82	процесса в	1	6
83	мы должны	2	6
84	в зависимости	4	5
85	мы уже	1	5
86	с ее	1	5
87	и как	1	5
88	и к	1	5
89	что это	7	5
90	что она	3	5
91	при этом	2	5
92	к одному	1	5
93	и по	3	5
94	на этой	4	5
95	тем не	6	5
96	но это	3	5
97	могут быть	4	5
98	о том	1	5
99	так и	4	5
100	если бы	12	5
101	в этой	6	5
102	слов и	2	5
103	показывают что	1	5
104	с одной	2	5
105	для него	1	5
106	основной вывод	1	5
107	именно в	3	5
108	из которых	3	5
109	одной стороны	1	5
110	мы имели	1	4
111	тем же	2	4
112	мы имеем	5	4
113	время как	1	4
114	еще не	5	4
115	отнюдь не	4	4
116	в своем	2	4
117	по пути	1	4
118	что слово	3	4
119	из этих	1	4
120	в известном	1	4
121	на то	4	4
122	он не	3	4
123	той же	2	4
124	не мог	1	4
125	речи в	6	4
126	в то	4	4
127	тогда когда	1	4
128	этого слова	5	4
129	никогда не	2	4
130	в структуру	1	4
131	то и	3	4
132	не могут	5	4
133	к тому	4	4
134	что оно	3	4
135	и это	3	4
136	то время	1	4
137	приводит к	5	4
138	мог бы	1	4
139	по сравнению	2	4
140	в ход	1	4
141	значит что	1	4
142	в какой	1	4
143	всяком случае	5	4
144	рассматриваться как	1	4
145	мы знаем	4	4
146	могло бы	1	4
147	речи что	1	4
148	и речь	2	4
149	от того	4	4
150	но и	7	4
151	прежде всего	8	4
152	там где	5	4
153	нет никаких	1	4
154	независимо от	1	4
155	с этим	3	4
156	смысле этого	2	4
157	тем и	1	4
158	и все	2	4
159	а в	3	4
160	сказать что	4	4
161	речи как	1	4
162	в частности	2	4
163	во всяком	5	4
164	которая не	1	4
165	на деле	1	3
166	то в	1	3
167	в котором	1	3
168	но как	1	3
169	по отношению	1	3
170	в последнее	1	3
171	когда он	1	3
172	от речи	3	3
173	его к	2	3
174	в самом	12	3
175	бы сказать	2	3
176	то обстоятельство	7	3
177	в случае	1	3
178	этот процесс	1	3
179	как оно	1	3
180	не как	2	3
181	на этом	3	3
182	из основных	1	3
183	можно считать	1	3
184	значение как	1	3
185	понятия и	1	3
186	в которых	2	3
187	которые в	1	3
188	состоит в	2	3
189	их в	1	3
190	мышление в	1	3
191	того как	2	3
192	но только	4	3
193	недостаточно для	1	3
194	во всем	1	3
195	обстоятельство что	7	3
196	отличается от	3	3
197	не есть	1	3
198	ничего общего	1	3
199	для образования	1	3
200	последнее время	3	3
201	в себя	1	3
202	на том	2	3
203	и которые	1	3
204	когда в	2	3
205	вслед за	1	3
206	в него	1	3
207	обе эти	1	3
208	с ними	2	3
209	этот вопрос	6	3
210	дело с	1	3
211	между тем	6	3
212	если мы	4	3
213	в виде	1	3
214	и их	1	3
215	сами по	1	3
216	этом отношении	3	3
217	или иной	1	3
218	в живом	2	3
219	и слово	1	3
220	этих процессов	1	3
221	связь с	1	3
222	сравнению с	1	3
223	наряду с	1	3
224	с этой	2	3
225	в результате	4	3
226	между ними	1	3
227	другой стороны	7	3
228	в свою	2	3
229	имеет место	1	3
230	к этому	4	3
231	смысле слова	2	2
232	в сфере	3	2
233	в следующем	1	2
234	и то	5	2
235	только потому	8	2
236	едва ли	1	2
237	то же	6	2
238	а как	1	2
239	мы и	1	2
240	основании что	1	2
241	в прямой	1	2
242	в чем	1	2
243	с его	1	2
244	только после	1	2
245	они имеют	2	2
246	бы в	1	2
247	что как	1	2
248	хотя и	4	2
249	что по	1	2
250	помощью этого	1	2
251	помощью которого	1	2
252	но все	4	2
253	и отношения	1	2
254	речи но	2	2
255	нами в	1	2
256	в себе	1	2
257	связанные с	2	2
258	одной и	1	2
259	именно это	1	2
260	слова не	3	2
261	здесь мы	2	2
262	в нем	4	2
263	главным образом	3	2
264	в совершенно	1	2
265	об этом	5	2
266	а по	1	2
267	того или	2	2
268	в них	4	2
269	это положение	2	2
270	в этих	1	2
271	в связь	1	2
272	в своей	2	2
273	таким же	2	2
274	основе такого	1	2
275	место в	1	2
276	которые должны	1	2
277	и той	1	2
278	в корне	2	2
