N	3gram	Tiupa_Narr_2	Formalny
1	с точки зрения	2	13
2	то же время	3	8
3	в то же	3	8
4	более или менее	1	6
5	на самом деле	2	6
6	до сих пор	1	6
7	не может быть	2	5
8	по отношению к	5	4
9	одной стороны и	1	4
10	с одной стороны	5	4
11	во всяком случае	1	4
12	так и в	1	4
13	и т п	2	4
14	по аналогии с	1	3
15	и не может	2	2
16	в зависимости от	1	2
17	в строгом смысле	1	2
18	отношение к миру	1	2
19	в этом процессе	1	2
20	в большинстве случаев	1	2
21	еще в самом	1	2
22	в связи с	1	2
23	того или иного	3	2
24	не сводится к	6	2
25	не только не	2	2
26	особое место в	2	1
27	или хотя бы	1	1
28	состоит в том	4	1
29	в чем же	1	1
30	всех без исключения	1	1
31	не непосредственно а	1	1
32	в этом смысле	1	1
33	как раз и	1	1
34	не может не	1	1
35	мы не должны	1	1
36	в том что	8	1
37	но и в	2	1
38	в этом отношении	3	1
39	вместо того чтобы	1	1
40	мире а в	1	1
41	в то что	1	1
42	в противном случае	1	1
43	с этой точки	1	1
44	то что было	1	1
45	не могло быть	1	1
46	в данном случае	6	1
47	и в то	1	1
48	а также и	1	1
49	в отличие от	5	1
50	по сравнению с	1	1
51	может и должен	1	1
52	он может и	1	1
53	и потому не	1	1
54	взаимоотношений и взаимодействий	1	1
55	так или иначе	1	1
56	его участие в	1	1
57	так же как	2	1
58	все то что	2	1
59	этой точки зрения	1	1
60	каждого из этих	1	1
61	было ясно что	1	1
62	и тем самым	2	1
63	с этой стороны	1	1
64	и с точки	1	1
65	к тому что	3	1
66	тому что он	2	1
67	тем не менее	4	1
68	в отвлечении от	1	1
69	на то чтобы	2	1
70	вслед за этим	1	1
71	по своей природе	2	1
