N	2gram	Medvedev_F_3	FransuaR
1	и в	27	65
2	и др	2	24
3	как бы	8	22
4	и не	30	22
5	вовсе не	28	18
6	в сущности	2	16
7	в том	7	16
8	в этом	18	15
9	но в	6	14
10	в нем	15	13
11	в условиях	3	13
12	мы уже	3	12
13	и на	3	11
14	прежде всего	4	11
15	все эти	6	10
16	не только	9	10
17	и его	19	10
18	так и	21	10
19	но и	10	10
20	и потому	5	10
21	том числе	1	10
22	во всех	3	9
23	в эпоху	3	9
24	в его	7	9
25	все это	7	9
26	за пределы	2	8
27	всех этих	2	8
28	в своем	2	8
29	в основе	3	8
30	в дальнейшем	5	8
31	и даже	2	8
32	здесь в	1	8
33	формы и	3	7
34	его в	7	7
35	точки зрения	16	7
36	в области	2	7
37	только в	8	7
38	числе и	1	7
39	жизни и	4	7
40	на самом	14	6
41	в ней	5	6
42	еще не	6	6
43	все же	6	6
44	и у	1	6
45	главным образом	2	6
46	при этом	8	6
47	том что	4	6
48	в отношении	2	6
49	никогда не	5	6
50	как мы	8	6
51	искусства и	1	6
52	в значительной	1	6
53	в литературе	6	6
54	одно из	1	6
55	так как	9	6
56	может быть	25	6
57	не знает	1	6
58	сказать что	3	6
59	литературы и	3	5
60	с его	2	5
61	отличие от	2	5
62	как в	4	5
63	с их	1	5
64	этих форм	1	5
65	на протяжении	2	5
66	в них	3	5
67	как и	14	5
68	есть в	1	5
69	в своей	6	5
70	между людьми	3	5
71	потому что	7	5
72	той или	1	5
73	между тем	7	5
74	тело и	1	5
75	для него	1	5
76	в одном	1	5
77	или иной	2	5
78	еще и	1	5
79	и пр	15	5
80	превращается в	2	5
81	в частности	1	5
82	в той	3	5
83	и все	8	5
84	еще более	1	5
85	в своих	6	5
86	жизни в	3	5
87	здесь и	6	4
88	и до	1	4
89	в общем	2	4
90	поэтому и	2	4
91	в самом	11	4
92	в этой	2	4
93	были связаны	1	4
94	так сказать	5	4
95	входит в	8	4
96	в их	1	4
97	в отличие	2	4
98	не в	12	4
99	до сих	1	4
100	мы остановимся	1	4
101	можно только	2	4
102	связи с	5	4
103	в жизни	11	4
104	из них	2	4
105	выходит за	1	4
106	сих пор	1	4
107	мира и	1	4
108	для нас	3	4
109	между ними	15	4
110	совершенно не	7	4
111	это в	1	4
112	можно говорить	4	3
113	самом деле	16	3
114	мы и	3	3
115	менее всего	4	3
116	не просто	1	3
117	и вовсе	1	3
118	связанный с	1	3
119	в себя	1	3
120	уже не	3	3
121	но все	1	3
122	то что	8	3
123	в себе	3	3
124	перестает быть	2	3
125	понимания и	1	3
126	и с	3	3
127	и других	1	3
128	это не	3	3
129	в ее	4	3
130	он и	3	3
131	с точки	14	3
132	но это	2	3
133	даже в	2	3
134	ничего не	2	3
135	этом отношении	3	3
136	и здесь	1	3
137	не могут	10	3
138	сквозь призму	1	3
139	в виду	3	3
140	и вообще	1	3
141	с ним	1	3
142	о нем	3	3
143	в самой	2	3
144	с другой	6	3
145	и во	2	3
146	в форме	1	3
147	в концепции	1	3
148	что он	6	3
149	друг друга	5	3
150	как раз	8	3
151	в других	1	3
152	даже и	1	3
153	же деле	2	3
154	связаны с	2	3
155	самом же	2	3
156	и эта	3	3
157	мира в	1	3
158	на фоне	3	3
159	нет ничего	1	3
160	и их	5	3
161	с миром	1	3
162	но для	2	3
163	не является	5	3
164	от всех	4	3
165	не может	24	3
166	что в	8	3
167	в искусстве	7	3
168	отношения к	2	2
169	одним из	3	2
170	нам кажется	2	2
171	это очень	1	2
172	видеть в	1	2
173	всех его	1	2
174	не была	1	2
175	который был	2	2
176	бы ни	4	2
177	так называемые	2	2
178	очень характерно	2	2
179	форм в	1	2
180	это время	1	2
181	он был	4	2
182	время в	3	2
183	и человеческой	1	2
184	и обновления	1	2
185	но не	5	2
186	общения между	1	2
187	эти произведения	1	2
188	не входит	1	2
189	значение и	1	2
190	постановка проблемы	1	2
191	нет и	3	2
192	это определение	1	2
193	в чисто	2	2
194	из этих	2	2
195	жива еще	1	2
196	он не	1	2
197	различные формы	1	2
198	не к	1	2
199	нашла свое	1	2
200	его от	2	2
201	и по	1	2
202	так например	1	2
203	значительной степени	1	2
204	а его	1	2
205	на все	2	2
206	большинстве случаев	5	2
207	это целое	1	2
208	всегда и	1	2
209	в этих	3	2
210	но эта	2	2
211	их в	3	2
212	xviii века	2	2
213	и почти	1	2
214	бы быть	2	2
215	и очень	2	2
216	раз и	3	2
217	а иногда	2	2
218	дело в	2	2
219	на него	1	2
220	в процессе	15	2
221	в стадии	1	2
222	от обычных	1	2
223	же он	2	2
224	литературного развития	1	2
225	и именно	2	2
226	могут быть	4	2
227	оторванная от	2	2
228	к тому	4	2
229	в наши	1	2
230	особый тип	1	2
231	и это	2	2
232	но при	2	2
233	и этим	1	2
234	роль в	4	2
235	поэтому в	2	2
236	о том	4	2
237	можно сказать	3	2
238	самой литературе	2	2
239	существенную роль	1	2
240	исторического развития	2	2
241	но с	1	2
242	для романтизма	1	2
243	мы видим	1	2
244	с одной	1	2
245	лежащие в	1	2
246	литературы в	1	2
247	в большинстве	4	2
248	только на	4	2
249	и чисто	1	2
250	или даже	1	2
251	ни с	2	2
252	и нового	1	2
253	это тело	1	2
254	от того	2	2
255	была только	1	2
256	и человека	1	2
257	одной стороны	1	2
258	до конца	4	2
259	и самый	2	2
260	более того	6	2
261	и так	1	2
262	его на	1	2
263	и глубоко	1	2
264	быть только	2	2
265	да и	4	2
266	в это	1	2
267	того что	3	2
268	что мы	1	2
269	в основном	2	2
270	в целом	4	2
271	кроме того	1	2
272	и для	6	2
273	мы найдем	1	2
274	и часто	1	2
275	при таком	1	2
276	и от	11	2
277	это можно	2	2
278	хотя и	1	2
279	от него	2	2
280	интерес к	1	2
281	вполне понятно	1	2
282	ни к	1	2
283	от всего	1	2
284	его формы	1	2
285	же в	1	2
286	чисто отрицательные	1	2
287	он понимает	1	2
288	в романе	4	2
289	в живописи	1	2
290	в таком	2	2
291	от этой	1	1
292	то на	1	1
293	произведения но	4	1
294	правильная постановка	1	1
295	человека и	2	1
296	функции в	3	1
297	пор недостаточно	1	1
298	не имел	1	1
299	а из	1	1
300	не сумели	1	1
301	тех же	1	1
302	это и	2	1
303	между двумя	1	1
304	от своей	1	1
305	определить как	1	1
306	и существеннее	1	1
307	вещь не	1	1
308	нем нет	1	1
309	как результат	1	1
310	бы к	2	1
311	уже указывали	1	1
312	не завершено	1	1
313	оно было	1	1
314	в какой-то	1	1
315	собственном смысле	1	1
316	объясняется и	1	1
317	действительности и	6	1
318	они никогда	1	1
319	литературы она	1	1
320	входящих в	1	1
321	то же	15	1
322	мы не	4	1
323	этого нет	1	1
324	к новой	1	1
325	нам в	1	1
326	быть определены	1	1
327	литературных явлений	1	1
328	совпадает с	2	1
329	говорить о	2	1
330	историческое явление	1	1
331	литературы о	1	1
332	условиях нового	1	1
333	этого термина	1	1
334	и самой	1	1
335	жизни это	1	1
336	целое и	3	1
337	готовому и	1	1
338	первый план	1	1
339	поэтому подлинная	1	1
340	конечно это	2	1
341	но конечно	1	1
342	совершается с	1	1
343	необходимых условий	1	1
344	совершенно прав	1	1
345	тристрам шенди	2	1
346	от них	1	1
347	в быту	1	1
348	по отношению	3	1
349	а и	3	1
350	изменения и	1	1
351	действительности а	1	1
352	или иное	2	1
353	человека с	1	1
354	и чем	1	1
355	к литературе	1	1
356	конечно совершенно	1	1
357	в создание	1	1
358	чем же	2	1
359	единства всех	1	1
360	с этим	1	1
361	искусстве и	1	1
362	значение его	1	1
363	этого развития	1	1
364	не два	1	1
365	дистанция между	1	1
366	сознания в	1	1
367	понимание литературы	1	1
368	и понимания	6	1
369	и как	4	1
