N	3gram	Bakhtin_Pr_5	Literetu
1	то же время	10	7
2	в то же	10	7
3	в этом отношении	1	5
4	в отличие от	2	5
5	к тому же	3	5
6	по отношению к	6	4
7	в данном случае	1	4
8	о том что	1	4
9	в том что	2	4
10	с точки зрения	2	3
11	не может быть	3	3
12	то что я	2	2
13	и другого в	1	2
14	к себе самому	13	2
15	в самом деле	1	2
16	подобно тому как	2	2
17	какого бы то	1	2
18	то же самое	1	2
19	бы то ни	3	2
20	в третьем лице	1	2
21	то ни было	3	2
22	с другой стороны	3	2
23	и вместе с	1	2
24	и в самом	3	2
25	той или иной	4	2
26	тем что он	1	2
27	но и не	1	2
28	мы чувствуем что	1	1
29	но уже и	1	1
30	одних и тех	1	1
31	в той или	4	1
32	но кто же	1	1
33	мысли в каждом	1	1
34	он сам не	1	1
35	а прежде всего	1	1
36	а затем и	1	1
37	как бы не	1	1
38	отношение к себе	3	1
39	на самом деле	9	1
40	о том как	1	1
41	так и не	1	1
42	и к тому	2	1
43	как будто бы	1	1
44	друг от друга	1	1
45	оно должно быть	1	1
46	обойтись без другого	1	1
47	но не в	1	1
48	там на суде	1	1
49	вместе с тем	1	1
50	себя самого в	1	1
51	то что в	1	1
52	в другом и	1	1
53	все выше и	1	1
54	почти никогда не	1	1
55	и то что	1	1
56	и тех же	1	1
57	внутренний диалог с	1	1
58	в значительной степени	1	1
59	вообще не знает	1	1
60	как бы уже	3	1
61	возвращает нас к	1	1
62	найти себя и	1	1
63	и в целом	1	1
64	в себе как	1	1
65	и цельный образ	1	1
66	не только для	1	1
67	себе самому как	1	1
68	я и другого	1	1
69	но и с	1	1
70	вопрос о том	1	1
71	уже и не	1	1
72	и наконец в	2	1
73	я не могу	1	1
74	он и не	2	1
75	как бы в	1	1
76	для того чтобы	1	1
77	и в том	1	1
78	что он все	1	1
79	и т.д но	1	1
80	и при всей	1	1
81	в свою очередь	1	1
82	что у меня	3	1
83	но и для	1	1
84	не только не	1	1
85	в каждом своем	1	1
86	может и не	1	1
87	по себе но	1	1
88	самим собой не	1	1
89	это как бы	1	1
90	никогда не бывает	1	1
91	к тому что	1	1
92	в отношении к	7	1
93	сама по себе	1	1
94	тем не менее	1	1
95	с ними а	2	1
96	что он в	2	1
97	в глубине души	1	1
98	здесь мы уже	1	1
