N	2gram	Losev_Dial_4	StatiiOP
1	и в	15	44
2	в том	11	36
3	и т	17	30
4	что в	7	30
5	том что	10	29
6	в этом	11	21
7	т д	15	21
8	вовсе не	6	19
9	не только	8	18
10	то что	16	18
11	было бы	9	17
12	о том	5	17
13	а в	1	17
14	а не	18	16
15	и не	30	16
16	может быть	17	15
17	т е	46	15
18	в области	3	14
19	в данном	3	14
20	как в	3	13
21	можно было	1	13
22	не в	8	12
23	в этой	4	11
24	того чтобы	5	11
25	у нас	3	11
26	я думаю	2	11
27	точки зрения	14	11
28	но в	3	10
29	ясно что	11	10
30	для того	5	10
31	что он	7	10
32	только в	7	10
33	но и	4	10
34	также и	4	9
35	как и	7	9
36	в отношении	2	9
37	в то	6	9
38	но также	1	9
39	так и	5	9
40	если бы	6	9
41	того что	13	9
42	в его	4	9
43	с другой	1	9
44	во всех	2	8
45	все же	2	8
46	но ведь	1	8
47	это не	12	8
48	из них	2	8
49	с точки	9	8
50	и его	7	8
51	не может	11	8
52	я не	5	7
53	что они	4	7
54	в самом	2	7
55	таким образом	5	7
56	другой стороны	2	7
57	и об	3	7
58	прежде всего	11	7
59	сказать что	6	7
60	на самом	1	6
61	со стороны	3	6
62	из этих	2	6
63	в своей	3	6
64	потому что	10	6
65	данном случае	1	6
66	что и	6	6
67	так что	6	6
68	именно в	5	6
69	дело в	1	6
70	в той	1	6
71	что же	2	6
72	но это	4	6
73	хотя бы	4	6
74	во всяком	2	6
75	и то	3	5
76	то же	9	5
77	той же	5	5
78	уже о	4	5
79	все эти	3	5
80	в нем	5	5
81	и по	2	5
82	г в	1	5
83	такой же	1	5
84	в котором	2	5
85	в которых	1	5
86	не менее	2	5
87	вплоть до	1	5
88	никогда не	2	5
89	могут быть	3	5
90	думаю что	2	5
91	так как	14	5
92	тем что	2	5
93	и даже	6	5
94	нужно сказать	1	5
95	что мы	7	5
96	все это	9	5
97	совершенно не	3	5
98	жизни и	4	5
99	так же	4	5
100	речь идет	1	4
101	как это	2	4
102	это и	9	4
103	в которой	2	4
104	вопрос о	2	4
105	в основу	1	4
106	в новом	1	4
107	бы и	3	4
108	что это	13	4
109	на то	5	4
110	что она	5	4
111	но все	2	4
112	но я	1	4
113	но если	5	4
114	том как	2	4
115	представление о	2	4
116	и очень	1	4
117	можно ли	1	4
118	дело не	1	4
119	не имеет	14	4
120	же время	6	4
121	как будто	2	4
122	в ее	2	4
123	и что	9	4
124	д но	1	4
125	заключается в	2	4
126	во втором	1	4
127	этот вопрос	1	4
128	в качестве	2	4
129	же и	2	4
130	никто не	2	4
131	мы находим	2	4
132	как раз	4	4
133	не было	2	4
134	даже не	2	4
135	в частности	2	4
136	как бы	14	4
137	тем более	6	4
138	того или	2	4
139	гораздо более	1	4
140	же как	1	3
141	я уже	3	3
142	и без	2	3
143	должна быть	7	3
144	то это	1	3
145	конечно и	1	3
146	в ней	5	3
147	еще не	4	3
148	в чем	8	3
149	или иное	3	3
150	и я	1	3
151	в истории	3	3
152	общего с	3	3
153	с этим	3	3
154	как к	1	3
155	то в	5	3
156	это можно	1	3
157	что так	1	3
158	ведь и	2	3
159	не значит	2	3
160	же это	5	3
161	связанные с	1	3
162	и с	4	3
163	лишь в	2	3
164	и тем	6	3
165	даже в	1	3
166	ни в	8	3
167	о которой	1	3
168	что не	3	3
169	в конце	1	3
170	о значении	1	3
171	не по	2	3
172	в основе	10	3
173	в каком	5	3
174	обстоятельство что	1	3
175	очень часто	1	3
176	и вполне	1	3
177	должны быть	4	3
178	что оно	7	3
179	то или	3	3
180	об этом	3	3
181	и вообще	7	3
182	и нужно	1	3
183	его жизни	1	3
184	тем или	2	3
185	и только	2	3
186	значит что	9	3
187	но с	1	3
188	и так	2	3
189	с одной	1	3
190	если это	1	3
191	в виде	3	3
192	ни с	4	3
193	возможно что	1	3
194	а именно	6	3
195	что для	1	3
196	говорит о	3	3
197	на этот	1	3
198	да и	2	3
199	с этой	2	3
200	вопрос в	1	3
201	не является	1	3
202	и для	5	3
203	в результате	6	3
204	будто бы	1	3
205	ничего общего	4	3
206	отношения к	3	2
207	е как	1	2
208	не говорю	2	2
209	а как	2	2
210	мы имеем	5	2
211	мы не	9	2
212	бы что	1	2
213	говорю уже	1	2
214	оба эти	1	2
215	в сущности	5	2
216	совпадает с	2	2
217	из того	1	2
218	быть в	5	2
219	отношение к	1	2
220	за пределы	3	2
221	идет о	1	2
222	в своем	5	2
223	есть в	4	2
224	что нет	1	2
225	целый ряд	1	2
226	от этого	3	2
227	ни один	2	2
228	так или	1	2
229	бы не	2	2
230	думать что	2	2
231	то обстоятельство	1	2
232	в себе	8	2
233	но он	1	2
234	искать не	1	2
235	в наших	1	2
236	вообще не	1	2
237	при этом	2	2
238	но именно	2	2
239	он не	1	2
240	опять-таки не	1	2
241	всех этих	1	2
242	свою собственную	1	2
243	он должен	1	2
244	этого вопроса	1	2
245	и более	1	2
246	тут не	2	2
247	что все	4	2
248	причем все	1	2
249	при помощи	3	2
250	его в	1	2
251	ни одной	1	2
252	нас сейчас	1	2
253	не всегда	3	2
254	и уже	4	2
255	быть иначе	1	2
256	в москве	1	2
257	нисколько не	2	2
258	в первую	1	2
259	имеет ничего	2	2
260	никаких оснований	1	2
261	можно найти	1	2
262	знает и	1	2
263	далее в	2	2
264	бы мы	1	2
265	которые в	1	2
266	их в	1	2
267	принципов и	1	2
268	тем самым	3	2
269	что эта	2	2
270	она не	4	2
271	что с	2	2
272	как о	2	2
273	говорить о	11	2
274	случае не	2	2
275	ничего не	17	2
276	имеем дело	1	2
277	тем не	2	2
278	для в	1	2
279	что на	2	2
280	нет даже	1	2
281	есть только	3	2
282	том кто	1	2
283	ли не	1	2
284	кем и	1	2
285	и это	8	2
286	без всякого	2	2
287	говорит об	1	2
288	для этого	2	2
289	примеры и	1	2
290	в пользу	2	2
291	может не	1	2
292	должно было	1	2
293	и все	11	2
294	все в	1	2
295	и во	2	2
296	то место	1	2
297	никаких сомнений	1	2
298	крайней мере	7	2
299	и можно	5	2
300	к нему	1	2
301	что здесь	3	2
302	быть и	3	2
303	д и	3	2
304	конечно не	2	2
305	и у	1	2
306	уже в	1	2
307	одно из	1	2
308	а то	1	2
309	допустим что	2	2
310	не для	1	2
311	даже и	3	2
312	бы это	1	2
313	или иначе	2	2
314	выше я	1	2
315	превращается в	1	2
316	которое я	1	2
317	но разве	1	2
318	однако и	1	2
319	по крайней	7	2
320	о реальном	1	2
321	неизвестно кем	1	2
322	не знаю	1	2
323	стороны в	1	2
324	нет никаких	1	2
325	ни на	6	2
326	и потому	3	2
327	нет ни	3	2
328	и их	2	2
329	а если	3	2
330	по существу	1	2
331	я с	1	2
332	в свое	2	2
333	этом случае	1	2
334	и тогда	2	2
335	но для	2	2
336	что то	1	2
337	при таком	2	2
338	которой можно	1	2
339	о котором	1	2
340	зрения в	1	2
341	хотя в	1	2
342	е в	2	2
343	гораздо больше	1	2
344	что этот	2	2
345	не знает	1	2
346	всех трех	1	2
347	в своих	1	2
348	можно назвать	3	2
349	а между	1	1
350	можно говорить	2	1
351	знать в	1	1
