N	3gram	Voloshinov_2	Problema
1	о том что	3	9
2	с точки зрения	13	8
3	в том что	6	8
4	в связи с	7	7
5	тем не менее	1	5
6	с другой стороны	1	5
7	по крайней мере	2	4
8	что иное как	1	3
9	с одной стороны	3	3
10	а с другой	1	3
11	в русской литературе	1	3
12	можно сказать что	1	3
13	не что иное	1	3
14	дело в том	1	2
15	по отношению к	8	2
16	в том числе	1	2
17	том что он	2	2
18	до сих пор	3	2
19	в таком случае	3	2
20	бы то ни	4	2
21	но и в	2	2
22	и не в	3	2
23	не может быть	10	2
24	во всяком случае	2	2
25	но все же	1	2
26	на то что	2	2
27	для того чтобы	6	2
28	же время это	1	1
29	не только по	1	1
30	чуть ли не	1	1
31	одним и тем	2	1
32	и вообще нет	1	1
33	не говоря уже	1	1
34	на самом деле	4	1
35	в самом деле	5	1
36	свидетельствует о том	1	1
37	точки зрения в	1	1
38	в нем и	1	1
39	тому что в	1	1
40	ко всякого рода	1	1
41	сам по себе	1	1
42	как мы увидим	1	1
43	в этом отношении	1	1
44	том числе и	1	1
45	и дать ему	1	1
46	ни в какой	2	1
47	том что не	1	1
48	несмотря на то	1	1
49	говоря уже о	1	1
50	у него нет	1	1
51	уже о том	1	1
52	и тем же	2	1
53	но в то	5	1
54	не только в	1	1
55	то ни было	4	1
56	так или иначе	1	1
57	а вовсе не	1	1
58	но в смысле	1	1
59	мы его понимаем	1	1
60	и в том	1	1
61	хотя и в	1	1
62	то же время	8	1
63	по себе а	1	1
64	но тем не	1	1
65	так и в	1	1
66	то или иное	1	1
67	xvii и xviii	1	1
68	с самого начала	5	1
69	хотя бы в	2	1
70	той или иной	4	1
71	не менее в	1	1
72	слова при этом	2	1
73	в большинстве случаев	5	1
74	в то же	8	1
75	но не только	1	1
76	к тому же	2	1
77	это свидетельствует о	1	1
