N	2gram	Losev_Vlad_2	Istorich
1	и в	30	26
2	так как	5	18
3	мы имеем	1	14
4	никогда не	7	13
5	потому что	9	13
6	и на	4	12
7	в этом	20	12
8	таким образом	3	12
9	в том	18	12
10	что в	12	12
11	мы видели	2	11
12	может быть	7	11
13	и т	1	10
14	не только	12	10
15	том что	12	10
16	представления о	1	10
17	и не	18	10
18	еще не	1	9
19	представление о	1	9
20	а именно	6	9
21	что он	13	9
22	но и	8	9
23	и это	3	8
24	все эти	5	8
25	все же	9	8
26	в нем	4	8
27	т д	1	8
28	на том	1	8
29	с ним	5	8
30	вместе с	8	8
31	например в	1	7
32	но в	8	7
33	здесь можно	2	7
34	и его	6	7
35	о том	4	7
36	уже не	3	7
37	представлений о	1	7
38	у него	19	7
39	мы уже	2	6
40	мы не	2	6
41	как в	3	6
42	как он	2	6
43	так в	1	6
44	в русской	1	6
45	и с	14	6
46	в виде	3	6
47	то что	20	6
48	этом случае	1	6
49	в более	2	6
50	ее в	1	6
51	не может	9	6
52	то же	4	5
53	в ней	4	5
54	за собой	1	5
55	не будет	1	5
56	как и	5	5
57	и что	5	5
58	в то	9	5
59	то это	4	5
60	очень часто	1	5
61	так и	5	5
62	в его	11	5
63	только в	6	5
64	тем что	1	5
65	у нас	6	5
66	как это	7	5
67	его в	4	5
68	как мы	11	4
69	и он	4	4
70	с его	4	4
71	но как	1	4
72	из этих	3	4
73	на его	4	4
74	после этого	1	4
75	на земле	2	4
76	и по	2	4
77	здесь мы	3	4
78	это не	2	4
79	и тем	1	4
80	с тем	2	4
81	попасть в	1	4
82	здесь же	1	4
83	в очень	3	4
84	здесь еще	1	4
85	совершенно ясно	1	4
86	а также	10	4
87	что и	3	4
88	что между	1	4
89	себе в	2	4
90	до сих	1	4
91	прежде всего	6	4
92	как бы	5	4
93	в это	4	4
94	сих пор	1	4
95	в книге	1	4
96	у них	1	4
97	но это	4	4
98	есть и	2	4
99	и то	5	3
100	так у	1	3
101	там же	12	3
102	время как	2	3
103	мертвых и	1	3
104	независимо от	1	3
105	когда он	1	3
106	и наконец	4	3
107	та же	1	3
108	в себе	6	3
109	если он	1	3
110	что она	1	3
111	главным образом	1	3
112	при этом	5	3
113	если бы	1	3
114	и вот	3	3
115	так например	1	3
116	него и	2	3
117	в них	3	3
118	такой же	1	3
119	в своей	5	3
120	и ее	1	3
121	в одном	1	3
122	не в	9	3
123	их в	2	3
124	и под	1	3
125	она не	2	3
126	на котором	2	3
127	того как	2	3
128	вопрос не	1	3
129	к концу	5	3
130	приходит к	2	3
131	меня в	2	3
132	и другие	1	3
133	данном случае	2	3
134	то время	6	3
135	другими словами	5	3
136	от него	1	3
137	том как	1	3
138	меня и	2	3
139	в качестве	1	3
140	так что	5	3
141	при помощи	1	3
142	и других	1	3
143	от того	1	3
144	и увидел	1	3
145	со стороны	4	3
146	далеко не	1	3
147	больше и	1	3
148	не было	10	3
149	в частности	2	3
150	в него	1	3
151	к своему	1	3
152	в данном	3	3
153	наряду с	2	3
154	в тех	1	3
155	как будто	2	3
156	что здесь	1	3
157	и от	2	3
158	кроме того	9	3
159	на первый	2	3
160	а в	11	3
161	еще в	2	3
162	сказать что	11	3
163	из этого	5	3
164	в своих	2	3
