N	3gram	Vinokur_Vv_1	FransuaR
1	то же время	5	10
2	в то же	5	10
3	до сих пор	5	8
4	в том что	12	6
5	в другом месте	2	3
6	большей или меньшей	2	3
7	в настоящее время	1	3
8	в большей или	1	3
9	или меньшей степени	1	3
10	в связи с	2	3
11	в эпоху возрождения	1	2
12	и в особенности	4	2
13	в средние века	1	2
14	с точки зрения	2	2
15	бы то ни	1	2
16	и др в	1	2
17	как мы видели	2	2
18	по своему характеру	1	2
19	в данном случае	4	2
20	но в то	3	2
21	с одной стороны	4	2
22	дело в том	2	2
23	но дело не	2	2
24	о том что	12	2
25	можно сказать что	3	2
26	с другой стороны	5	2
27	как мы уже	1	2
28	для того чтобы	21	2
29	не может быть	8	2
30	значение и для	1	1
31	и до наших	1	1
32	и названий в	1	1
33	сказать что в	1	1
34	о том насколько	1	1
35	кроме того они	1	1
36	и не могут	2	1
37	в чем же	3	1
38	потому что в	1	1
39	какой бы то	1	1
40	прежде всего в	1	1
41	а также и	2	1
42	по отношению к	4	1
43	как один из	1	1
44	и как раз	1	1
45	на самом деле	1	1
46	в самом деле	5	1
47	подобно тому как	1	1
48	это в сущности	1	1
49	ее задачи и	1	1
50	еще не исчерпывается	1	1
51	но в известном	1	1
52	одной стороны и	3	1
53	он мог бы	1	1
54	след во всей	1	1
55	по своему значению	2	1
56	до нас дошел	1	1
57	же время в	1	1
58	вместе с тем	3	1
59	с разных сторон	1	1
60	в отличие от	3	1
61	но и в	1	1
62	уже после смерти	1	1
63	в этом отношении	3	1
64	сохранился и до	1	1
65	это не система	1	1
66	том или ином	1	1
67	может быть и	2	1
68	в значительной мере	1	1
69	и то что	2	1
70	французский язык и	1	1
71	в первой половине	1	1
72	и тогда когда	1	1
73	если же мы	1	1
74	в отношениях между	1	1
75	на эту тему	1	1
76	он вовсе не	1	1
77	реальной действительности в	1	1
78	не потому что	1	1
79	и т.д в	1	1
80	имел в виду	1	1
81	только в одной	1	1
82	то ни было	1	1
83	в его время	1	1
84	состоит в том	2	1
85	быть и речи	1	1
86	в известном смысле	3	1
87	и в этом	3	1
88	по сравнению с	3	1
89	не в том	2	1
90	в том или	1	1
91	тем или иным	1	1
92	смысле слова но	1	1
93	в свое время	2	1
94	на вопрос о	4	1
95	до наших дней	1	1
96	потому что это	1	1
97	только то что	1	1
98	в частности в	1	1
99	не мог не	1	1
100	в одном и	1	1
101	у него в	1	1
102	больше похож на	1	1
103	в точности соответствует	1	1
104	с самого начала	1	1
105	и в самом	3	1
106	имен и названий	1	1
107	вопрос о том	5	1
108	и прежде всего	1	1
109	в реальной действительности	1	1
110	заключается в том	3	1
111	в этой системе	1	1
112	он был в	1	1
113	но ведь в	1	1
114	как мы видим	1	1
115	в этом смысле	10	1
116	после того как	2	1
117	можно было бы	3	1
118	в предисловии к	1	1
119	как мы знаем	1	1
120	то же самое	2	1
121	той или иной	1	1
