N	2gram	Vinokur_Ku_3	EvropaiE
1	и в	23	37
2	в отношении	3	32
3	в пределах	2	25
4	точки зрения	23	23
5	что в	13	21
6	не только	17	18
7	с точки	16	17
8	в то	3	16
9	то же	6	15
10	хотя бы	9	15
11	отношении к	1	15
12	в своем	4	14
13	но в	2	14
14	же время	1	14
15	в качестве	2	14
16	но и	3	14
17	и не	10	14
18	в этом	16	12
19	в их	6	11
20	в области	14	11
21	в том	22	11
22	так и	6	10
23	отнюдь не	3	9
24	в себе	1	9
25	только в	6	9
26	прежде всего	9	9
27	не может	6	9
28	так же	2	9
29	т е	32	9
30	в смысле	1	9
31	в ее	4	8
32	думать что	1	8
33	было бы	16	8
34	в своей	4	8
35	к тому	3	8
36	между тем	4	8
37	с одной	4	8
38	одной стороны	4	8
39	также и	5	7
40	а также	4	7
41	того что	11	7
42	так как	9	7
43	с другой	7	7
44	как и	5	7
45	по своему	2	7
46	между прочим	8	7
47	может быть	14	6
48	и на	1	6
49	том что	11	6
50	того чтобы	11	6
51	вслед за	1	6
52	вовсе не	5	6
53	для того	12	6
54	как бы	5	6
55	с этой	3	6
56	то что	4	6
57	же как	1	5
58	столь же	4	5
59	но не	3	5
60	не в	5	5
61	в россии	2	5
62	но если	3	5
63	тем самым	4	5
64	как мы	5	5
65	одной из	1	5
66	в виде	1	5
67	со стороны	1	5
68	в частности	2	5
69	и потому	1	5
70	в той	4	5
71	этой точки	1	5
72	то в	3	4
73	мы не	3	4
74	вопрос о	11	4
75	в полной	1	4
76	в ней	3	4
77	независимо от	5	4
78	в самом	13	4
79	культурной жизни	1	4
80	то ни	1	4
81	того или	3	4
82	несмотря на	1	4
83	чем в	2	4
84	лежат в	1	4
85	в предыдущем	1	4
86	даже в	1	4
87	не имеет	3	4
88	в процессе	3	4
89	иными словами	8	4
90	той или	5	4
91	бы то	1	4
92	по себе	6	4
93	можно сказать	2	4
94	тем более	5	4
95	именно в	3	4
96	само по	1	4
97	или иной	7	4
98	как это	7	4
99	для нас	4	4
100	сказать что	7	4
101	или иного	3	4
102	культуры в	1	4
103	в каком	3	4
104	экономической жизни	1	4
105	в сфере	1	3
106	идет о	1	3
107	из всех	1	3
108	бы и	3	3
109	в деле	1	3
110	на себя	2	3
111	и со	1	3
112	того же	4	3
113	время в	3	3
114	в общем	6	3
115	как в	4	3
116	когда он	2	3
117	и к	3	3
118	или иную	1	3
119	всего лишь	1	3
120	в известном	2	3
121	но на	3	3
122	не будет	1	3
123	не дает	2	3
124	и мы	1	3
125	этом смысле	1	3
126	и тем	6	3
127	с тем	6	3
128	мы видели	3	3
129	можно считать	1	3
130	она в	1	3
131	в которых	3	3
132	никогда не	1	3
133	потому что	12	3
134	можно было	11	3
135	по признаку	1	3
136	о том	6	3
137	от них	1	3
138	что и	6	3
139	отметить что	3	3
140	и только	3	3
141	известном смысле	2	3
142	в стороне	1	3
143	всяком случае	1	3
144	в данной	3	3
145	ту или	1	3
146	очевидно что	3	3
147	в известной	1	3
148	тем что	5	3
149	по своим	1	3
150	в странах	1	3
151	и прежде	1	3
152	в свою	1	3
153	связано с	1	3
154	там где	3	3
155	ни на	2	3
156	в данном	7	3
157	и для	1	3
158	и от	1	3
159	в результате	3	3
160	не более	2	3
161	на своем	1	3
162	это так	2	3
163	как на	8	3
164	в таком	4	3
165	во всяком	2	3
166	данной области	1	2
167	сплошь и	3	2
168	и то	1	2
169	по преимуществу	3	2
170	что эти	2	2
171	должна быть	3	2
172	есть не	3	2
173	что если	2	2
174	мысль которую	1	2
175	именно к	1	2
176	из того	2	2
177	которое в	2	2
178	не нужно	1	2
179	между собой	1	2
180	он сам	1	2
181	а тем	2	2
182	но как	3	2
183	точка зрения	4	2
184	в сторону	1	2
185	друг от	1	2
186	более чем	2	2
187	поскольку они	1	2
188	с этим	1	2
189	помнить что	1	2
190	хотя и	5	2
191	целый ряд	4	2
192	тому или	1	2
193	и как	2	2
194	россии не	1	2
195	что это	3	2
196	этот процесс	1	2
197	и если	2	2
198	как оно	1	2
199	главным образом	2	2
200	он не	3	2
201	или иному	1	2
202	отношений между	2	2
203	в силу	6	2
204	таким образом	9	2
205	культуры но	1	2
206	и с	3	2
207	заключается в	4	2
208	с другими	2	2
209	и рядом	3	2
210	далеко не	5	2
211	дело идет	1	2
212	нас к	2	2
213	ссылаться на	1	2
214	иначе говоря	2	2
215	такой же	2	2
216	и того	2	2
217	в эту	1	2
218	в этих	2	2
219	в котором	2	2
220	представление о	1	2
221	не к	1	2
222	одном из	1	2
223	бы о	1	2
224	и более	3	2
225	задаться вопросом	1	2
226	к такой	2	2
227	она не	3	2
228	тогда когда	4	2
229	на язык	1	2
230	по своей	1	2
231	как будто	1	2
232	именно потому	1	2
233	что на	3	2
234	не могут	5	2
235	могут быть	6	2
236	случаях когда	1	2
237	всего в	1	2
238	но также	5	2
239	утверждать что	1	2
240	но по	1	2
241	от друга	1	2
242	как не	1	2
243	свою очередь	1	2
244	говоря уже	2	2
245	данном случае	4	2
246	на основе	1	2
247	культуры и	1	2
248	мог бы	2	2
249	на месте	1	2
250	наше внимание	1	2
251	если бы	8	2
252	и что	7	2
253	к нему	1	2
254	ее от	1	2
255	во втором	1	2
256	в его	11	2
257	подходит к	1	2
258	также в	1	2
259	мы должны	3	2
260	эти последние	2	2
261	но с	1	2
262	же к	1	2
263	этот вопрос	3	2
264	в какой	3	2
265	не можем	1	2
266	при помощи	1	2
267	следует отметить	1	2
268	в одном	2	2
269	заметить что	1	2
270	а именно	3	2
271	как же	3	2
272	то нельзя	2	2
273	в некоторых	2	2
274	на этот	2	2
275	а не	11	2
276	не означает	2	2
277	что все	2	2
278	следовало бы	1	2
279	начиная с	1	2
280	вместе с	2	2
281	наряду с	1	2
282	что же	5	2
283	совершенно очевидно	1	2
284	и каждая	1	2
285	с большой	1	2
286	культуры не	1	2
287	то не	2	2
288	и всецело	1	2
289	еще более	2	2
290	же в	1	2
291	мы видим	1	2
292	а в	5	2
293	не есть	3	2
294	имеет в	2	2
295	между ними	1	2
296	не говоря	2	2
297	другой стороны	3	2
298	и эта	1	2
299	нужно помнить	1	1
300	крупное значение	1	1
301	ту же	1	1
302	вопрос мы	1	1
303	также что	2	1
304	в силе	1	1
305	рода и	1	1
306	и т	54	1
307	например в	1	1
308	доступ в	1	1
309	связана с	1	1
310	в тех	2	1
311	и имеющих	1	1
312	и принципах	1	1
313	тех же	4	1
314	в чисто	1	1
315	речь идет	3	1
316	противном случае	1	1
317	на западе	2	1
318	с таким	1	1
319	часть его	1	1
320	той же	3	1
321	на тех	1	1
322	ограничиться в	1	1
323	из всего	2	1
324	или наоборот	1	1
325	же следует	1	1
326	области собственно	1	1
327	ответить на	2	1
328	ставить вопрос	1	1
329	чтобы не	2	1
330	в основных	1	1
331	признание что	1	1
332	почти все	1	1
333	и техническое	1	1
334	другую и	1	1
335	время как	1	1
336	говорить о	6	1
337	на практике	4	1
338	мы получаем	1	1
339	свели к	1	1
340	то это	3	1
341	не сразу	1	1
342	когда мы	3	1
343	может дать	1	1
344	быть в	2	1
345	не понимали	2	1
346	тем как	1	1
347	которые создали	1	1
348	то мы	3	1
349	чем это	2	1
350	мы будем	1	1
351	самой идее	1	1
352	значение и	1	1
353	по отношению	3	1
354	с совершенно	1	1
355	находящихся в	1	1
356	тогда как	1	1
357	отличие от	2	1
358	и будет	1	1
359	за пределы	2	1
360	только путем	1	1
361	от основного	1	1
362	относится к	2	1
363	которые не	1	1
364	в одной	1	1
365	в рамках	5	1
366	дает нам	2	1
367	на минуту	2	1
368	все же	5	1
369	в противном	1	1
370	кроме того	2	1
371	находящиеся в	1	1
372	тех случаях	1	1
373	смысле этого	2	1
374	более или	2	1
375	увидим что	2	1
376	это есть	1	1
377	таковы например	1	1
378	он в	2	1
379	чуть ли	1	1
380	в нашем	7	1
381	которые в	4	1
382	разных точек	1	1
383	один и	2	1
384	нами в	1	1
385	и тот	2	1
386	в общий	1	1
387	тому же	3	1
388	и те	1	1
389	из общей	1	1
390	или меньшем	1	1
391	с традициями	2	1
392	при этом	6	1
393	и лучше	1	1
394	сейчас и	1	1
395	т д	8	1
396	поскольку дело	1	1
397	не значит	5	1
398	в принципе	1	1
399	состоит в	2	1
400	не как	2	1
401	в корне	2	1
402	ли не	1	1
403	рассмотрение вопроса	1	1
404	на этом	2	1
405	находит себе	1	1
406	или иных	1	1
407	слова т	1	1
408	и наоборот	1	1
409	но все	2	1
410	не станем	2	1
411	как они	2	1
412	значение в	2	1
413	же касается	1	1
414	том случае	4	1
415	поэзии и	1	1
416	и неизбежно	1	1
417	лишь в	8	1
418	входит в	1	1
419	и иных	1	1
420	которая как	1	1
421	в свой	1	1
422	рассказывает что	1	1
423	времени можно	1	1
424	могут к	1	1
425	о которых	1	1
426	рядом с	1	1
427	русской культуры	1	1
428	конкретных условий	1	1
429	во внимание	5	1
430	здесь можно	5	1
431	и было	1	1
432	как таковой	2	1
433	или менее	2	1
434	рассматривать с	1	1
435	и поскольку	1	1
436	как некую	1	1
437	мы приходим	1	1
438	в такой	1	1
439	эта может	1	1
440	и процесс	1	1
441	если можно	1	1
442	то эту	1	1
443	установить что	1	1
444	если сопоставить	1	1
445	себе задачи	2	1
446	большей степени	2	1
447	то его	1	1
448	которые лежат	1	1
449	в отличие	2	1
450	признать что	1	1
451	значение для	1	1
452	что такими	1	1
453	творчества и	1	1
454	друг другу	1	1
455	на другую	1	1
456	в современном	1	1
457	для этого	6	1
458	для нее	1	1
459	англии в	1	1
460	тому что	4	1
461	китайцы в	1	1
462	если и	2	1
463	все эти	7	1
464	не менее	12	1
465	что с	1	1
466	или какого-либо	1	1
467	правда в	1	1
468	он мог	1	1
469	для всего	1	1
470	если ему	1	1
471	рассматривать как	1	1
472	казалось бы	1	1
473	упомянутые выше	1	1
474	в самой	1	1
475	именно с	1	1
476	в форму	1	1
477	они являются	1	1
478	к определенному	1	1
479	в русском	2	1
480	такая же	2	1
481	на себе	1	1
482	за исключением	1	1
483	во всем	1	1
484	пределах и	1	1
485	и его	1	1
486	каждой из	2	1
487	бы по	1	1
488	связи с	6	1
489	можно рассматривать	2	1
490	и посмотреть	1	1
491	же смысл	1	1
492	так то	2	1
493	в основе	1	1
494	и несколько	1	1
495	у нас	10	1
496	он называет	1	1
497	должны быть	1	1
498	свое значение	1	1
499	прошлом и	1	1
500	отказаться от	1	1
501	приходит к	1	1
502	большем или	1	1
503	и о	4	1
504	здесь говорить	1	1
505	имеет значение	1	1
506	язык и	2	1
507	во внутреннюю	1	1
508	это имело	1	1
509	представим себе	1	1
510	последнее время	1	1
511	то или	2	1
512	то время	1	1
513	имеют в	1	1
514	литературы и	1	1
515	вышла из	1	1
516	был бы	3	1
517	также о	1	1
518	те же	7	1
519	одного из	1	1
520	по природе	1	1
521	сотни и	1	1
522	каждого из	1	1
523	когда в	2	1
524	имеется в	1	1
525	которая в	1	1
526	означает что	1	1
527	будет уже	3	1
528	при том	1	1
529	связанное с	1	1
530	сводится к	1	1
531	тех кто	1	1
532	на вопрос	3	1
533	внимание на	2	1
534	с разных	1	1
535	это потому	1	1
536	и кровь	1	1
537	к намеченной	1	1
538	это должно	1	1
539	может не	1	1
540	в вопросах	1	1
541	нас в	3	1
542	затем в	1	1
543	из областей	1	1
544	не выходит	1	1
545	связь между	3	1
546	ими на	1	1
547	общем с	1	1
548	и всякая	1	1
549	эти два	2	1
550	же приблизительно	1	1
551	того в	1	1
552	глаза на	1	1
553	всего этого	3	1
554	в лучшем	1	1
555	следует прежде	1	1
556	быть и	1	1
557	но так	1	1
558	один из	4	1
559	же все	1	1
560	есть часть	1	1
561	в двух	2	1
562	тот же	6	1
563	речи о	1	1
564	с ними	1	1
565	этого можно	1	1
566	именно о	1	1
567	всех этих	1	1
568	мы увидим	1	1
569	которое мы	1	1
570	что как	3	1
571	который в	1	1
572	иной степени	1	1
573	они могут	1	1
574	и ее	1	1
575	же при	1	1
576	случаи когда	2	1
577	отношении в	1	1
578	по этому	1	1
579	ведь в	1	1
580	конечно не	2	1
581	уже не	8	1
582	уже в	3	1
583	если мы	7	1
584	то и	2	1
585	только тогда	4	1
586	в начале	1	1
587	что не	4	1
588	к созданию	1	1
589	отличным от	1	1
590	перевести на	1	1
591	для него	1	1
592	и их	1	1
593	представить себе	1	1
594	мы находим	3	1
595	очевидно также	1	1
596	случае когда	3	1
597	не о	2	1
598	и продолжает	1	1
599	чем меньше	1	1
600	от того	5	1
601	указание что	1	1
602	тем для	1	1
603	новый не	1	1
604	или иное	2	1
605	значение имеет	1	1
606	выходит за	1	1
607	а на	1	1
608	на примере	1	1
609	которые можно	2	1
610	что тот	1	1
611	и культура	1	1
612	в каких	1	1
613	ряде случаев	1	1
614	имело место	1	1
615	два условия	1	1
616	одних и	1	1
617	в англии	3	1
618	что для	1	1
619	обратиться к	1	1
620	каком смысле	1	1
621	положений и	1	1
622	не было	4	1
623	которых мы	1	1
624	на которых	5	1
625	выше и	1	1
626	зависит от	1	1
627	сдвиг в	1	1
628	к осознанию	1	1
629	при некотором	1	1
630	совершенно одинаково	1	1
631	процесс перехода	1	1
632	что мы	2	1
633	мы знаем	1	1
634	приступить к	1	1
635	если не	1	1
636	в связи	5	1
637	пределах данной	1	1
638	со значением	2	1
639	так называемых	1	1
640	культуры он	1	1
641	именно поэтому	2	1
642	входить в	1	1
643	уже о	2	1
644	что во	1	1
645	политической и	1	1
646	имеются в	1	1
647	есть собственно	1	1
648	к жизни	1	1
649	а если	1	1
650	она есть	2	1
651	границ между	1	1
652	культуры его	1	1
653	области внутренней	1	1
654	принимая во	1	1
655	не вообще	1	1
656	том смысле	1	1
657	должно быть	7	1
658	использования тех	1	1
659	этого слова	4	1
660	простор для	2	1
661	слова и	7	1
662	как россия	1	1
663	или меньшее	1	1
664	и где	1	1
665	какой именно	1	1
666	тех или	1	1
667	более того	1	1
668	смысл имеет	1	1
669	вопрос в	2	1
670	одного и	2	1
671	указать на	2	1
672	лицо и	1	1
673	она может	2	1
674	это можно	1	1
675	о котором	1	1
676	в большей	2	1
677	может в	1	1
678	пришлось бы	1	1
679	значительно более	1	1
680	находим в	1	1
681	но это	5	1
682	себе ничего	1	1
683	и другие	1	1
684	можно конечно	2	1
685	ни была	1	1
686	сказали бы	1	1
687	этих отношений	1	1
688	в последнем	1	1
689	что даже	1	1
690	как некая	1	1
691	в свое	2	1
692	будет тем	1	1
693	к числу	1	1
694	свои особые	1	1
695	к этой	1	1
696	сопоставить например	1	1
697	это в	2	1
698	понимать что	1	1
699	который не	1	1
700	все что	1	1
701	том числе	2	1
702	смысле что	1	1
