N	2gram	Vinokur_Ku_2	Myslijsy
1	потому что	25	46
2	в слове	1	32
3	в том	19	32
4	и в	23	30
5	может быть	15	28
6	то же	6	23
7	не только	20	21
8	только в	5	21
9	для нас	4	20
10	но и	7	19
11	того что	3	18
12	том что	11	18
13	то что	9	18
14	не есть	1	17
15	что в	10	17
16	в себе	1	16
17	по себе	10	16
18	и не	16	15
19	не в	8	15
20	а не	10	15
21	таким образом	5	14
22	что и	3	13
23	так как	15	13
24	если бы	12	12
25	вместе с	5	12
26	а в	3	12
27	точно так	3	12
28	так и	4	11
29	что оно	3	11
30	этого слова	5	11
31	как в	3	10
32	в этом	18	10
33	как и	2	10
34	в то	4	10
35	и что	8	10
36	мы не	1	9
37	только тогда	1	9
38	из этих	1	9
39	в нем	4	9
40	было бы	15	9
41	тогда когда	1	9
42	между тем	6	9
43	для него	1	9
44	и то	5	8
45	в ней	3	8
46	в самом	12	8
47	от того	4	8
48	что не	6	8
49	что мы	6	8
50	только что	1	8
51	что слово	3	7
52	есть не	1	7
53	с одной	2	7
54	но не	6	7
55	с тем	2	7
56	и без	1	7
57	тем самым	2	7
58	тем что	3	7
59	как мы	3	7
60	так что	1	7
61	слова в	6	7
62	в языке	10	7
63	вовсе не	9	7
64	с другой	8	7
65	смысле этого	2	7
66	к тому	4	7
67	же что	1	6
68	с этим	3	6
69	между собою	1	6
70	не имеет	4	6
71	указывает на	1	6
72	те же	3	6
73	что он	5	6
74	уже не	8	6
75	то и	3	6
76	а потому	1	6
77	и слово	1	6
78	но оно	2	6
79	не может	9	6
80	что только	1	6
81	но это	3	6
82	сам по	1	5
83	на деле	1	5
84	и т	39	5
85	еще не	5	5
86	по отношению	1	5
87	независимо от	1	5
88	в своем	2	5
89	и как	1	5
90	не следует	5	5
91	к одному	1	5
92	и тем	5	5
93	в них	4	5
94	что я	4	5
95	по крайней	6	5
96	же время	3	5
97	как на	1	5
98	в каком	4	5
99	языка в	3	5
100	не могут	5	5
101	не менее	7	5
102	крайней мере	6	5
103	уже в	3	5
104	одно из	1	5
105	слово как	1	5
106	очевидно что	2	5
107	должно быть	4	5
108	слова и	5	5
109	сказать что	4	5
110	только как	2	5
111	в действительности	1	5
112	тем же	2	4
113	или же	2	4
114	столь же	1	4
115	не все	3	4
116	относится к	1	4
117	что именно	1	4
118	не было	4	4
119	что это	7	4
120	он не	3	4
121	перестает быть	1	4
122	одной и	1	4
123	и по	3	4
124	мы видели	2	4
125	и при	1	4
126	себе не	2	4
127	в котором	1	4
128	для меня	1	4
129	есть нечто	1	4
130	того как	2	4
131	это слово	4	4
132	и его	3	4
133	по поводу	2	4
134	для того	9	4
135	оно не	2	4
136	на это	3	4
137	и это	3	4
138	то время	1	4
139	в его	5	4
140	один из	5	4
141	что даже	1	4
142	все равно	2	4
143	далеко не	1	4
144	и между	1	4
145	что для	2	4
146	быть только	2	4
147	если не	1	4
148	и потому	2	4
149	все это	5	4
150	и от	2	4
151	форма слова	1	4
152	тем более	1	4
153	мы должны	2	4
154	слово в	1	4
155	другой стороны	7	4
156	была бы	4	4
157	только потому	8	3
158	и есть	2	3
159	говорить о	4	3
160	оно есть	1	3
161	и на	6	3
162	в чем	1	3
163	то слово	1	3
164	а только	3	3
165	не то	2	3
166	ответ на	2	3
167	дает нам	2	3
168	в целом	1	3
169	что она	3	3
170	при этом	2	3
171	т д	14	3
172	в силу	7	3
173	в каждом	1	3
174	не будет	1	3
175	что все	5	3
176	этого не	3	3
177	оно имеет	1	3
178	как бы	4	3
179	представить себе	2	3
180	место в	1	3
181	тем не	6	3
182	тому что	1	3
183	с и	1	3
184	образом в	2	3
185	того чтобы	11	3
186	заметить что	1	3
187	могут быть	4	3
188	слова с	1	3
189	свою очередь	2	3
190	или в	4	3
191	здесь как	1	3
192	быть может	1	3
193	и вообще	2	3
194	со стороны	4	3
195	время в	1	3
196	никак не	3	3
197	можно сказать	4	3
198	то тем	2	3
199	к нему	2	3
200	вслед за	1	3
201	и следовательно	2	3
202	мысли не	1	3
203	но слово	2	3
204	и такое	1	3
205	состоит не	1	3
206	же и	2	3
207	есть в	3	3
208	прежде всего	8	3
209	мы можем	1	3
210	само по	5	3
211	себе представить	1	3
212	до сих	1	3
213	именно в	3	3
214	от другого	1	3
215	одной стороны	1	3
216	только от	1	3
217	там где	5	3
218	в одно	1	3
219	связь с	1	3
220	так же	4	3
221	за тем	1	3
222	то к	1	3
223	в ряду	1	3
224	том смысле	1	3
225	слова есть	1	3
226	сих пор	1	3
227	не знаем	1	3
228	тем и	1	3
229	и все	2	3
230	в свою	2	3
231	не говоря	2	3
232	не знает	3	3
233	в которой	1	3
234	в искусстве	1	3
235	к этому	4	3
236	самом деле	9	2
237	это и	3	2
238	и до	2	2
239	в их	2	2
240	мы уже	1	2
241	той же	2	2
242	впрочем и	1	2
243	бы например	2	2
244	всего постороннего	1	2
245	которое не	1	2
246	себе что	1	2
247	есть вместе	2	2
248	отделаться от	1	2
249	то он	1	2
250	что язык	1	2
251	явлений и	1	2
252	о слове	1	2
253	к слову	2	2
254	отношение к	1	2
255	своем языке	1	2
256	что они	2	2
257	но без	1	2
258	сама по	1	2
259	все же	7	2
260	и той	1	2
261	целый ряд	5	2
262	что по	1	2
263	его к	2	2
264	есть дело	1	2
265	так или	2	2
266	же слово	1	2
267	в этой	6	2
268	на то	4	2
269	свое место	2	2
270	не могла	1	2
271	и если	2	2
272	слово это	6	2
273	в основании	2	2
274	не как	2	2
275	прежде чем	1	2
276	но все	4	2
277	этом последнем	1	2
278	смысле в	1	2
279	могла бы	2	2
280	бы быть	1	2
281	на все	2	2
282	от такой	1	2
283	отдельными словами	1	2
284	ни в	4	2
285	не всегда	2	2
286	несмотря на	5	2
287	понятия и	1	2
288	именно то	1	2
289	что собственно	1	2
290	точки зрения	14	2
291	в своей	2	2
292	что такое	3	2
293	а как	1	2
294	то для	3	2
295	в которых	2	2
296	несомненно что	1	2
297	заставляет нас	1	2
298	т п	24	2
299	их в	1	2
300	том же	1	2
301	даже в	1	2
302	что есть	1	2
303	что эта	2	2
304	она не	2	2
305	на котором	1	2
306	иметь в	2	2
307	но только	4	2
308	этом отношении	3	2
309	когда мы	1	2
310	от этого	2	2
311	указание на	3	2
312	в области	11	2
313	мысли о	1	2
314	так например	1	2
315	ничего общего	1	2
316	то или	3	2
317	и о	4	2
318	указывать на	1	2
319	в ее	1	2
320	с каким	1	2
321	в буквальном	2	2
322	языка и	8	2
323	так в	3	2
324	привести в	2	2
325	во многом	1	2
326	когда в	2	2
327	к тем	1	2
328	и с	7	2
329	смысле то	1	2
330	об этом	5	2
331	о том	1	2
332	и содержание	1	2
333	этих слов	1	2
334	от них	1	2
335	я думаю	1	2
336	в форме	3	2
337	язык есть	1	2
338	языка мы	1	2
339	и следует	1	2
340	по содержанию	1	2
341	которое было	2	2
342	одной из	1	2
343	в какой	1	2
344	буквальном смысле	1	2
345	которое мы	1	2
346	но как	1	2
347	том чтобы	1	2
348	связи с	3	2
349	видеть что	1	2
350	в виде	1	2
351	слова не	3	2
352	был бы	2	2
353	не составляет	1	2
354	в одном	1	2
355	но что	2	2
356	у него	3	2
357	в других	1	2
358	и даже	2	2
359	самое слово	1	2
360	в речи	6	2
361	одно слово	1	2
362	эти слова	1	2
363	в разговоре	4	2
364	по своему	1	2
365	он говорит	1	2
366	что же	5	2
367	слов в	3	2
368	что как	1	2
369	быть не	2	2
370	с этой	2	2
371	еще раз	1	2
372	и действия	1	2
373	перед нами	4	2
374	слова но	1	2
375	уже на	1	2
376	есть одно	1	2
377	то не	2	2
378	бы в	1	2
379	в большей	3	2
380	язык не	2	2
381	же в	3	2
382	что вообще	1	2
383	такой степени	1	2
384	в свое	2	2
385	это в	2	2
386	которая не	1	2
387	это неверно	1	1
388	народ в	1	1
389	кто его	1	1
390	а под	1	1
391	отношения к	2	1
392	в сфере	3	1
393	предполагает что	1	1
394	на самом	2	1
395	тех же	2	1
396	что когда	3	1
397	не отражается	1	1
398	он требует	1	1
399	по преимуществу	2	1
400	противном случае	1	1
401	должна быть	5	1
402	едва ли	1	1
403	по его	1	1
404	он уже	2	1
405	бы уже	1	1
406	на первом	1	1
407	что между	2	1
408	что если	2	1
409	в первый	3	1
410	вопрос о	9	1
411	чтобы не	2	1
412	случай где	1	1
413	в сущности	9	1
414	время как	1	1
415	один пример	1	1
416	во вторых	2	1
417	д а	1	1
418	и средство	1	1
419	того же	3	1
420	и он	1	1
421	с большим	1	1
422	и говорить	1	1
423	то конечно	1	1
424	нужно будет	1	1
