N	2gram	Bakhtin_Pr_1	formyVre
1	и в	29	46
2	в этом	22	22
3	с рядом	1	16
4	и т	4	14
5	прежде всего	7	14
6	вовсе не	7	13
7	в романе	9	13
8	и его	14	12
9	во всех	1	11
10	не только	15	11
11	только в	10	11
12	т п	3	11
13	как бы	19	10
14	точки зрения	19	10
15	в том	8	10
16	но в	7	10
17	мы уже	2	9
18	не в	7	9
19	у него	5	9
20	но и	14	9
21	и не	31	9
22	и для	4	9
23	мира и	7	9
24	то же	14	8
25	как и	12	8
26	с точки	13	8
27	для того	1	8
28	того чтобы	1	8
29	потому что	8	8
30	связи с	2	8
31	в его	24	8
32	из них	1	8
33	в основном	1	8
34	жизни и	2	8
35	и на	7	7
36	в главе	1	7
37	так сказать	4	7
38	всех этих	2	7
39	так и	7	7
40	в них	3	7
41	может быть	24	7
42	времени в	1	7
43	в одном	10	7
44	то что	15	7
45	как мы	4	6
46	еще не	5	6
47	все же	9	6
48	и наконец	4	6
49	при этом	2	6
50	человека в	4	6
51	и с	4	6
52	его в	6	6
53	в основе	4	6
54	никогда не	3	6
55	те же	2	6
56	и во	2	6
57	так как	6	6
58	в особенности	1	6
59	здесь в	1	6
60	все это	6	6
61	и все	1	6
62	но не	9	5
63	с этим	2	5
64	в своем	8	5
65	все эти	9	5
66	он не	5	5
67	в нем	19	5
68	этих форм	1	5
69	должно быть	4	5
70	в то	10	5
71	в разрезе	6	5
72	и у	3	5
73	в пространстве	3	5
74	и др	5	5
75	в частности	1	5
76	в пределах	13	5
77	по существу	3	5
78	в смысле	2	5
79	что в	8	5
80	отношения к	3	4
81	и самое	3	4
82	в мире	6	4
83	и он	1	4
84	что они	1	4
85	в истории	2	4
86	как в	6	4
87	уже в	3	4
88	из этих	1	4
89	в себе	7	4
90	их в	4	4
91	том что	7	4
92	в котором	2	4
93	место в	1	4
94	героев и	3	4
95	же время	9	4
96	уже говорили	1	4
97	к себе	2	4
98	с ним	5	4
99	о том	1	4
100	все его	3	4
101	так что	2	4
102	конечно не	2	4
103	мир в	3	4
104	с другом	1	4
105	и их	1	4
106	а не	22	4
107	друг с	2	4
108	с этой	2	4
109	же в	2	4
110	есть и	2	4
111	дан в	1	3
112	в виду	1	3
113	слова и	1	3
114	а следовательно	1	3
115	точка зрения	12	3
116	для других	2	3
117	отношение к	2	3
118	нет и	1	3
119	хотя и	1	3
120	как уже	1	3
121	и как	7	3
122	весь мир	1	3
123	и художественного	1	3
124	уже не	13	3
125	та же	1	3
126	в большинстве	2	3
127	имеем в	1	3
128	т д	1	3
129	и по	1	3
130	прежде чем	1	3
131	таким образом	12	3
132	здесь мы	2	3
133	в совершенно	1	3
134	по всему	1	3
135	переходим к	1	3
136	на первый	1	3
137	в их	3	3
138	в которых	2	3
139	что было	4	3
140	не могли	1	3
141	как можно	2	3
142	она ни	1	3
143	следовательно и	2	3
144	самой жизни	1	3
145	кроме того	3	3
146	у данте	1	3
147	же самое	1	3
148	к тому	1	3
149	себя и	2	3
150	роль в	1	3
151	и совершенно	1	3
152	в борьбе	1	3
153	в другом	1	3
154	как у	1	3
155	при изображении	1	3
156	что и	4	3
157	того что	1	3
158	тот же	2	3
159	что он	8	3
160	во времени	3	3
161	все они	1	3
162	в качестве	1	3
163	большинстве случаев	2	3
164	для него	18	3
165	тем что	4	3
166	в форме	7	3
167	и даже	2	3
168	не было	4	3
169	не на	4	3
170	мира в	5	3
171	с помощью	1	3
172	ее в	1	3
173	а в	7	3
174	себе самому	3	3
175	и идеи	2	3
176	всего в	1	3
177	но эти	2	3
178	и другие	1	3
179	к этому	1	3
180	смысле слова	1	2
181	как его	1	2
182	и есть	2	2
183	этого мира	6	2
184	тем же	1	2
185	и так	1	2
186	характерное для	1	2
187	из самых	1	2
188	и до	3	2
189	времени он	1	2
190	мы имеем	1	2
191	рядом в	1	2
192	в сущности	5	2
193	роман в	1	2
194	жизни как	1	2
195	первый план	1	2
196	в уста	3	2
197	явлений и	1	2
198	к ним	1	2
199	вступают в	1	2
200	одного момента	1	2
201	в одной	6	2
202	это противоречивое	1	2
203	то в	1	2
204	разрезе одного	2	2
205	и к	2	2
206	от этого	1	2
207	тон и	1	2
208	всего романа	1	2
209	в этой	4	2
210	как он	1	2
211	перестает быть	4	2
212	и вот	1	2
213	на этом	1	2
214	в вечности	1	2
215	лишь в	1	2
216	по себе	8	2
217	этого нового	1	2
218	далеко не	3	2
219	со своими	2	2
220	мы видели	1	2
221	образы людей	1	2
222	автора и	5	2
223	и становится	1	2
224	жизни с	1	2
225	строго говоря	1	2
226	значение для	1	2
227	одном из	1	2
228	но эта	4	2
229	но он	2	2
230	друг другу	2	2
231	пределах отдельных	2	2
232	по ту	2	2
233	и великого	1	2
234	этот мир	3	2
235	в той	2	2
236	в отношении	2	2
237	она не	7	2
238	природа и	1	2
239	на котором	3	2
240	и имеет	1	2
241	там где	10	2
242	и всегда	1	2
243	в самой	6	2
244	и весь	1	2
245	момент самой	1	2
246	этом отношении	3	2
247	в духе	3	2
