N	3gram	Bakhtin_Fr_4	Psycholo
1	в том что	1	11
2	с точки зрения	2	9
3	то же самое	1	8
4	для того чтобы	3	8
5	мы видим что	1	7
6	с самого начала	3	6
7	до сих пор	1	5
8	с одной стороны	2	5
9	с другой стороны	3	5
10	и то что	1	3
11	мы уже говорили	5	3
12	о том что	2	3
13	на самом деле	1	2
14	как мы увидим	1	2
15	и все прочие	1	2
16	одно и то	1	2
17	то время как	1	2
18	в данном случае	1	2
19	смысле этого слова	1	2
20	и как бы	1	2
21	и то же	1	2
22	он не мог	1	2
23	мы видели что	1	2
24	в то время	2	2
25	в свою очередь	1	2
26	как мы видели	2	2
27	и до наших	1	1
28	дело дошло до	1	1
29	таким образом что	1	1
30	в своей речи	1	1
31	отправной точкой для	1	1
32	автор ссылается на	1	1
33	более или менее	3	1
34	со всей своей	1	1
35	как и этот	1	1
36	и другие поэты	1	1
37	как и все	5	1
38	в отличие от	1	1
39	в том случае	1	1
40	таким образом все	2	1
41	которые применяются к	1	1
42	в этом отношении	1	1
43	и если бы	1	1
44	но конечно не	2	1
45	может быть и	1	1
46	тому же выводу	1	1
47	том случае если	1	1
48	здесь мы видим	1	1
49	так как она	1	1
50	в сущности это	1	1
51	в той же	1	1
52	а с другой	1	1
53	перед нами в	1	1
54	мы уже указывали	1	1
55	то же слово	1	1
56	один и тот	2	1
57	в этом плане	1	1
58	очень большую роль	1	1
59	самом деле он	1	1
60	мы можем сказать	1	1
61	но в его	1	1
62	можно сказать что	1	1
63	они не только	1	1
64	таким образом и	3	1
65	не может быть	1	1
66	в разговоре с	1	1
67	подобно тому как	3	1
68	к тому же	1	1
69	и тот же	2	1
70	как раз в	1	1
71	еще раз в	1	1
