N	2gram	Voloshinov_1	PoTuStor
1	может быть	8	17
2	и в	13	16
3	и пр	7	12
4	в этом	2	9
5	таким образом	6	9
6	мы можем	4	9
7	прежде всего	9	9
8	точки зрения	7	8
9	и его	12	8
10	не может	8	8
11	с его	1	7
12	не только	6	7
13	сказать что	1	7
14	самом деле	3	6
15	конечно не	1	6
16	при этом	2	6
17	с точки	5	6
18	и это	1	6
19	для него	2	6
20	и к	2	6
21	еще не	1	5
22	в чем	2	5
23	отношение к	1	5
24	все эти	2	5
25	что такое	1	5
26	нуждается в	2	5
27	как бы	6	5
28	на самом	1	4
29	и ее	2	4
30	отнюдь не	1	4
31	и наконец	5	4
32	но в	4	4
33	в этой	1	4
34	в нем	2	4
35	и может	2	4
36	его в	1	4
37	художественного творчества	1	4
38	мысли и	1	4
39	все это	4	4
40	самого начала	2	4
41	с ее	1	4
42	с самого	2	4
43	так и	3	4
44	но мы	4	4
45	в его	7	4
46	с ними	2	4
47	только в	6	4
48	для всех	1	4
49	и их	7	4
50	так как	3	4
51	но и	3	4
52	и не	8	4
53	и все	3	4
54	хотя бы	5	4
55	едва ли	1	3
56	в общем	2	3
57	и есть	1	3
58	и как	1	3
59	учение о	2	3
60	с их	1	3
61	на две	2	3
62	мы полагаем	1	3
63	и вот	1	3
64	их в	1	3
65	на этом	1	3
66	том что	2	3
67	в одном	3	3
68	в основе	1	3
69	две группы	1	3
70	и оно	1	3
71	те же	2	3
72	представлений и	2	3
73	на язык	2	3
74	в конечном	1	3
75	в том	2	3
76	только на	1	3
77	полагаем что	1	3
78	в области	2	3
79	и др	2	3
80	вместе с	1	3
81	как это	1	3
82	быть это	1	3
83	могут быть	2	3
84	что в	3	3
85	а в	2	3
86	то что	6	3
87	ту же	1	2
88	же как	1	2
89	нам кажется	1	2
90	в самом	2	2
91	и этот	2	2
92	мы уже	2	2
93	мы не	4	2
94	и о	1	2
95	говорить о	3	2
96	того же	1	2
97	совсем не	1	2
98	конечном счете	1	2
99	нет и	1	2
100	за пределы	3	2
101	с этим	3	2
102	в этот	2	2
103	и через	1	2
104	но ведь	5	2
105	момента в	1	2
106	то же	4	2
107	связанные с	2	2
108	связанных с	2	2
109	было бы	4	2
110	кажется что	2	2
111	в них	2	2
112	как и	3	2
113	между собою	2	2
114	в своей	4	2
115	не менее	2	2
116	в науке	1	2
117	никогда не	3	2
118	только и	4	2
119	сводится к	1	2
120	все то	1	2
121	существует только	1	2
122	на основе	1	2
123	только то	1	2
124	в пределах	3	2
125	быть может	1	2
126	для этого	1	2
127	похожим на	3	2
128	другими словами	1	2
129	рождения и	1	2
130	организма и	1	2
131	во всей	2	2
132	может иметь	2	2
133	один из	1	2
134	мы видим	2	2
135	что он	1	2
136	со всеми	1	2
137	не имеющие	1	2
138	не можем	1	2
139	в начале	1	2
140	и других	1	2
141	и т.п	7	2
142	себя и	1	2
143	а на	1	2
144	не на	2	2
145	что мы	1	2
146	они-то и	1	2
147	с помощью	2	2
148	конечно мы	2	2
149	так же	2	2
150	к следующему	1	2
151	с этой	2	2
152	с историей	2	2
153	но это	1	2
154	к другим	1	2
155	от матери	1	2
156	и для	3	2
157	не существует	1	2
158	сознания и	2	2
159	не знает	1	2
160	влечет к	1	2
161	ее в	2	2
162	к этому	1	2
163	они не	1	2
164	человека и	1	1
165	мы здесь	1	1
166	и то	3	1
167	словами и	1	1
168	науки о	1	1
169	это и	1	1
170	самый предмет	1	1
171	не имеют	1	1
172	мы имеем	1	1
173	теперь мы	1	1
174	вопрос о	1	1
175	на место	1	1
176	из того	1	1
177	но даже	1	1
178	не совсем	1	1
179	зависимости от	2	1
180	в ней	2	1
181	иное как	2	1
182	столь же	1	1
183	но не	1	1
184	не входит	1	1
185	него все	1	1
186	менее всего	1	1
187	с духом	1	1
188	другой так	1	1
189	в свои	1	1
190	воспроизводится в	1	1
191	что они	2	1
192	только путем	3	1
193	к сожалению	2	1
194	в течение	2	1
195	общего с	3	1
196	продолжающий его	1	1
197	все же	5	1
198	в полном	2	1
199	его к	1	1
200	от этого	2	1
201	точку зрения	3	1
202	всех социальных	1	1
203	под ним	1	1
204	ни один	3	1
205	и связанных	1	1
206	значение так	1	1
207	сознания с	1	1
208	мы чувствуем	1	1
209	жизнь как	1	1
210	как совершенно	1	1
211	что она	1	1
212	роковую роль	1	1
213	и социальной	1	1
214	отношений между	2	1
215	из него	1	1
216	подобно тому	1	1
217	эта аналогия	1	1
218	что мир	1	1
219	в мире	1	1
220	не должна	1	1
221	конечно в	2	1
222	часто мы	1	1
223	на все	1	1
224	не нашел	1	1
225	лишь в	4	1
226	входит в	2	1
227	искусства в	1	1
228	может стать	2	1
229	должны перейти	1	1
230	истории и	1	1
231	еще одно	1	1
232	мы считаем	2	1
233	и социально	2	1
234	не чем	2	1
235	для них	1	1
236	он действительно	1	1
237	несмотря на	2	1
238	представляет себе	2	1
239	уже у	1	1
240	рождается и	1	1
241	здесь она	1	1
242	метода в	5	1
243	но если	1	1
244	от своего	2	1
245	не сумеет	1	1
246	к предмету	2	1
247	что до	1	1
248	своего рождения	1	1
249	времени не	1	1
250	иным как	2	1
251	на всю	1	1
252	которой является	2	1
253	общего не	1	1
254	т.е на	1	1
255	отношений здесь	1	1
256	есть прежде	3	1
257	в эпоху	1	1
258	одна из	1	1
259	к новым	1	1
260	на последующую	1	1
261	в самых	1	1
262	что иное	2	1
263	того чтобы	1	1
264	работы но	1	1
265	не имеет	2	1
266	разрыва между	1	1
267	во всем	2	1
268	связи с	1	1
269	в сознании	4	1
270	в виду	1	1
271	тела и	3	1
272	предположение о	1	1
273	среди них	1	1
274	или только	1	1
275	т.п и	3	1
276	так рождается	1	1
277	с телом	2	1
278	его за	1	1
279	же самое	1	1
280	должны быть	1	1
281	к тому	2	1
282	что при	1	1
283	как известно	1	1
284	ничего общего	3	1
285	бы по	1	1
286	своего развития	1	1
287	но вообще	1	1
288	ни одно	2	1
289	данном случае	2	1
290	его школа	1	1
291	в себя	1	1
292	роль в	2	1
293	и что	1	1
294	в другом	2	1
295	можно было	1	1
296	утверждаем что	1	1
297	отсюда и	1	1
298	мог бы	2	1
299	еще в	2	1
300	к тем	1	1
301	если бы	2	1
302	из одного	1	1
303	в разных	1	1
304	связанная с	1	1
305	должен теперь	1	1
306	часто и	1	1
307	и здесь	1	1
308	и т.д	5	1
309	рассчитана на	1	1
310	внимание на	1	1
311	комплексы и	1	1
312	говорить об	2	1
313	этот момент	1	1
314	борьба с	1	1
315	на одном	1	1
316	отметить что	1	1
317	в другой	1	1
318	наконец в	2	1
319	все время	1	1
320	что методы	1	1
321	в которую	2	1
322	конечно при	1	1
323	к нему	1	1
324	но так	2	1
325	тот же	2	1
326	вся область	2	1
327	быть сведены	1	1
328	может привести	1	1
329	с одной	2	1
330	образование которое	1	1
331	события и	1	1
332	не пытается	1	1
333	мы принуждены	1	1
334	уже в	2	1
335	в нашей	1	1
336	его и	1	1
337	не будут	1	1
338	в конце	1	1
339	вовсе не	2	1
340	привела к	1	1
341	этом отношении	1	1
342	даже и	1	1
343	для того	1	1
344	широко пользуется	1	1
345	имеет и	1	1
346	с другой	2	1
347	представляет собою	1	1
348	мы утверждаем	1	1
349	в некоторых	1	1
350	одной стороны	2	1
351	материал в	2	1
352	это выходит	1	1
353	и самый	1	1
