N	3gram	Bakhtin_fo_2	Myshleni
1	с точки зрения	8	18
2	для того чтобы	7	15
3	в том что	3	15
4	с другой стороны	1	9
5	с одной стороны	1	8
6	с самого начала	1	8
7	в другом месте	2	6
8	о том что	1	6
9	вместе с тем	1	5
10	по сравнению с	1	5
11	не может быть	1	5
12	в то время	1	5
13	до сих пор	2	4
14	то время как	1	4
15	в этом отношении	2	4
16	можно сказать что	1	4
17	друг с другом	4	4
18	то же самое	2	3
19	к тому что	1	3
20	в свою очередь	1	3
21	друг от друга	2	3
22	и то же	1	2
23	прежде всего в	2	2
24	есть прежде всего	1	2
25	том что он	1	2
26	которая в свою	1	2
27	на первый план	2	2
28	говорит он что	1	2
29	то же время	4	2
30	с другом в	1	2
31	одно и то	1	2
32	так как он	1	2
33	в данном случае	1	2
34	все более и	1	2
35	в наши задачи	1	2
36	вместо того чтобы	1	2
37	в одном из	1	2
38	более и более	1	2
39	в то же	4	2
40	таким образом и	1	2
41	но не на	1	1
42	ключ к этому	1	1
43	а следовательно и	2	1
44	другой стороны в	1	1
45	с другом с	1	1
46	по самому своему	1	1
47	на самом деле	1	1
48	как и к	1	1
49	в том же	4	1
50	значении этого слова	1	1
51	тем более что	2	1
52	еще не были	1	1
53	но и как	1	1
54	во всех своих	1	1
55	должно быть по	1	1
56	и в то	3	1
57	что он не	1	1
58	в отличие от	1	1
59	наряду с этим	1	1
60	но и в	3	1
61	как мы увидим	1	1
62	же самое время	1	1
63	том числе и	2	1
64	все эти особенности	1	1
65	и как бы	1	1
66	то что в	1	1
67	для чего не	1	1
68	с этой точки	1	1
69	только для того	1	1
70	мы наблюдаем в	1	1
71	не только в	5	1
72	может показаться что	1	1
73	к вопросу о	3	1
74	в конце концов	1	1
75	и в этом	3	1
76	все больше и	1	1
77	одну из этих	1	1
78	отличают его от	1	1
79	ни для чего	1	1
80	наши задачи не	1	1
81	и строго говоря	1	1
82	связанные с этой	1	1
83	все стороны мы	1	1
84	о которых мы	1	1
85	потому что они	2	1
86	и пр и	1	1
87	этой точки зрения	1	1
88	так и эти	1	1
89	что он видел	1	1
90	а вместе с	1	1
91	с помощью этих	1	1
92	как и все	1	1
93	это значит что	2	1
94	и вместе с	1	1
95	но все же	1	1
96	мы будем говорить	1	1
97	их развитие и	1	1
98	больше и больше	1	1
99	как мы уже	4	1
100	будем говорить особо	1	1
101	в том числе	3	1
102	первый план выступает	1	1
103	между словом и	1	1
104	пр и пр	1	1
105	и т д	3	1
106	как и в	1	1
107	тем что как	1	1
108	переносится в другую	1	1
109	во все стороны	2	1
110	той или иной	1	1
