N	2gram	Vygotskiy__5	Myshleni
1	с помощью	2	42
2	в процессе	1	27
3	и в	30	25
4	в том	27	23
5	том что	21	20
6	таким образом	20	17
7	так же	13	17
8	что в	24	17
9	с тем	8	16
10	в основе	7	16
11	как и	6	15
12	в его	4	15
13	то что	37	15
14	в этом	14	14
15	вместе с	12	14
16	между собой	2	13
17	может быть	11	13
18	в целом	5	13
19	так как	9	12
20	в качестве	2	12
21	могли бы	4	11
22	по своему	1	11
23	что они	5	10
24	перед нами	2	10
25	и что	23	10
26	что и	3	10
27	было бы	5	10
28	того что	8	10
29	только в	5	10
30	как бы	19	10
31	и не	6	10
32	мы не	3	9
33	связи с	2	9
34	мы могли	4	9
35	заключается в	8	9
36	этого процесса	1	9
37	ни в	3	9
38	как в	3	9
39	как мы	5	8
40	того чтобы	20	8
41	тем что	6	8
42	показывает что	3	8
43	не является	2	8
44	речи и	1	8
45	столь же	1	7
46	все эти	2	7
47	по себе	7	7
48	в области	1	7
49	является то	2	7
50	уже в	6	7
51	мы можем	7	7
52	для того	20	7
53	интеллектуальной деятельности	1	7
54	что мы	11	7
55	как это	7	7
56	же как	2	6
57	того же	2	6
58	совпадает с	1	6
59	зависимости от	7	6
60	и на	3	6
61	но не	7	6
62	потому что	23	6
63	от этого	1	6
64	представляет собой	1	6
65	не только	16	6
66	собственном смысле	1	6
67	в силу	3	6
68	не может	9	6
69	мы видели	1	6
70	точки зрения	7	6
71	в отличие	2	6
72	не в	8	6
73	в отношении	2	6
74	не менее	1	6
75	самого начала	3	6
76	в собственном	1	6
77	с самого	3	6
78	можно было	3	6
79	один из	5	6
80	что он	17	6
81	отличие от	2	6
82	с другой	9	6
83	благодаря этому	1	6
84	все это	2	6
85	все же	7	6
86	мы должны	3	6
87	одним из	1	5
88	в зависимости	6	5
89	мы уже	6	5
90	которую мы	2	5
91	с ее	1	5
92	отличаются от	1	5
93	как говорит	4	5
94	и как	7	5
95	и к	4	5
96	отношения между	2	5
97	что это	8	5
98	что она	6	5
99	при этом	8	5
100	факт что	6	5
101	на этой	1	5
102	и другое	2	5
103	но это	1	5
104	с другом	3	5
105	могут быть	8	5
106	и т.д	1	5
107	о том	10	5
108	так и	3	5
109	если бы	11	5
110	в этой	5	5
111	слов и	2	5
112	показывают что	1	5
113	с одной	12	5
114	для него	3	5
115	именно в	6	5
116	тот факт	4	5
117	из которых	4	5
118	одной стороны	12	5
119	друг с	3	5
120	мы имели	1	4
121	тем же	3	4
122	мы имеем	8	4
123	бы что	1	4
124	время как	2	4
125	еще не	5	4
126	которые не	1	4
127	в своем	6	4
128	показали что	2	4
129	что слово	1	4
130	ни один	2	4
131	из этих	3	4
132	помощью слов	1	4
133	в известном	1	4
134	на то	17	4
135	он не	3	4
136	в основу	4	4
137	от нее	1	4
138	совпадают с	2	4
139	той же	3	4
140	к которым	2	4
141	и того	2	4
142	не мог	1	4
143	одного и	2	4
144	мы говорили	4	4
145	речи в	1	4
146	что с	6	4
147	в то	2	4
148	тогда когда	1	4
149	этого слова	1	4
150	никогда не	9	4
151	что речь	1	4
152	склонны отрицать	1	4
153	не могут	3	4
154	к тому	8	4
155	что оно	6	4
156	и это	8	4
157	то время	1	4
158	приводит к	2	4
159	мог бы	2	4
160	по сравнению	4	4
161	связь между	2	4
162	в какой	1	4
163	из них	2	4
164	мы знаем	2	4
165	говорит он	2	4
166	могло бы	1	4
167	от того	4	4
168	но и	6	4
169	прежде всего	4	4
170	там где	4	4
171	что перед	1	4
172	с этим	2	4
173	смысле этого	1	4
174	это значит	2	4
175	в смысле	1	4
176	с мы	2	4
177	и все	4	4
178	а в	4	4
179	сказать что	9	4
180	мы увидим	9	4
181	в частности	4	4
182	во всяком	1	4
183	на деле	8	3
184	то в	1	3
185	в котором	2	3
186	оба эти	2	3
187	видели что	1	3
188	но как	1	3
189	если в	1	3
190	с которыми	1	3
191	по отношению	2	3
192	в последнее	1	3
193	когда он	5	3
194	в самом	14	3
195	бы сказать	2	3
196	то обстоятельство	1	3
197	остановиться на	1	3
198	что эти	2	3
199	этот процесс	1	3
200	как он	2	3
201	в восприятии	1	3
202	не как	3	3
203	на этом	6	3
204	показал что	1	3
205	из основных	1	3
206	значение в	1	3
207	в жизни	1	3
208	или менее	1	3
209	в которых	2	3
210	которые в	1	3
211	состоит в	3	3
212	их в	1	3
213	не могли	4	3
214	того как	2	3
215	но только	3	3
