N	3gram	Tiupa_Narr_2	Vladivir
1	в том что	8	9
2	в связи с	1	8
3	во всяком случае	1	6
4	в то время	1	6
5	тем не менее	4	6
6	более или менее	1	3
7	с точки зрения	2	3
8	в отличие от	5	3
9	в то же	3	3
10	точно так же	2	3
11	не в том	1	3
12	так или иначе	1	3
13	то что он	1	3
14	то же время	3	3
15	о том что	4	3
16	хотя и не	2	2
17	можно было бы	1	2
18	на эту тему	1	2
19	в данном случае	6	2
20	не только в	6	2
21	а в том	2	2
22	и все же	2	2
23	по разным причинам	1	1
24	но по разным	1	1
25	что иное как	1	1
26	не может не	1	1
27	так сказать с	1	1
28	в которой он	1	1
29	мы его не	1	1
30	на котором он	1	1
31	прежде всего на	1	1
32	вместил в себя	1	1
33	той же самой	1	1
34	как это делает	1	1
35	как раз и	1	1
36	мы не должны	1	1
37	до сих пор	1	1
38	и в то	1	1
39	а также в	1	1
40	прежде всего его	1	1
41	в этом отношении	3	1
42	то и в	1	1
43	на этот вопрос	1	1
44	что можно сказать	1	1
45	что это за	1	1
46	и все его	1	1
47	а также и	1	1
48	в том как	2	1
49	то время как	1	1
50	за собой и	1	1
51	что я не	1	1
52	течение всей жизни	1	1
53	не столько к	1	1
54	ничего подобного не	1	1
55	не может быть	2	1
56	нет никаких оснований	1	1
57	то что я	1	1
58	и особенно в	1	1
59	в самом деле	1	1
60	с этой стороны	1	1
61	можно сказать что	3	1
62	в этом смысле	1	1
63	не что иное	1	1
64	никак не может	1	1
65	для того чтобы	1	1
66	к тому же	4	1
67	этот не может	1	1
68	пока еще не	1	1
