N	3gram	Voloshinov_1	RusskieA
1	в том что	1	18
2	в данном случае	1	6
3	для того чтобы	1	6
4	вместе с тем	1	4
5	так же как	2	4
6	о том что	2	4
7	не может быть	3	3
8	подобно тому как	1	3
9	во многих случаях	1	2
10	что иное как	1	2
11	же как и	1	2
12	может быть только	1	2
13	не что иное	1	2
14	но вместе с	1	2
15	в этом и	1	2
16	мы не можем	1	2
17	с одной стороны	1	2
18	ничего общего не	1	1
19	и связанных с	1	1
20	мы здесь имеем	1	1
21	всей их сложности	1	1
22	таким образом к	1	1
23	а может быть	1	1
24	в этом отношении	1	1
25	по аналогии с	2	1
26	а вместе с	1	1
27	можно было бы	1	1
28	все же в	1	1
29	а иногда и	1	1
30	в применении к	1	1
31	во всяком случае	3	1
32	на первый взгляд	1	1
33	и в этом	2	1
34	всяком случае не	1	1
35	дело в том	1	1
36	все то что	2	1
37	можно сказать что	3	1
38	или во всяком	1	1
39	жизни в этом	1	1
40	этим как бы	1	1
41	и таким образом	1	1
42	мы уже знаем	1	1
43	по его мнению	1	1
44	это и есть	1	1
45	во всей их	1	1
