N	3gram	Tiupa_Anal_3	Vladivir
1	в том что	7	9
2	в связи с	1	8
3	во всяком случае	2	6
4	тем не менее	2	6
5	по крайней мере	4	4
6	можно судить по	1	4
7	дело в том	2	3
8	с точки зрения	2	3
9	в отличие от	2	3
10	в то же	3	3
11	не в том	1	3
12	так или иначе	1	3
13	то же время	3	3
14	о том что	5	3
15	хотя и не	1	2
16	не говоря уже	1	2
17	том что он	2	2
18	в дальнейшем мы	1	2
19	говоря уже о	1	2
20	сам по себе	1	2
21	в данном случае	3	2
22	в том чтобы	1	2
23	не только в	1	2
24	так и не	5	2
25	в свою очередь	4	2
26	а в том	2	2
27	само по себе	1	2
28	заключается в том	1	2
29	но дело в	1	2
30	и все же	1	2
31	что иное как	1	1
32	что между прочим	1	1
33	этом отношении он	1	1
34	а не с	1	1
35	требует от нас	1	1
36	он как можно	1	1
37	что несмотря на	2	1
38	крайней мере в	2	1
39	в этом случае	1	1
40	той же самой	1	1
41	и будем рассматривать	1	1
42	до сих пор	1	1
43	то есть непосредственно	1	1
44	был молод и	1	1
45	в этом отношении	3	1
46	на этот вопрос	1	1
47	до известной степени	3	1
48	в году но	1	1
49	для него самого	1	1
50	в самом начале	1	1
51	из этого письма	1	1
52	и как бы	1	1
53	не только как	1	1
54	этом же году	1	1
55	но как бы	1	1
56	а не путем	1	1
57	я со своей	1	1
58	с теми же	1	1
59	и не могла	1	1
60	не может быть	1	1
61	в свое время	2	1
62	мы имеем не	1	1
63	до тех пор	1	1
64	в этом же	1	1
65	здесь как и	1	1
66	и прежде всего	2	1
67	в самом деле	1	1
68	с этой стороны	1	1
69	можно сказать что	2	1
70	в этом смысле	1	1
71	в конце его	1	1
72	не что иное	1	1
73	в сравнении с	2	1
74	для того чтобы	1	1
75	как нам представляется	2	1
76	к тому же	3	1
77	мы и будем	1	1
78	не исключая и	1	1
