N	3gram	Vinokur_St_2	Komedia
1	до сих пор	5	9
2	в том что	16	9
3	в самом деле	2	6
4	для того чтобы	5	6
5	в свою очередь	1	6
6	в то же	1	4
7	о том что	11	4
8	то же время	1	4
9	с самого начала	3	4
10	к тому же	2	4
11	по отношению к	1	3
12	нет и речи	1	3
13	с точки зрения	2	3
14	и т п	3	3
15	вместе с тем	5	3
16	здесь нет и	1	3
17	в связи с	1	3
18	во всяком случае	3	3
19	и речи о	1	3
20	речь идет о	3	3
21	тем не менее	2	3
22	так или иначе	1	2
23	в этом случае	1	2
24	по сравнению с	1	2
25	что он не	4	2
26	бы то ни	2	2
27	в этом отношении	9	2
28	вполне возможно что	1	2
29	т е в	1	2
30	то ни было	2	2
31	в конце концов	1	2
32	с другой стороны	3	2
33	то обстоятельство что	4	2
34	из того же	1	2
35	в то время	1	2
36	но все же	2	2
37	том что она	1	1
38	и тому же	1	1
39	в обоих случаях	1	1
40	хотя это обстоятельство	1	1
41	в г в	3	1
42	на себя внимание	2	1
43	у меня в	2	1
44	в виду что	1	1
45	и для самого	1	1
46	более или менее	2	1
47	не говоря уже	1	1
48	бы он не	1	1
49	в том числе	1	1
50	в ответ на	1	1
51	сих пор они	1	1
52	ни малейшего намека	1	1
53	но как раз	1	1
54	говоря уже о	1	1
55	в зависимости от	1	1
56	в отличие от	2	1
57	в первую очередь	1	1
58	ему все же	1	1
59	но и здесь	2	1
60	за то что	2	1
61	того чтобы показать	1	1
62	на то что	2	1
63	как раз в	2	1
64	малейшего намека на	1	1
65	на этот счет	1	1
66	обращает на себя	3	1
67	в настоящее время	1	1
68	в том чтобы	1	1
69	себе отчет в	1	1
70	имеет ничего общего	1	1
71	и совершенно не	1	1
72	то что он	2	1
73	лет до того	1	1
74	но вместе с	1	1
75	отцу и сыну	1	1
76	и представляют собой	1	1
77	нет ни одного	1	1
78	но столь же	1	1
79	а то что	1	1
80	с полным правом	1	1
81	появления в печати	2	1
82	так и в	2	1
83	середины х годов	1	1
84	что и для	1	1
85	ничего общего с	1	1
86	что у него	1	1
87	шесть лет спустя	1	1
88	пор они не	1	1
89	вопрос о том	3	1
90	о чем ты	1	1
91	и по существу	1	1
92	не похож на	1	1
93	после того как	4	1
94	можно предполагать что	1	1
95	по этому поводу	2	1
96	к тому что	5	1
97	в отношении к	1	1
98	и в этом	2	1
99	одному и тому	1	1
100	не имеет ничего	1	1
101	в том же	2	1
102	и т д	6	1
103	в свое время	1	1
