N	2gram	Bakhtin_Fr_6	Vvedenie
1	и в	41	32
2	в том	2	31
3	в этом	12	30
4	том что	7	26
5	может быть	2	26
6	не только	10	22
7	для того	1	21
8	того чтобы	4	20
9	таким образом	17	19
10	также и	6	18
11	то что	10	16
12	потому что	3	15
13	так как	10	15
14	не может	4	14
15	в самом	10	13
16	в нем	16	13
17	о том	9	13
18	в их	1	12
19	в его	7	12
20	того что	3	12
21	только в	3	12
22	и не	3	12
23	как на	1	12
24	как мы	12	11
25	в ее	5	11
26	и именно	1	11
27	ясно что	1	11
28	в данном	3	11
29	что в	7	10
30	то же	5	9
31	в истории	2	9
32	и как	4	9
33	но в	8	9
34	по себе	1	9
35	между тем	2	9
36	в той	5	9
37	это не	1	8
38	не в	4	8
39	не менее	1	8
40	с другой	4	8
41	именно в	4	8
42	самом деле	4	7
43	но не	2	7
44	все же	4	7
45	было бы	3	7
46	точки зрения	2	7
47	можно было	1	7
48	как нечто	1	7
49	прежде всего	10	7
50	смысле этого	1	7
51	о котором	4	7
52	в большей	4	7
53	и это	1	6
54	из этих	2	6
55	как он	2	6
56	широком смысле	1	6
57	его в	1	6
58	с тем	1	6
59	как и	7	6
60	вовсе не	7	6
61	в то	6	6
62	же время	5	6
63	тем что	5	6
64	не могут	2	6
65	один из	6	6
66	этот вопрос	1	6
67	и его	13	6
68	и даже	4	6
69	до сих	3	6
70	но и	13	6
71	а именно	2	6
72	сих пор	3	6
73	все это	11	6
74	xviii в	1	6
75	одним из	4	5
76	в целом	1	5
77	в широком	1	5
78	об этом	1	5
79	и тем	1	5
80	данном случае	2	5
81	в них	7	5
82	но если	2	5
83	в которых	1	5
84	сказать что	6	5
85	могут быть	1	5
86	имеет дело	1	5
87	так что	2	5
88	уже в	4	5
89	что не	3	5
90	на этот	1	5
91	а не	2	5
92	как бы	7	5
93	другой стороны	2	5
94	есть и	2	5
95	вместе с	6	5
96	связана с	2	4
97	и то	2	4
98	как это	2	4
99	в первом	3	4
100	той же	5	4
101	смотреть на	1	4
102	по отношению	1	4
103	не просто	1	4
104	уже не	1	4
105	в себе	5	4
106	этот процесс	1	4
107	должен был	1	4
108	в своей	2	4
109	в котором	4	4
110	как о	2	4
111	не имеет	1	4
112	только с	3	4
113	в каждом	1	4
114	здесь нет	1	4
115	и т.д	1	4
116	времени и	2	4
117	внимание на	2	4
118	и что	5	4
119	как она	2	4
120	еще не	1	4
121	что он	6	4
122	с одной	4	4
123	одно из	1	4
124	как раз	2	4
125	этом отношении	3	4
126	в особенности	7	4
127	одной стороны	4	4
128	и обратно	1	4
129	еще и	1	4
130	о чем	1	4
131	видит в	1	4
132	с этой	3	4
133	и для	3	4
134	а в	4	4
135	отношению к	1	4
136	всего того	1	3
137	что уже	1	3
138	в сущности	8	3
139	так чтобы	1	3
140	говорить о	2	3
141	не вполне	1	3
142	то это	1	3
143	и на	9	3
144	он сам	3	3
145	в различных	1	3
146	в чем	3	3
147	своего рода	1	3
148	в центре	2	3
149	стороны и	2	3
150	хотя и	2	3
151	и к	1	3
152	сливается с	1	3
153	что это	5	3
154	все эти	11	3
155	в этой	8	3
156	при этом	3	3
157	не как	1	3
158	на этом	2	3
159	на нее	1	3
160	в работе	1	3
161	второй половины	2	3
162	заключается в	2	3
163	мы видели	2	3
164	строгом смысле	1	3
165	чем в	1	3
166	нисколько не	1	3
167	в этих	2	3
168	понятно что	2	3
169	и вот	1	3
170	этой работы	1	3
171	этой области	1	3
172	тогда когда	2	3
173	дело в	1	3
174	связи с	2	3
175	как будто	1	3
176	в области	2	3
177	но все	1	3
178	должен быть	2	3
179	в ней	4	3
180	во второй	1	3
181	и вообще	4	3
182	язык и	1	3
183	можно сказать	1	3
184	а также	5	3
185	времени в	1	3
186	что с	1	3
187	к нему	3	3
188	одной из	3	3
189	что даже	2	3
190	до нас	5	3
191	в начале	3	3
192	и других	1	3
193	из них	5	3
194	в одном	5	3
195	европейских народов	1	3
196	в конце	2	3
197	что и	1	3
198	отношение к	1	3
199	а потому	1	3
200	или меньшей	3	3
201	до конца	2	3
202	говорит о	1	3
203	на основании	1	3
204	так же	5	3
205	в строгом	1	3
206	что же	1	3
207	да и	1	3
208	большей или	4	3
209	в своем	5	3
210	но с	2	3
211	в результате	4	3
212	в частности	2	3
213	искусство и	1	2
214	наших дней	1	2
215	и до	7	2
216	из его	1	2
217	должна быть	2	2
218	что мы	2	2
219	мы уже	18	2
220	мы не	2	2
221	что если	2	2
222	которого мы	1	2
223	на тему	1	2
224	жизни как	1	2
225	в основу	1	2
226	того же	4	2
227	литературы и	2	2
228	время в	1	2
229	природы и	2	2
230	значение и	1	2
231	себе и	1	2
232	чем же	1	2
233	что нет	1	2
234	в этот	1	2
235	чем больше	1	2
236	что к	1	2
237	и те	2	2
238	народов но	1	2
239	такого же	1	2
240	же касается	1	2
241	в другом	4	2
242	и с	16	2
243	традиции и	1	2
244	на протяжении	1	2
245	но уже	2	2
246	несмотря на	1	2
247	и тогда	1	2
248	не мог	3	2
249	момента в	1	2
250	из того	2	2
251	и сейчас	2	2
252	с точки	2	2
253	не столько	1	2
254	большей степени	1	2
255	мысли и	1	2
256	не могли	1	2
257	в отношении	1	2
258	того как	1	2
259	одна из	1	2
260	о них	1	2
261	никогда не	8	2
262	казалось бы	1	2
263	ничего не	1	2
264	находятся в	2	2
265	iv в	1	2
266	находит себе	2	2
267	до того	3	2
268	у нас	4	2
269	есть только	3	2
270	с полной	1	2
271	этой книги	2	2
272	понять что	1	2
273	той или	1	2
274	рядом с	5	2
275	свое значение	1	2
276	если же	1	2
277	значительной мере	1	2
278	средних веков	4	2
279	в дальнейшем	2	2
280	значение в	2	2
281	и сам	3	2
282	так и	5	2
283	мог бы	1	2
284	для этого	2	2
285	и здесь	1	2
286	искусства и	1	2
287	другом месте	4	2
288	в значительной	2	2
289	по их	1	2
290	во всех	17	2
291	во втором	3	2
292	в языке	1	2
293	говорит он	2	2
294	в форме	2	2
295	тем более	2	2
296	все время	4	2
297	оказалось что	1	2
298	здесь не	1	2
299	целого и	1	2
300	по времени	1	2
301	и так	1	2
302	для нее	1	2
303	по этому	1	2
304	именно на	4	2
305	до наших	1	2
306	по самой	1	2
307	литературы в	1	2
308	каждый из	2	2
309	мы можем	1	2
310	могло бы	1	2
311	или иной	1	2
312	в ряде	3	2
313	и др	10	2
314	не было	1	2
315	было сказано	1	2
316	бы ее	1	2
317	а так	1	2
318	и историческими	1	2
319	в связи	1	2
320	с помощью	6	2
321	него в	1	2
322	историю и	2	2
323	мы говорим	1	2
324	в разной	1	2
325	с чисто	1	2
326	с этим	3	2
327	целом ряде	1	2
328	этого слова	1	2
329	это есть	1	2
330	человеческой культуры	1	2
331	по существу	1	2
332	был в	2	2
333	но это	3	2
334	это уже	2	2
335	не существует	1	2
336	между ними	3	2
337	у них	1	2
338	бы в	2	2
339	конце концов	1	2
340	природе и	1	2
341	он и	1	2
342	жизни и	3	2
343	и другие	2	2
344	это в	1	2
345	и замкнутого	1	1
346	сущности лишь	1	1
347	направленности на	1	1
348	также что	3	1
349	например в	6	1
350	до него	1	1
351	по адресу	1	1
352	не остается	3	1
353	сам по	1	1
354	выражения в	1	1
355	на самом	1	1
356	это и	2	1
357	в средние	4	1
358	в мировоззрении	1	1
359	имели преимущественно	1	1
360	проявляются в	1	1
361	ведь и	2	1
362	др в	1	1
363	был и	1	1
364	в зависимости	1	1
365	включая и	2	1
366	а уж	2	1
367	та же	4	1
368	нам в	1	1
369	есть нечто	2	1
370	в рим	1	1
371	и говорить	1	1
372	меньшей степени	4	1
373	прямо как	1	1
374	в xix	1	1
375	он был	4	1
376	на них	1	1
377	в уста	1	1
378	это различные	1	1
379	что его	1	1
380	более того	4	1
381	различия между	1	1
382	предисловии к	1	1
383	и места	1	1
384	дело обстоит	2	1
385	с расчленением	1	1
386	к слову	1	1
387	как в	4	1
388	в новом	2	1
389	нет и	1	1
390	и речи	1	1
391	что они	2	1
392	в поисках	1	1
393	мы снова	1	1
394	заключено в	1	1
395	всех ее	1	1
396	и я	1	1
397	необходимый для	1	1
398	материалом для	1	1
399	дает нам	2	1
400	искусстве и	2	1
401	кроме того	9	1
402	ними и	1	1
403	что по	1	1
404	с двумя	1	1
405	более или	1	1
406	свою деятельность	1	1
407	и полностью	1	1
408	также как	2	1
409	историки и	1	1
410	то в	1	1
411	духа в	2	1
412	тем временем	1	1
413	из самых	2	1
414	в которой	1	1
415	не совпадает	1	1
416	он в	2	1
417	образа этот	1	1
418	раз в	2	1
419	слова было	1	1
420	и тот	2	1
421	золото и	1	1
422	во многих	1	1
423	если он	1	1
424	не могла	1	1
425	на его	2	1
426	направлено на	1	1
427	оно было	1	1
428	перестает быть	1	1
429	с именем	1	1
430	он должен	1	1
431	в подлиннике	1	1
432	котором мы	3	1
433	новое и	1	1
434	чтобы в	1	1
435	из него	1	1
436	данных по	1	1
437	именно это	1	1
438	это конечно	1	1
439	внешний характер	1	1
440	как они	2	1
441	а затем	4	1
442	что все	2	1
443	различие между	1	1
444	нем есть	1	1
445	в число	1	1
446	или два	1	1
447	был первым	1	1
448	зрения на	1	1
449	лишь в	2	1
450	нечего и	1	1
451	то все	1	1
452	он есть	1	1
453	и основные	1	1
454	нам по	1	1
455	видеть и	1	1
456	ведь в	1	1
457	особое отношение	1	1
458	говорить в	1	1
459	бы только	1	1
460	что непосредственно	1	1
461	могут даже	1	1
462	них должно	1	1
463	были в	1	1
464	характера то	1	1
465	необходимость в	1	1
466	эту тему	1	1
467	уже у	1	1
468	действительно не	1	1
469	наконец с	2	1
470	ряде других	1	1
471	и того	1	1
