N	3gram	Bakhtin_Pr_3	SlovoVZh
1	по отношению к	5	11
2	не может быть	6	7
3	можно сказать что	1	5
4	как если бы	1	4
5	в том что	1	4
6	и не может	2	3
7	и по отношению	1	3
8	тем не менее	2	3
9	бы то ни	4	3
10	может быть и	1	3
11	до сих пор	1	3
12	это как бы	1	3
13	и не в	3	3
14	то ни было	4	3
15	и то же	1	2
16	к слушателю и	1	2
17	в такой же	2	2
18	на самом деле	10	2
19	с другой стороны	3	2
20	слушателю и к	1	2
21	с точки зрения	4	2
22	и для других	1	2
23	но тем не	1	2
24	мы можем сказать	1	2
25	одно и то	1	2
26	в отношении к	7	2
27	в данном случае	1	2
28	в виду и	1	1
29	но все же	1	1
30	один и тот	1	1
31	а между тем	3	1
32	и в этом	2	1
33	в чем не	2	1
34	или хотя бы	1	1
35	как и слово	1	1
36	строгость и точность	1	1
37	внутренне определяет его	1	1
38	оно не довлеет	1	1
39	все более и	1	1
40	какой бы то	1	1
41	в этом направлении	1	1
42	и вообще по	1	1
43	остается конечно в	1	1
44	теперь когда мы	1	1
45	бы они ни	1	1
46	друг к другу	1	1
47	во всяком случае	5	1
48	в самом деле	3	1
49	то что оно	1	1
50	здесь же мы	1	1
51	в этом смысле	4	1
52	самом же деле	1	1
53	в нем и	1	1
54	определяется прежде всего	1	1
55	ни в чем	2	1
56	но для этого	1	1
57	прежде всего определяется	1	1
58	в свою очередь	1	1
59	же время не	2	1
60	оставаясь в пределах	1	1
61	на самом же	1	1
62	отношению к герою	1	1
63	о том что	2	1
64	но все это	2	1
65	в этом отношении	1	1
66	на один миг	1	1
67	в творчестве достоевского	3	1
68	с самого начала	8	1
69	никогда не бывает	2	1
70	то что я	2	1
71	такой же степени	2	1
72	более и более	1	1
73	и прежде всего	4	1
74	то же время	12	1
75	подобно тому как	2	1
76	как мы уже	1	1
77	стиль исповеди ставрогина	1	1
78	отношению к слушателю	1	1
79	они ни были	1	1
80	к герою и	3	1
81	он думает и	1	1
82	со всех сторон	1	1
83	по крайней мере	3	1
84	в то же	12	1
85	и в интонации	1	1
86	одном голосе двух	1	1
87	характер и становится	1	1
88	бы даже и	1	1
89	его внутренней речи	3	1
90	записок из подполья	3	1
91	в одном голосе	1	1
92	слова и его	3	1
93	в том и	1	1
94	в значительной степени	1	1
95	сама по себе	2	1
96	и в нем	3	1
97	с такою же	1	1
98	том что все	1	1
99	как и в	1	1
100	к тому же	2	1
101	но в то	3	1
102	мы увидим что	2	1
103	в высшей степени	3	1
104	в том же	1	1
105	с первого же	1	1
106	и тот же	1	1
