N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	40
2	то есть	5	18
3	и его	9	17
4	прежде всего	8	16
5	в этом	8	15
6	в романе	15	15
7	мы уже	1	13
8	не только	13	13
9	в его	10	13
10	и не	9	13
11	вовсе не	2	12
12	что в	7	12
13	как и	6	11
14	но и	8	11
15	таким образом	10	10
16	как мы	1	10
17	он не	3	9
18	в них	1	9
19	может быть	8	9
20	и до	1	8
21	той же	1	8
22	и на	5	8
23	отношение к	1	8
24	все эти	4	8
25	и с	8	8
26	во время	1	8
27	в том	8	8
28	у него	6	8
29	но в	4	8
30	смеха и	1	7
31	то же	7	7
32	ту эпоху	1	7
33	культуры и	1	7
34	в виду	1	7
35	в ту	2	7
36	в одном	2	7
37	и др	3	7
38	в духе	4	7
39	этот образ	1	7
40	во всех	1	6
41	в самом	3	6
42	в этих	1	6
43	в то	10	6
44	же время	7	6
45	связи с	1	6
46	связь с	2	6
47	и других	2	6
48	он говорит	1	6
49	в своей	6	6
50	к этому	3	6
51	в году	16	5
52	в нем	3	5
53	так сказать	2	5
54	в основе	2	5
55	и для	1	5
56	xx века	3	5
57	в литературе	2	5
58	мы видим	4	5
59	для него	3	5
60	то что	3	5
61	не было	2	5
62	а не	6	5
63	в связи	1	5
64	как раз	1	5
65	в своих	3	5
66	из всех	1	4
67	xix века	7	4
68	в истории	2	4
69	смеха в	1	4
70	в мире	5	4
71	было бы	1	4
72	ни в	1	4
73	том что	4	4
74	в эту	1	4
75	в их	3	4
76	даже в	1	4
77	в области	1	4
78	у нас	2	4
79	о том	5	4
80	и о	1	4
81	так в	2	4
82	роль в	2	4
83	особенно в	2	4
84	и здесь	1	4
85	один из	3	4
86	из них	2	4
87	так как	3	4
88	в париже	1	4
89	за этим	1	4
90	и даже	5	4
91	до сих	3	4
92	века и	1	4
93	и потому	4	4
94	с года	1	4
95	сих пор	3	4
96	в основном	6	4
97	все это	6	4
98	еще более	1	4
99	самом деле	2	3
100	и есть	2	3
101	поэтому он	1	3
102	только для	2	3
103	он был	1	3
104	с его	1	3
105	по отношению	3	3
106	отличие от	2	3
107	в этой	5	3
108	и как	1	3
109	и наконец	2	3
110	и к	1	3
111	в себе	3	3
112	мы чувствуем	1	3
113	но ведь	2	3
114	при этом	8	3
115	об этом	4	3
116	мы видели	1	3
117	в отличие	2	3
118	их в	2	3
119	вплоть до	1	3
120	в таких	1	3
121	одна из	3	3
122	уже говорили	1	3
123	о нем	1	3
124	начиная с	2	3
125	в ее	2	3
126	можно было	1	3
127	еще в	1	3
128	если бы	4	3
129	в другом	1	3
130	между тем	3	3
131	нуждается в	1	3
132	что и	1	3
133	в свете	3	3
134	еще не	5	3
135	только в	2	3
136	так и	6	3
137	в начале	3	3
138	не так	2	3
139	в конце	6	3
140	тем что	3	3
141	связан с	1	3
142	и прежде	1	3
143	сказать что	1	3
144	жизнь в	1	3
145	его биографии	1	3
146	в частности	2	3
147	не может	7	3
148	вместе с	3	3
149	от страха	1	3
150	как в	4	3
151	такого рода	1	3
152	во все	1	3
153	как бы	11	3
154	и от	4	3
155	но это	5	3
156	а в	4	3
157	между ними	1	3
158	том числе	1	3
159	как известно	2	2
160	одним из	3	2
161	например в	5	2
162	связана с	1	2
163	переход от	1	2
164	это и	1	2
165	по преимуществу	2	2
166	века в	1	2
167	с в	1	2
168	мы не	4	2
169	общества и	1	2
170	большую роль	1	2
171	со смертью	1	2
172	и стиль	1	2
173	по адресу	1	2
174	быть в	1	2
175	не был	1	2
176	но не	5	2
177	тут же	2	2
178	думать что	1	2
179	это самое	1	2
180	в течение	1	2
181	что он	6	2
182	все же	5	2
183	его к	1	2
184	имеет в	2	2
185	в этот	2	2
186	в которой	2	2
187	в целом	6	2
188	из этих	1	2
189	в дальнейшем	4	2
190	и если	2	2
191	на его	4	2
192	в первой	2	2
193	и еще	2	2
194	не к	1	2
195	и вот	1	2
196	в плане	3	2
197	лишь в	1	2
198	характер и	1	2
199	года и	4	2
200	в один	1	2
201	народной медицины	1	2
202	в котором	3	2
203	представление о	7	2
204	он дает	1	2
205	своего рода	3	2
206	смех в	1	2
207	одном из	2	2
208	но он	1	2
209	том же	2	2
210	не менее	2	2
211	как о	2	2
212	дело в	1	2
213	он с	1	2
214	на землю	2	2
215	ему не	1	2
216	и далее	2	2
217	представляется нам	1	2
218	и такие	1	2
219	числе и	1	2
220	этой книги	1	2
221	той или	1	2
222	и это	3	2
223	на основе	1	2
224	сочетается с	1	2
225	и сам	5	2
226	здесь он	1	2
227	одного из	1	2
228	гюго и	1	2
229	поэтому в	1	2
230	приводит его	1	2
231	редуцированного смеха	1	2
232	образом в	1	2
233	особое значение	1	2
234	с другой	2	2
235	это не	7	2
236	образов и	1	2
237	как нечто	1	2
238	который в	1	2
239	включает в	2	2
240	но как	1	2
241	или же	1	2
242	и ее	2	2
243	и у	2	2
244	уже в	2	2
245	мы знаем	1	2
246	как его	1	2
247	рядом с	2	2
248	или иной	1	2
249	влияние на	1	2
250	именно в	6	2
251	к роману	3	2
252	романа в	1	2
253	что для	1	2
254	произведений и	1	2
255	некоторое влияние	1	2
256	с этим	1	2
257	к жизни	2	2
258	образ и	2	2
259	из этой	2	2
260	этого слова	1	2
261	в книге	1	2
262	потому что	7	2
263	комического у	1	2
264	одной из	3	2
265	в последнем	1	2
266	отношению к	3	2
267	из этого	2	2
268	и другие	1	2
269	этого романа	1	1
270	и т	13	1
271	с с	1	1
272	и отчасти	3	1
273	художественного произведения	1	1
274	это делает	1	1
275	совершенно новый	1	1
276	вряд ли	1	1
277	из его	1	1
278	почти всегда	1	1
279	высшей степени	1	1
280	объясняется и	1	1
281	г в	1	1
282	от прототипа	2	1
283	социальной и	1	1
284	и тут	1	1
285	не делает	1	1
286	что уже	1	1
287	ни во	2	1
288	не была	1	1
289	одновременно в	1	1
290	не вошел	1	1
291	требует от	1	1
292	под редакцией	1	1
293	письма к	3	1
294	жизни как	1	1
295	на мир	1	1
296	и он	2	1
297	было очень	1	1
298	в xix	2	1
299	литературы и	1	1
300	между собой	1	1
301	это действительно	1	1
302	противопоставляет себя	1	1
303	очень важным	2	1
304	то он	1	1
305	о смерти	1	1
306	после его	1	1
307	и всякий	1	1
308	почти до	1	1
309	изображает как	1	1
310	менее всего	1	1
311	бы перевести	1	1
312	нет и	2	1
313	что они	4	1
314	во что	2	1
315	надо ли	1	1
316	и я	1	1
317	в одной	3	1
318	ругани и	1	1
319	такова же	1	1
320	перед нами	1	1
321	во дворце	1	1
322	приложить к	1	1
323	когда он	4	1
324	говорит что	1	1
325	не являются	1	1
326	себе не	1	1
327	самый тон	1	1
328	что это	1	1
329	и отнюдь	1	1
330	всего романа	1	1
331	представляет собой	1	1
332	за это	1	1
333	или во	1	1
334	за их	1	1
335	в известном	1	1
336	но его	1	1
337	во многих	2	1
338	после чего	1	1
339	если он	5	1
340	обнаруживает в	1	1
341	современной ему	2	1
342	универсальное значение	1	1
