N	2gram	Bakhtin_Fr_8	KulturaY
1	потому что	6	25
2	и в	56	23
3	не только	8	20
4	в том	13	19
5	в этом	14	18
6	и не	9	16
7	было бы	2	15
8	так как	4	15
9	может быть	3	15
10	точки зрения	6	14
11	все эти	15	12
12	если бы	2	12
13	в самом	9	12
14	но в	6	11
15	том что	8	11
16	того чтобы	4	11
17	в области	5	11
18	в языке	1	10
19	а не	2	10
20	что в	5	10
21	самом деле	2	9
22	вопрос о	1	9
23	в сущности	8	9
24	то что	3	9
25	можно было	1	9
26	вовсе не	6	9
27	для того	2	9
28	не может	2	9
29	с точки	2	8
30	не в	3	8
31	языка и	6	8
32	и что	1	8
33	в качестве	4	8
34	уже не	3	8
35	прежде всего	6	8
36	с другой	2	8
37	что это	4	7
38	все же	2	7
39	в нашем	2	7
40	и с	8	7
41	но и	9	7
42	с помощью	3	7
43	другой стороны	2	7
44	то же	11	6
45	и на	7	6
46	но не	5	6
47	в этой	6	6
48	слово это	1	6
49	это не	2	6
50	речи в	1	6
51	ту же	4	6
52	между тем	3	6
53	вопроса о	1	6
54	слова в	1	6
55	в речи	2	6
56	и то	2	5
57	также и	2	5
58	еще не	10	5
59	целый ряд	2	5
60	не следует	1	5
61	и вот	1	5
62	что все	4	5
63	лишь в	1	5
64	и тем	1	5
65	несмотря на	2	5
66	и здесь	3	5
67	не могут	1	5
68	в его	18	5
69	один из	5	5
70	тот же	1	5
71	что он	2	5
72	только в	9	5
73	там где	3	5
74	вместе с	2	5
75	этого слова	1	5
76	слова и	3	5
77	все это	8	5
78	этом смысле	1	5
79	таким образом	17	5
80	речи и	3	5
81	в данном	2	4
82	перед нами	3	4
83	хотя и	2	4
84	бы и	2	4
85	в нем	8	4
86	в узком	2	4
87	так и	13	4
88	на этой	1	4
89	своего рода	5	4
90	в то	12	4
91	не имеет	1	4
92	что на	2	4
93	к тому	1	4
94	и о	3	4
95	в пределах	5	4
96	могут быть	1	4
97	можно сказать	2	4
98	это слово	1	4
99	для нас	1	4
100	русского языка	1	4
101	мы знаем	1	4
102	ни в	2	4
103	в них	11	4
104	в особенности	4	4
105	в каком	2	4
106	не было	5	4
107	в связи	3	4
108	как бы	11	4
109	в результате	5	4
110	сказать что	3	4
111	к этому	2	4
