N	3gram	Ircho_Kome_1	Dialekti
1	и т д	4	19
2	в том что	9	7
3	сам по себе	1	6
4	то же время	4	4
5	можно было бы	1	4
6	с другой стороны	5	4
7	несмотря на всю	3	4
8	на то что	2	4
9	в то же	4	4
10	более или менее	1	3
11	в конце концов	4	3
12	до сих пор	2	2
13	что он не	1	2
14	потому что и	1	2
15	в этом отношении	3	2
16	и т п	5	2
17	или хотя бы	1	2
18	может и не	1	2
19	так как он	1	2
20	с одной стороны	3	2
21	как один из	1	2
22	во всяком случае	2	2
23	ни в чем	1	2
24	о том что	3	2
25	и даже не	1	2
26	к тому что	1	2
27	но и все	1	1
28	а между тем	1	1
29	в чем не	1	1
30	хотя и не	1	1
31	что под этим	1	1
32	другой стороны в	1	1
33	в чем же	1	1
34	как раз на	1	1
35	то время как	4	1
36	и чаще всего	1	1
37	которых говорится в	1	1
38	так или иначе	1	1
39	и даже до	1	1
40	мы уже знаем	1	1
41	что же касается	1	1
42	и тому же	1	1
43	те и другие	1	1
44	каждая из них	1	1
45	ни в коем	1	1
46	можно говорить о	1	1
47	к нему с	1	1
48	реальная жизнь и	1	1
49	с такой же	1	1
50	что все это	1	1
51	в коем случае	1	1
52	на себе все	1	1
53	в то время	5	1
54	в отношении к	1	1
55	т е явление	1	1
56	не связанное с	1	1
57	о которых говорится	1	1
58	если они не	1	1
59	т д все	1	1
60	из других источников	1	1
61	в первую очередь	2	1
62	в новое время	2	1
63	с самого начала	1	1
64	к одному и	1	1
65	что иное как	1	1
66	друг от друга	1	1
67	не что иное	1	1
68	тем не менее	1	1
69	на всю ее	1	1
70	для того чтобы	1	1
71	к тому же	5	1
72	одному и тому	1	1
73	то же самое	2	1
74	не заметить что	1	1
