N	3gram	Vygotskiy__5	formyVre
1	с точки зрения	9	8
2	в связи с	1	7
3	для того чтобы	14	7
4	в том же	1	4
5	в то же	1	4
6	друг с другом	7	4
7	имеем в виду	1	3
8	в том числе	1	3
9	о том как	2	3
10	к вопросу о	1	3
11	мы уже говорили	1	3
12	в том что	11	3
13	в другом месте	4	2
14	что в этом	1	2
15	то же самое	4	2
16	в этом случае	3	2
17	на первый план	1	2
18	до сих пор	3	2
19	не было бы	1	2
20	том числе и	1	2
21	лежит в основе	2	2
22	в этом отношении	5	2
23	это значит что	4	2
24	мы имеем в	1	2
25	друг от друга	4	2
26	и того же	3	1
27	не может не	1	1
28	сводится к тому	1	1
29	с ним но	1	1
30	там где они	1	1
31	на самом деле	1	1
32	мы будем их	1	1
33	как и во	1	1
34	но не на	1	1
35	так что в	2	1
36	том что он	2	1
37	но в той	1	1
38	более глубокий и	1	1
39	они не могут	1	1
40	только в том	1	1
41	говорит он что	1	1
42	они вовсе не	1	1
43	что он не	2	1
44	в отличие от	2	1
45	как мы увидим	1	1
46	с ним в	1	1
47	но прежде чем	1	1
48	так сказать по	1	1
49	но в этом	1	1
50	же самое время	1	1
51	по аналогии с	1	1
52	но он не	4	1
53	к самой природе	1	1
54	что должно быть	2	1
55	к этому вопросу	1	1
56	вместе с этим	1	1
57	так и здесь	1	1
58	в этом процессе	1	1
59	с этой точки	4	1
60	вместе с тем	2	1
61	одно и то	1	1
62	то время как	4	1
63	таким образом и	1	1
64	с одной стороны	3	1
65	в себя и	1	1
66	и то же	1	1
67	но при этом	2	1
68	по сравнению с	5	1
69	не до конца	2	1
70	здесь имеет место	1	1
71	все более и	1	1
72	эта точка зрения	2	1
73	место его в	1	1
74	он не знает	1	1
75	с другой стороны	2	1
76	вместо того чтобы	3	1
77	не может быть	3	1
78	того что было	2	1
79	на основе этого	1	1
80	этой точки зрения	4	1
81	только в пределах	2	1
82	в то время	4	1
83	и вместе с	1	1
84	в свою очередь	3	1
85	о том что	4	1
86	с самого начала	5	1
87	более и более	1	1
88	но все же	2	1
89	можно сказать что	5	1
90	до конца она	1	1
91	одного и того	3	1
92	в основе этой	2	1
93	в другом случае	1	1
94	он так же	1	1
95	к тому что	1	1
96	тем более не	1	1
97	со всеми своими	1	1
98	как мы видели	2	1
99	той или иной	1	1
100	и вопрос о	1	1
101	и в другом	2	1
