N	2gram	Trubetskoy_1	KulturaY
1	и т	3	54
2	и в	14	23
3	точки зрения	11	23
4	в том	17	22
5	не только	9	17
6	в этом	17	16
7	было бы	5	16
8	с точки	9	16
9	самом деле	7	14
10	может быть	9	14
11	в области	2	14
12	в самом	3	13
13	что в	4	13
14	не менее	1	12
15	потому что	5	12
16	для того	6	12
17	вопрос о	5	11
18	том что	9	11
19	того чтобы	8	11
20	можно было	4	11
21	в его	4	11
22	того что	3	11
23	а не	2	11
24	и не	19	10
25	еще не	3	9
26	таким образом	11	9
27	тем не	1	9
28	хотя бы	5	9
29	так как	4	9
30	прежде всего	8	9
31	лишь в	3	8
32	если бы	6	8
33	уже не	2	8
34	до сих	5	8
35	сих пор	5	8
36	между прочим	1	8
37	как на	8	8
38	как это	1	7
39	в зависимости	1	7
40	русского языка	1	7
41	все эти	2	7
42	должно быть	3	7
43	если мы	1	7
44	те же	1	7
45	и что	2	7
46	с другой	1	7
47	или иной	5	7
48	в данном	7	7
49	то же	11	6
50	говорить о	3	6
51	в общем	1	6
52	в силу	2	6
53	только в	5	6
54	так и	1	6
55	при этом	5	6
56	и тем	2	6
57	с тем	6	6
58	в их	4	6
59	связи с	3	6
60	не может	22	6
61	могут быть	1	6
62	по себе	2	6
63	о том	7	6
64	что и	3	6
65	что он	6	6
66	для этого	3	6
67	также и	1	5
68	и есть	2	5
69	как мы	1	5
70	все же	4	5
71	из этих	3	5
72	как бы	4	5
73	как и	4	5
74	не в	4	5
75	вовсе не	1	5
76	от того	4	5
77	не могут	4	5
78	той или	3	5
79	и должно	2	5
80	тем что	3	5
81	на которых	1	5
82	в связи	1	5
83	что же	4	5
84	тем более	1	5
85	но это	2	5
86	а в	5	5
87	совершенно не	2	5
88	того же	1	4
89	тех же	1	4
90	в сущности	1	4
91	столь же	1	4
92	точка зрения	1	4
93	в своем	6	4
94	только тогда	1	4
95	целый ряд	2	4
96	лишь с	1	4
97	том случае	4	4
98	ясно что	2	4
99	этого слова	1	4
100	что значит	1	4
101	в своей	5	4
102	что такое	2	4
103	не столько	1	4
104	том чтобы	3	4
105	же мы	1	4
106	тому что	2	4
107	тем самым	2	4
108	тогда когда	4	4
109	и о	2	4
110	в ее	1	4
111	данном случае	3	4
112	были бы	2	4
113	для нас	2	4
114	заключается в	1	4
115	между тем	5	4
116	один из	1	4
117	что не	1	4
118	не было	3	4
119	этом случае	3	4
120	то что	13	4
121	в таком	2	4
122	речь идет	2	3
123	сплошь и	1	3
124	на самом	6	3
125	это и	1	3
126	то в	3	3
127	есть не	1	3
128	мы не	1	3
129	в ней	2	3
130	время в	2	3
131	но не	4	3
132	но как	1	3
133	по отношению	2	3
134	очевидно что	1	3
135	отнюдь не	7	3
136	и к	6	3
137	что это	3	3
138	бы не	1	3
139	тому же	1	3
140	но на	1	3
141	он не	5	3
142	и вот	2	3
143	и с	7	3
144	и рядом	1	3
145	с этой	1	3
146	не так	2	3
147	но если	3	3
148	в которых	1	3
149	и более	2	3
150	случае когда	1	3
151	она не	2	3
152	в то	10	3
153	на него	1	3
154	должна быть	2	3
155	которые и	1	3
156	говорить и	1	3
157	не по	1	3
158	что на	1	3
159	не есть	3	3
160	всего этого	1	3
161	только то	1	3
162	не трудно	1	3
163	сказано выше	1	3
164	в результате	2	3
165	но и	10	3
166	отметить что	2	3
