N	3gram	Vygotskiy__3	Vladivir
1	о том что	3	7
2	в том что	17	7
3	в этом смысле	2	4
4	и то что	2	4
5	на то что	3	4
6	на этот раз	1	4
7	том что в	1	3
8	более или менее	1	3
9	мы увидим ниже	1	3
10	в конце концов	1	3
11	с другой стороны	3	3
12	не может быть	2	3
13	как мы уже	2	3
14	на первый план	2	2
15	как мы увидим	2	2
16	так как он	1	2
17	то обстоятельство что	3	2
18	в том чтобы	1	2
19	не только в	1	2
20	в то время	4	2
21	в связи со	1	2
22	во всяком случае	4	2
23	тем не менее	5	2
24	для того чтобы	7	2
25	что и в	5	2
26	с первого же	1	2
27	как это делает	1	1
28	в том виде	2	1
29	что иное как	1	1
30	в окончательном виде	1	1
31	что в основных	1	1
32	и той же	2	1
33	должны сказать что	1	1
34	с ним но	1	1
35	от нее в	2	1
36	не столько с	1	1
37	в этой области	1	1
38	том что понятие	1	1
39	в дальнейшем мы	1	1
40	значение для всей	1	1
41	бы то ни	1	1
42	с ним в	1	1
43	факт что уже	1	1
44	вместе с тем	10	1
45	то время как	4	1
46	вопрос об отношении	2	1
47	здесь мы имеем	1	1
48	не потому что	1	1
49	если бы мы	1	1
50	то ни было	1	1
51	с одной стороны	5	1
52	смысле этого слова	4	1
53	в связи с	5	1
54	потому что она	1	1
55	который как мы	1	1
56	и в этом	2	1
57	этом смысле в	1	1
58	а с другой	3	1
59	что уже в	1	1
60	имеем дело с	1	1
61	дальнейшем мы будем	1	1
62	указывает на то	1	1
63	так или иначе	1	1
64	своем учении о	1	1
65	в каком случае	1	1
66	со всеми его	1	1
67	из них не	1	1
68	с теми же	1	1
69	но только в	1	1
70	и в том	1	1
71	мы должны сказать	1	1
72	одной и той	2	1
73	есть не что	1	1
74	ни в каком	1	1
75	в своем учении	1	1
76	раз и навсегда	1	1
77	в этом же	1	1
78	заключается в том	7	1
79	так и в	2	1
80	и вместе с	2	1
81	в свою очередь	2	1
82	так как в	1	1
83	но и у	1	1
84	о нем с	1	1
85	скажем только что	1	1
86	с тем что	3	1
87	в известной степени	1	1
88	но на этот	1	1
89	за то что	1	1
90	как и сам	1	1
91	к тому что	1	1
92	не что иное	1	1
93	по этому поводу	1	1
94	и что в	1	1
95	не только у	1	1
96	это можно считать	1	1
97	в этом отношении	3	1
