N	2gram	Berdyaev_N_1	Problema
1	в его	1	43
2	и не	11	42
3	и в	16	38
4	познания и	2	30
5	не может	16	27
6	может быть	7	26
7	и с	2	17
8	к содержанию	2	17
9	и его	1	16
10	в этом	7	15
11	в нем	5	15
12	только в	1	13
13	прежде всего	4	13
14	но не	2	12
15	за пределы	3	12
16	во всех	3	11
17	в области	1	11
18	ни в	6	11
19	и для	4	11
20	к нему	1	10
21	не только	5	9
22	не имеет	4	9
23	но и	3	9
24	было бы	1	8
25	место в	2	8
26	в том	8	8
27	то что	4	8
28	еще не	3	7
29	в самом	1	7
30	вообще не	1	7
31	как и	7	7
32	не в	6	7
33	с другой	3	7
34	слова в	1	7
35	в своей	3	7
36	что в	9	7
37	не к	2	6
38	не всегда	1	6
39	не есть	3	6
40	а в	2	6
41	высшей степени	6	5
42	отличие от	1	5
43	в своем	1	5
44	все эти	2	5
45	к единству	1	5
46	это не	4	5
47	в них	4	5
48	в высшей	6	5
49	в отличие	1	5
50	творчества и	1	5
51	так и	2	5
52	в основе	3	5
53	никогда не	6	5
54	с ним	1	5
55	может иметь	1	5
56	конечно не	3	5
57	большинстве случаев	1	5
58	в большинстве	1	5
59	не на	1	5
60	а не	17	5
61	могут быть	2	5
62	быть только	1	5
63	должно быть	4	5
64	формы и	2	5
65	все они	2	5
66	должна быть	3	4
67	в виду	1	4
68	в ней	5	4
69	как в	3	4
70	но в	2	4
71	в себе	2	4
72	перестает быть	4	4
73	с миром	1	4
74	не должна	1	4
75	не менее	4	4
76	в то	2	4
77	должны быть	1	4
78	в ее	3	4
79	можно было	2	4
80	не с	1	4
81	о том	4	4
82	от всех	1	4
83	и только	1	4
84	к которому	1	4
85	что не	1	4
86	и потому	4	4
87	в более	1	4
88	хотя бы	2	4
89	сказать что	3	4
90	другой стороны	2	4
91	говорить о	1	3
92	на них	1	3
93	менее всего	1	3
94	нет и	2	3
95	значение для	1	3
96	помнить что	2	3
97	и к	5	3
98	он не	8	3
99	в мире	3	3
100	с другими	1	3
101	том что	2	3
102	моментом в	1	3
103	и это	2	3
104	хотя и	2	3
105	и от	2	3
106	приводит к	1	3
107	мы в	1	3
108	совершенно невозможно	1	3
109	и должно	2	3
110	на ее	1	3
111	этом смысле	2	3
112	с одной	2	3
113	вопроса о	1	3
114	и даже	2	3
115	бытия в	2	3
116	оно не	1	3
117	себя и	1	3
118	одной стороны	2	3
119	есть лишь	4	3
120	и на	2	3
121	но это	6	3
122	все это	5	3
123	природу и	1	3
124	не больше	1	3
125	за его	1	3
126	культуры и	7	3
127	у в	1	3
128	и все	4	3
129	не знает	6	3
130	все что	1	3
131	они не	1	3
132	смысле слова	3	2
133	лишь там	1	2
134	он может	1	2
135	и есть	10	2
136	в котором	1	2
137	со всех	4	2
138	ничего нет	1	2
139	не во	4	2
140	может осуществить	1	2
141	но она	2	2
142	я не	2	2
143	всех сторон	4	2
144	оно может	1	2
145	в чем	1	2
146	с его	6	2
147	себя все	1	2
148	в истории	3	2
149	отнесены к	1	2
150	к чему	1	2
151	и у	1	2
152	ни одна	2	2
153	единству и	1	2
154	а к	1	2
155	не имеют	2	2
156	всех своих	1	2
157	существенным моментом	1	2
158	человека в	1	2
159	лишь в	6	2
160	же стороны	1	2
161	и более	1	2
162	не могли	2	2
163	и вся	1	2
164	она не	3	2
165	в познании	1	2
166	одна из	2	2
167	и отдельных	1	2
168	того чтобы	2	2
169	и весь	2	2
170	во всем	1	2
171	так называемый	1	2
172	у нас	1	2
173	к себе	1	2
174	не могут	1	2
175	есть только	1	2
176	для того	1	2
177	должен быть	5	2
178	что все	2	2
179	и которые	1	2
180	движения и	1	2
181	и что	2	2
182	в значительной	1	2
183	и во	1	2
184	мир в	1	2
185	и мир	1	2
186	в каких	1	2
187	нуждается в	1	2
188	что он	1	2
189	себя в	2	2
190	центр тяжести	2	2
191	последние годы	1	2
192	которые могут	1	2
193	тем что	1	2
194	лишь для	1	2
195	связаны с	2	2
196	кончается и	1	2
197	и пр	3	2
198	не было	4	2
199	в россии	3	2
200	но можно	1	2
201	как это	2	2
202	другой же	1	2
203	по существу	2	2
204	можно сказать	1	2
205	мы должны	1	2
206	ни к	2	2
207	в этих	1	2
208	быть понята	1	2
209	в свою	1	2
210	это формы	1	1
211	как формальное	1	1
212	обращена к	1	1
213	зависимость от	1	1
214	человека и	3	1
215	это и	2	1
216	не через	1	1
217	было то	1	1
218	который можно	1	1
219	нем нет	2	1
220	в нашу	2	1
221	слишком долго	1	1
222	к созданию	2	1
223	культуры она	2	1
224	из всех	1	1
225	который в	2	1
226	личность от	1	1
227	мир не	1	1
228	вопрос о	3	1
229	время как	2	1
230	на себя	1	1
231	с ее	5	1
232	жизни как	2	1
233	становится в	1	1
234	по своему	4	1
235	что никаких	1	1
236	то он	1	1
237	значение и	1	1
238	в новом	2	1
239	себе и	1	1
240	в свои	2	1
241	которая обращена	1	1
242	то время	1	1
243	в этой	1	1
244	но он	1	1
245	но ведь	1	1
246	не могла	2	1
247	подобно тому	3	1
248	в нее	1	1
249	от нее	1	1
250	в одну	2	1
251	человек а	1	1
252	культуры но	1	1
253	значение в	1	1
254	мы уже	1	1
255	это было	3	1
256	и мы	4	1
257	истории и	9	1
258	она становится	1	1
259	борьбе за	1	1
260	для них	1	1
261	нет в	1	1
262	быть понят	1	1
263	этого не	1	1
264	с тем	3	1
265	и техники	1	1
266	рода и	1	1
267	ночь и	1	1
268	она неизбежно	1	1
269	но я	2	1
270	должен прежде	1	1
271	что вся	1	1
272	к одному	1	1
273	установить что	1	1
274	том смысле	1	1
275	мысли и	2	1
276	для политики	1	1
277	в философском	1	1
278	имеет более	1	1
279	том и	2	1
280	не должно	1	1
281	по себе	1	1
282	быть признан	1	1
283	но для	2	1
284	бытия и	1	1
285	та или	1	1
286	не их	1	1
287	того и	1	1
288	образования и	1	1
289	все свои	1	1
290	под этим	1	1
291	возникают не	1	1
292	или иная	1	1
293	явление в	1	1
294	не ставит	2	1
295	ли это	2	1
296	ему не	1	1
297	и дух	1	1
298	значительной степени	1	1
299	находит она	1	1
300	в наши	3	1
301	быть отнесены	1	1
302	а белый	1	1
303	социальные и	1	1
304	творчества не	1	1
305	него как	1	1
306	как не	8	1
307	свободно и	1	1
308	на нем	1	1
309	мы конечно	1	1
310	характер и	1	1
311	стремиться к	2	1
312	на нее	1	1
313	способность его	1	1
314	не были	1	1
315	начинается в	1	1
316	смысле и	1	1
317	суждения не	1	1
318	свои возможности	1	1
319	а также	1	1
320	вопросу о	1	1
321	в которую	1	1
322	на протяжении	2	1
323	нем не	1	1
324	или ложно	1	1
325	лишь к	1	1
326	последних пределов	1	1
327	путем необходимо	1	1
328	возможно лишь	1	1
329	направлена на	1	1
330	и быть	1	1
331	из сторон	1	1
332	и изнутри	1	1
333	изнутри и	1	1
334	для всех	1	1
335	есть в	2	1
336	уже не	2	1
337	миром а	1	1
338	есть уже	1	1
339	приобщиться к	2	1
340	из них	1	1
341	сами по	1	1
342	не для	1	1
343	к ним	3	1
344	друг друга	1	1
345	на их	1	1
346	для решения	1	1
347	формы к	1	1
348	образ человека	1	1
349	выходит за	1	1
350	до сих	1	1
351	ли он	1	1
352	движения в	1	1
353	обратиться к	1	1
354	связано с	1	1
355	есть реального	1	1
356	а на	1	1
357	власти и	1	1
358	человеческой жизни	1	1
359	как ни	1	1
360	все время	2	1
361	одну из	1	1
362	в боге	1	1
363	что мы	1	1
364	и ему	1	1
365	но оно	1	1
366	вместе с	2	1
367	так же	2	1
368	и особенно	1	1
369	до этого	1	1
370	свои права	2	1
371	мы говорим	2	1
372	лицом к	3	1
373	в той	1	1
374	тому как	3	1
375	быть не	1	1
376	мира так	1	1
377	есть и	1	1
378	всеми сторонами	1	1
379	и формы	2	1
380	нашего чувства	1	1
381	как например	1	1
382	сих пор	1	1
383	в смысле	2	1
384	к вопросу	1	1
385	это уже	1	1
386	не существует	3	1
387	к тому	3	1
388	мира и	2	1
389	которая в	1	1
390	вся культура	1	1
391	перестать быть	1	1
392	пр в	1	1
393	осуществить своих	1	1
394	понята как	1	1
395	реально не	1	1
