N	3gram	Trubetskoy_1	Formalny
1	с точки зрения	9	13
2	в настоящее время	2	10
3	то же время	10	8
4	в его целом	1	8
5	в то же	10	8
6	более или менее	4	6
7	на самом деле	6	6
8	до сих пор	5	6
9	в свою очередь	1	6
10	не может быть	4	5
11	по отношению к	1	4
12	во всяком случае	6	4
13	прежде всего в	1	3
14	в лучшем случае	3	3
15	бы то ни	4	3
16	смысле этого слова	1	3
17	как бы ни	1	3
18	сводится к тому	1	2
19	во что бы	3	2
20	и не может	3	2
21	свою очередь является	1	2
22	и в частности	1	2
23	что бы то	3	2
24	в большинстве случаев	2	2
25	в применении к	1	2
26	в том чтобы	1	2
27	но в то	1	2
28	и в этом	1	2
29	то ни стало	3	2
30	в связи с	1	2
31	того или иного	2	2
32	друг от друга	2	2
33	в своем целом	1	2
34	сама по себе	2	2
35	точки зрения этой	2	1
36	уже знаем что	1	1
37	или хотя бы	1	1
38	в этой роли	1	1
39	состоит в том	1	1
40	между прочим и	1	1
41	в том и	2	1
42	бы либо к	1	1
43	таким образом оказывается	1	1
44	не может не	3	1
45	тот или иной	1	1
46	приводит к отрицанию	1	1
47	отнюдь не следует	1	1
48	в том что	7	1
49	и те кто	1	1
50	в этом отношении	1	1
51	но для этого	1	1
52	для этого прежде	1	1
53	том числе и	1	1
54	к тому чтобы	4	1
55	в противном случае	1	1
56	вместе с тем	3	1
57	отнюдь не является	1	1
58	роль в истории	1	1
59	целый ряд общих	1	1
60	этого прежде всего	1	1
61	в данном случае	3	1
62	и если в	3	1
63	то ни было	1	1
64	ни к какому	1	1
65	еще не было	1	1
66	и как бы	1	1
67	чтобы понять что	2	1
68	эта точка зрения	1	1
69	только с точки	1	1
70	это конечно не	1	1
71	что касается до	1	1
72	так же как	1	1
73	и в том	2	1
74	точки зрения этих	1	1
75	от того что	1	1
76	по их мнению	1	1
77	конечно не может	1	1
78	но из этого	1	1
79	и тем самым	2	1
80	с самого начала	1	1
81	но все же	1	1
82	лучшем случае лишь	1	1
83	но даже и	1	1
84	и с точки	1	1
85	заключается в том	1	1
86	в том числе	1	1
87	к тому что	2	1
88	тех или иных	1	1
89	этого слова но	1	1
90	тем не менее	1	1
91	мы уже знаем	1	1
92	различны в зависимости	1	1
