N	3gram	Vygotskiy__3	KFilosof
1	не может быть	1	11
2	с точки зрения	9	10
3	и в своей	1	3
4	на самом деле	2	3
5	того или иного	1	3
6	не было бы	1	3
7	и в этом	3	3
8	это не есть	1	3
9	для нас важно	1	2
10	не имеем в	1	2
11	имеем в виду	1	2
12	она могла бы	1	2
13	а не из	1	2
14	здесь мы имеем	1	2
15	во всех отношениях	1	2
16	один и тот	1	2
17	в том что	11	2
18	и тот же	1	2
19	то все же	1	1
20	ни о каких	1	1
21	на то что	12	1
22	того что в	1	1
23	потому что в	1	1
24	мы никогда не	1	1
25	не зависит от	1	1
26	и может быть	1	1
27	он не может	1	1
28	как если бы	3	1
29	а не к	1	1
30	только в том	2	1
31	и во всех	2	1
32	быть представлен как	1	1
33	в лучшем случае	2	1
34	в зависимости от	1	1
35	мы не имеем	1	1
36	тогда оказалось бы	1	1
37	должен быть представлен	1	1
38	и та же	2	1
39	в основе своей	1	1
40	согласиться с тем	1	1
41	она может быть	1	1
42	вместе с тем	2	1
43	и то что	3	1
44	и как бы	2	1
45	может быть и	1	1
46	здесь мы видим	1	1
47	может быть понято	1	1
48	во всех остальных	1	1
49	не совпадает с	2	1
50	не потому что	1	1
51	не есть еще	1	1
52	смысле этого слова	2	1
53	в себя и	1	1
54	отношения к ним	1	1
55	в том случае	1	1
56	как и на	1	1
57	не в том	2	1
58	ее жизни и	1	1
59	вытекает из самого	1	1
60	во всяком случае	2	1
61	одна и та	1	1
62	я не могу	2	1
63	заключать в себе	1	1
64	для того чтобы	8	1
65	и в своих	1	1
66	и все же	1	1
67	только при этом	1	1
68	как и всякое	1	1
69	в противоречие с	1	1
70	было бы совершенно	2	1
71	все это только	1	1
72	мы не можем	2	1
73	в свою очередь	2	1
74	не в этом	1	1
75	ли это что	1	1
76	к тому что	2	1
77	было дано в	1	1
78	конечно не в	1	1
79	в том смысле	2	1
80	если бы оно	1	1
81	дело не в	1	1
82	если бы я	1	1
83	то же самое	8	1
84	и только для	1	1
