N	2gram	Kanaev_Sov_1	Russkaja
1	не может	17	22
2	и не	6	19
3	в том	4	17
4	в этом	7	17
5	и в	7	14
6	с другом	2	14
7	друг с	2	14
8	то же	3	11
9	точки зрения	12	11
10	таким образом	11	11
11	в то	1	10
12	же время	1	10
13	в себе	3	9
14	не только	4	9
15	том что	1	9
16	с точки	5	9
17	может быть	12	9
18	во всяком	2	9
19	прежде всего	5	8
20	самом деле	2	7
21	отнюдь не	3	7
22	и если	1	7
23	в данном	1	7
24	не будет	1	7
25	о том	1	7
26	мы должны	4	7
27	если в	1	6
28	в своем	1	6
29	и к	3	6
30	в своих	1	6
31	и при	1	6
32	если бы	1	6
33	все это	3	6
34	и для	1	6
35	всяком случае	2	6
36	на самом	1	6
37	вопрос о	4	5
38	между собой	3	5
39	во всех	1	5
40	в нем	3	5
41	при этом	3	5
42	он не	1	5
43	он должен	2	5
44	было бы	3	5
45	никогда не	1	5
46	а потому	1	5
47	и только	1	5
48	только в	1	5
49	конечно не	1	5
50	или иной	2	5
51	до сих	1	5
52	из которых	2	5
53	по существу	1	5
54	сих пор	1	5
55	а в	4	5
56	жизни в	1	5
57	бы то	1	4
58	но не	1	4
59	все же	3	4
60	не в	3	4
61	в этой	3	4
62	в корне	1	4
63	то ни	2	4
64	в совершенно	1	4
65	что такой	1	4
66	том случае	1	4
67	его в	1	4
68	как и	6	4
69	которой он	2	4
70	точку зрения	4	4
71	ли это	1	4
72	не могут	2	4
73	приводит к	2	4
74	в мире	1	4
75	можно было	1	4
76	и т.д	3	4
77	в его	2	4
78	так как	4	4
79	вместе с	4	4
80	что же	5	4
81	как бы	4	4
82	жизни и	4	4
83	что в	2	4
84	все что	1	4
85	говорить о	2	3
86	в будущем	1	3
87	и ни	1	3
88	еще не	3	3
89	он сам	1	3
90	из этих	2	3
91	в самом	2	3
92	что это	2	3
93	ни одна	2	3
94	и по	2	3
95	в другом	1	3
96	для них	1	3
97	несмотря на	1	3
98	должно быть	1	3
99	но если	1	3
100	таким же	1	3
101	знаем что	2	3
102	одна из	3	3
103	связи с	1	3
104	той или	1	3
105	что все	2	3
106	данном случае	1	3
107	может не	3	3
108	но мы	3	3
109	в вопросах	1	3
110	и во	2	3
111	одной из	1	3
112	в большинстве	1	3
113	в виде	2	3
114	из них	4	3
115	в конце	3	3
116	именно в	1	3
117	только к	1	3
118	не было	1	3
119	и потому	3	3
120	этом случае	1	3
121	при условии	1	3
122	она может	2	3
123	или в	1	3
124	все они	1	3
125	и есть	2	2
126	этом направлении	1	2
127	к чему	2	2
128	из всех	1	2
129	в ней	1	2
130	в таком	2	2
131	по отношению	1	2
132	всю эту	1	2
133	с этим	2	2
134	и наконец	5	2
135	но в	3	2
136	не можем	7	2
137	все эти	5	2
138	и тот	1	2
139	и те	1	2
140	по самому	1	2
141	дела не	1	2
142	факт что	1	2
143	мы уже	1	2
144	на этой	3	2
145	по себе	1	2
146	ведь в	1	2
147	этого не	1	2
148	и тогда	1	2
149	что такое	2	2
150	и более	1	2
151	их в	4	2
152	она не	1	2
153	что с	1	2
154	для нас	3	2
155	у него	2	2
156	самому своему	1	2
157	на которой	1	2
158	в области	3	2
159	отличается от	3	2
160	если же	2	2
161	ясно что	3	2
162	это только	1	2
163	и должно	1	2
164	настоящее время	2	2
165	и что	2	2
166	к нему	1	2
167	вся эта	1	2
168	отметить что	1	2
169	быть и	2	2
170	этот вопрос	1	2
171	совершенно не	2	2
172	уже не	2	2
173	на такой	1	2
174	только на	1	2
175	в начале	1	2
176	его и	1	2
177	центр тяжести	1	2
178	ни в	1	2
179	мы можем	6	2
180	и даже	2	2
181	будет ли	1	2
182	в некоторых	2	2
183	а не	3	2
184	на эту	1	2
185	так же	1	2
186	тот факт	1	2
187	в течение	1	2
188	благодаря этому	1	2
189	но это	1	2
190	но для	1	2
191	и от	1	2
192	не подлежит	3	2
193	в результате	6	2
194	в настоящее	2	2
195	с ним	1	2
196	на это	1	2
197	свою задачу	1	2
198	потом и	1	1
199	и действительно	1	1
200	должен быть	1	1
201	того же	1	1
202	ли оно	2	1
203	он может	3	1
204	это и	1	1
205	определенные условия	1	1
206	идет о	1	1
207	первое время	1	1
208	в зависимости	4	1
209	их и	1	1
210	есть не	1	1
211	может признать	1	1
212	мы не	9	1
213	же как	1	1
214	и ничего	1	1
215	такой путь	1	1
216	которую можно	1	1
217	на них	1	1
218	это направление	1	1
219	что его	1	1
220	в область	1	1
221	к этому	1	1
222	но как	1	1
223	точка зрения	1	1
224	каждая из	2	1
225	то чем	1	1
226	с понятием	1	1
227	не быть	1	1
228	в которой	2	1
229	но ведь	1	1
230	то и	2	1
231	только один	2	1
232	то этим	1	1
233	вследствие этого	1	1
234	на его	2	1
235	силу и	1	1
236	тем не	2	1
237	меняется в	1	1
238	же это	4	1
239	к одному	1	1
240	же остается	1	1
241	заключает в	1	1
242	поскольку она	1	1
243	но все	2	1
244	это конечно	1	1
245	тем же	2	1
246	всего необходимо	1	1
247	в данной	1	1
248	те или	1	1
249	чтобы он	1	1
250	это не	4	1
251	и мы	3	1
252	уже знаем	1	1
253	части одной	1	1
254	остановиться на	1	1
255	она и	1	1
256	все равно	1	1
257	всегда и	1	1
258	для чего	1	1
259	жизни но	1	1
260	нет и	4	1
261	такой же	2	1
262	в один	2	1
263	другом как	1	1
264	все элементы	1	1
265	отчасти в	1	1
266	а каждая	1	1
267	в такой	1	1
268	бы к	1	1
269	что вся	1	1
270	никакому сомнению	1	1
271	и занимать	1	1
272	представление о	1	1
273	должны мы	1	1
274	своему существу	1	1
275	только такой	1	1
276	далее что	1	1
277	быть таким	1	1
278	по крайней	1	1
279	на другую	1	1
280	ни было	1	1
281	и начало	1	1
282	вовсе не	1	1
283	все три	1	1
284	же мы	2	1
285	и вся	1	1
286	представители этого	1	1
287	не менее	2	1
288	что эта	1	1
289	самого начала	3	1
290	и всегда	1	1
291	для каждого	1	1
292	дело в	1	1
293	полного и	1	1
294	говорить что	1	1
295	но только	1	1
296	он с	1	1
297	только не	1	1
298	это то	1	1
299	бы все	1	1
300	тем легче	1	1
301	если у	1	1
302	стороны и	1	1
303	в духе	1	1
304	могут быть	2	1
305	человека в	1	1
306	для этих	1	1
307	же самое	2	1
308	что при	2	1
309	всегда будет	1	1
310	и это	1	1
311	оно может	1	1
312	только возможно	1	1
313	как мы	2	1
314	совершенно бессильна	1	1
315	с ее	1	1
316	свою очередь	2	1
317	с самого	3	1
318	роль в	2	1
319	то нужно	1	1
320	те же	1	1
321	мы в	1	1
322	из одного	2	1
323	иное как	1	1
324	подлежит никакому	1	1
325	то они	1	1
326	с тою	1	1
327	которых нет	1	1
328	одного из	1	1
329	и ставит	1	1
330	не существовал	1	1
331	с другой	1	1
332	в какой-нибудь	1	1
333	подлежит сомнению	2	1
334	каждого элемента	4	1
335	одна не	1	1
336	крайней мере	1	1
337	у всех	3	1
338	может иметь	2	1
339	другого для	1	1
340	один из	1	1
341	сомнению что	1	1
342	положение в	1	1
343	может оказаться	1	1
344	тот или	2	1
345	и у	1	1
346	если мы	4	1
347	а это	1	1
348	конечно нет	1	1
349	признать за	1	1
350	мы знаем	2	1
351	и их	1	1
352	случае когда	1	1
353	случае не	1	1
354	принципиально не	2	1
355	невозможно они	1	1
356	и будет	2	1
357	в очень	1	1
358	природы и	1	1
359	с общим	2	1
360	из двух	3	1
361	может ли	1	1
362	на ее	1	1
363	по своим	1	1
364	к которому	1	1
365	и прежде	1	1
366	ее самостоятельности	1	1
367	а на	2	1
368	на этот	2	1
369	на которых	1	1
370	означало бы	1	1
371	ясного и	2	1
372	не допускает	1	1
373	в связи	1	1
374	всех элементов	3	1
375	без помощи	1	1
376	где это	1	1
377	на некотором	1	1
378	человек с	1	1
379	всякое же	1	1
380	на ней	1	1
381	поэтому что	1	1
382	не является	1	1
383	ибо при	1	1
384	которых он	1	1
385	не знаем	2	1
386	при таком	3	1
387	может но	1	1
388	это как	1	1
389	человек и	1	1
390	в отдельных	1	1
391	вступила в	1	1
392	случае и	1	1
393	и все	3	1
394	силы в	1	1
395	а о	1	1
396	всюду где	1	1
397	в свою	2	1
398	но можно	1	1
399	виде и	1	1
400	отношению к	1	1
401	есть то	1	1
402	этого и	1	1
403	причем эти	1	1
404	можно назвать	2	1
405	они не	1	1
