N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	40
2	то есть	9	18
3	и его	3	17
4	прежде всего	6	16
5	в этом	13	15
6	в романе	1	15
7	не только	26	13
8	в его	6	13
9	и не	14	13
10	вовсе не	2	12
11	что в	4	12
12	как и	4	11
13	но и	15	11
14	таким образом	5	10
15	как мы	1	10
16	и т.п	6	10
17	он не	5	9
18	может быть	10	9
19	и все	4	9
20	той же	2	8
21	отношение к	1	8
22	все эти	3	8
23	и с	1	8
24	во время	2	8
25	в том	14	8
26	у него	6	8
27	но в	6	8
28	то же	4	7
29	в своем	6	7
30	в виду	1	7
31	в одном	1	7
32	во всех	1	6
33	в самом	2	6
34	в этих	1	6
35	в то	5	6
36	же время	3	6
37	связи с	1	6
38	в той	5	6
39	он говорит	1	6
40	в своей	4	6
41	к этому	1	6
42	здесь и	1	5
43	в нем	5	5
44	со всеми	2	5
45	так сказать	3	5
46	в основе	1	5
47	и для	3	5
48	xx века	1	5
49	те же	2	5
50	начала и	2	5
51	в литературе	4	5
52	для него	4	5
53	то что	8	5
54	а не	17	5
55	в связи	1	5
56	как раз	3	5
57	в своих	2	5
58	также и	1	4
59	жизни и	4	4
60	в ней	2	4
61	xix века	1	4
62	в нашем	2	4
63	жизнью и	2	4
64	в мире	4	4
65	было бы	2	4
66	ни в	1	4
67	том что	13	4
68	того чтобы	3	4
69	в области	2	4
70	у нас	2	4
71	и смертью	1	4
72	о том	5	4
73	и о	1	4
74	роль в	2	4
75	особенно в	1	4
76	и здесь	2	4
77	а также	6	4
78	и во	1	4
79	один из	3	4
80	только на	2	4
81	за этим	1	4
82	и даже	3	4
83	до сих	1	4
84	не видит	1	4
85	и потому	1	4
86	в данном	10	4
87	сих пор	1	4
88	все это	1	4
89	видно что	2	4
90	в культуре	2	4
91	ни для	2	4
92	еще более	1	4
93	и шире	1	3
94	самом деле	3	3
95	на самом	2	3
96	с его	3	3
97	по отношению	5	3
98	отличие от	5	3
99	в этой	4	3
100	и как	1	3
101	и наконец	1	3
102	и к	6	3
103	шире и	1	3
104	в себе	8	3
105	при этом	14	3
106	об этом	4	3
107	на протяжении	5	3
108	в отличие	5	3
109	их в	1	3
110	нельзя забывать	1	3
111	вплоть до	1	3
112	дело не	1	3
113	одна из	3	3
114	между жизнью	1	3
115	о нем	3	3
116	здесь не	2	3
117	в ее	4	3
118	не подлежит	1	3
119	можно было	2	3
120	еще в	1	3
121	если бы	4	3
122	в другом	4	3
123	другими словами	1	3
124	никак не	3	3
125	между тем	3	3
126	что и	2	3
127	во всей	1	3
128	еще не	2	3
129	только в	11	3
130	так и	9	3
131	в начале	2	3
132	одно из	2	3
133	в конце	4	3
134	тем что	1	3
135	в других	2	3
136	для того	1	3
137	сказать что	3	3
138	в частности	11	3
139	не может	8	3
140	вместе с	1	3
141	как в	5	3
142	такого рода	12	3
143	во все	1	3
144	как бы	6	3
145	и от	1	3
146	но это	2	3
147	а в	9	3
148	между ними	1	3
149	они не	2	3
150	одним из	1	2
151	например в	1	2
152	того же	1	2
153	это и	1	2
154	тем же	1	2
155	по преимуществу	1	2
156	века в	1	2
157	мы не	2	2
158	перехода от	1	2
159	хотя бы	2	2
160	быть в	1	2
161	но не	3	2
162	в течение	2	2
163	что он	5	2
164	все же	6	2
165	его к	1	2
166	имеет в	1	2
167	в которой	1	2
168	в целом	3	2
169	из этих	2	2
170	раз в	2	2
171	как он	2	2
172	в первой	1	2
173	на веселую	1	2
174	не к	4	2
175	свидетельствует о	4	2
176	в плане	1	2
177	на этом	1	2
178	здесь мы	1	2
179	церковь и	1	2
180	далеко не	5	2
181	характер и	3	2
182	если их	1	2
183	точки зрения	5	2
184	в котором	5	2
185	в характеристике	1	2
186	его отношение	1	2
187	жизни с	2	2
188	своего рода	9	2
189	тонах и	1	2
190	но он	2	2
191	что было	1	2
192	не менее	4	2
193	как о	2	2
194	связь и	1	2
195	этом отношении	3	2
196	той или	3	2
197	данном случае	6	2
198	и сам	3	2
199	времени и	4	2
200	здесь нет	1	2
201	по сравнению	1	2
202	можно сказать	6	2
203	характер это	1	2
204	говорит об	1	2
205	с того	1	2
206	основе своей	1	2
207	с другой	5	2
208	это не	3	2
209	к нему	1	2
210	как нечто	1	2
211	и так	1	2
212	временем и	1	2
213	с нею	2	2
214	и у	4	2
215	в нашей	1	2
216	него и	1	2
217	в системе	1	2
218	в форме	5	2
219	или иной	3	2
220	именно в	2	2
221	чем он	1	2
222	нового времени	2	2
223	о чем	2	2
224	с помощью	1	2
225	все то	2	2
226	к жизни	1	2
227	сравнению с	1	2
228	мировой истории	1	2
229	слова и	1	2
230	своей жизни	1	2
231	какой бы	1	2
232	же к	1	2
233	потому что	2	2
234	хотя в	1	2
235	одной из	1	2
236	в последнем	1	2
237	одновременно и	1	2
238	отношению к	5	2
239	из этого	1	2
240	все что	4	2
241	границы между	1	1
242	говоря о	1	1
243	отношения к	1	1
244	и т	2	1
245	с с	1	1
246	предполагает что	1	1
247	это делает	1	1
248	области литературы	1	1
249	так у	1	1
250	от самого	1	1
251	от своей	1	1
252	рассказывает историю	1	1
253	из его	1	1
254	все те	2	1
255	с таким	2	1
256	одним и	1	1
257	есть не	1	1
258	им самим	1	1
259	до времени	1	1
260	мы имеем	3	1
261	обновления и	1	1
262	не была	1	1
263	что иное	1	1
264	принадлежит к	1	1
265	вместо того	1	1
266	подчеркнуть что	2	1
267	и он	2	1
268	в xix	1	1
269	на другом	1	1
270	между собой	3	1
271	иное как	1	1
272	это действительно	1	1
273	важный для	1	1
274	прошлого не	1	1
275	не входит	1	1
276	свою жизнь	1	1
277	в общем	1	1
278	его произведение	1	1
279	что они	3	1
280	относится к	1	1
281	в одной	1	1
282	низа и	1	1
283	перед нами	4	1
284	виду и	1	1
285	когда он	1	1
286	сознания в	1	1
287	не являются	2	1
288	характер ее	1	1
289	себе не	1	1
290	со своей	2	1
291	бы и	1	1
292	что это	4	1
293	знанием и	1	1
294	представляет собой	16	1
295	т.п но	1	1
296	остается вне	1	1
297	приобретает характер	1	1
